	total_star	 total_blob	total_match	success_rate	exposure	eq_attitude_ra	eq_attitude_dec	eq_attitude_roll	eq_errors_ra	eq_errors_dec	eq_errors_roll	eq_point_error	eq_iplatescale	hor_attitude_az	hor_attitude_el	hor_attitude_roll	hor_point_error	hor_iplatescale	time_wall	time_user	time_system	time_CPU	az	dec	roll	sigma_az	sigma_dec	sigma_roll	sigma_point	fit_err	iplatescale
10	9.0	13.0	5.0	38.46	65.0	235.3447	1.0582	-147.2341	1.799	1.84	141.575	1.819	4.025	138.3813	43.9484	-178.3148	1.819	4.025	0.870151	0.84	0.03	0.87	8.72138e-06	8.92216e-06	0.000686377	8.72138e-06	8.92216e-06	0.000686377	8.82102e-06	0.978128	1.95138e-05
11	10.0	11.0	7.0	63.64	58.0	235.2596	1.0582	-147.291	2.008	2.002	150.552	2.005	4.025	138.3829	43.949	-178.3706	2.005	4.025	0.893902	0.86	0.03	0.89	9.73501e-06	9.70675e-06	0.000729898	9.73501e-06	9.70675e-06	0.000729898	9.72005e-06	1.30063	1.95138e-05
12	14.0	19.0	10.0	52.63	51.0	236.4323	1.0567	-147.1711	2.731	2.68	257.065	2.705	4.025	138.3836	43.9476	-178.2502	2.705	4.025	0.903895	0.86	0.03	0.89	1.32418e-05	1.2992e-05	0.00124629	1.32418e-05	1.2992e-05	0.00124629	1.31158e-05	2.08421	1.95138e-05
13	15.0	17.0	9.0	52.94	55.0	236.8607	1.0572	-147.296	1.813	1.831	155.19	1.821	4.025	138.3715	43.9429	-178.3833	1.821	4.025	0.912969	0.87	0.04	0.91	8.78751e-06	8.8755e-06	0.000752382	8.78751e-06	8.8755e-06	0.000752382	8.83076e-06	1.34087	1.95138e-05
14	16.0	19.0	11.0	57.89	46.0	236.668	1.0571	-147.239	0.992	0.987	103.762	0.989	4.025	138.4018	43.9558	-178.3058	0.989	4.025	0.926779	0.9	0.02	0.92	4.80878e-06	4.78303e-06	0.000503053	4.80878e-06	4.78303e-06	0.000503053	4.7955e-06	0.812441	1.95138e-05
15	14.0	14.0	9.0	64.29	55.0	236.8394	1.057	-147.2711	1.298	1.296	101.81	1.297	4.025	138.3971	43.9538	-178.3411	1.297	4.025	0.916363	0.88	0.03	0.91	6.2945e-06	6.28485e-06	0.000493588	6.2945e-06	6.28485e-06	0.000493588	6.28914e-06	0.966311	1.95138e-05
16	15.0	20.0	11.0	55.0	50.0	236.6476	1.0571	-147.2075	1.251	1.284	114.975	1.267	4.025	138.3763	43.9448	-178.2916	1.267	4.025	0.918219	0.88	0.03	0.91	6.06456e-06	6.2243e-06	0.000557413	6.06456e-06	6.2243e-06	0.000557413	6.14391e-06	1.02438	1.95138e-05
17	16.0	19.0	7.0	36.84	57.0	236.7117	1.0566	-147.2056	1.793	1.777	135.852	1.785	4.025	138.3999	43.9545	-178.2737	1.784	4.025	0.929521	0.88	0.04	0.92	8.69387e-06	8.61334e-06	0.000658628	8.69387e-06	8.61334e-06	0.000658628	8.65286e-06	1.14778	1.95138e-05
18	15.0	21.0	9.0	42.86	47.0	236.3048	1.0569	-147.2379	1.537	1.562	133.325	1.549	4.025	138.3857	43.9487	-178.3156	1.55	4.025	1.012217	0.98	0.02	1.0	7.452e-06	7.57351e-06	0.000646378	7.452e-06	7.57351e-06	0.000646378	7.51212e-06	1.14521	1.95138e-05
19	13.0	18.0	11.0	61.11	66.0	234.5326	1.0594	-147.215	2.819	2.991	263.445	2.905	4.025	138.4	43.9579	-178.283	2.895	4.025	1.984914	1.91	0.04	1.95	1.36673e-05	1.45018e-05	0.00127722	1.36673e-05	1.45018e-05	0.00127722	1.40834e-05	2.1754	1.95138e-05
20	12.0	17.0	7.0	41.18	47.0	236.027	1.0573	-147.2732	0.984	1.092	97.942	1.038	4.025	138.3672	43.9411	-178.3634	1.039	4.025	1.060264	1.01	0.04	1.05	4.7703e-06	5.29366e-06	0.000474835	4.7703e-06	5.29366e-06	0.000474835	5.03157e-06	0.646602	1.95138e-05
21	14.0	17.0	9.0	52.94	47.0	236.5401	1.0571	-147.2577	0.679	0.673	68.797	0.676	4.025	138.4045	43.9571	-178.3227	0.676	4.025	0.923699	0.89	0.03	0.92	3.29181e-06	3.26132e-06	0.000333538	3.29181e-06	3.26132e-06	0.000333538	3.27628e-06	0.49941	1.95138e-05
22	13.0	17.0	7.0	41.18	67.0	234.3621	1.0599	-147.1871	2.257	2.279	221.457	2.268	4.025	138.3537	43.9383	-178.2866	2.268	4.025	1.144298	1.08	0.04	1.12	1.09444e-05	1.105e-05	0.00107365	1.09444e-05	1.105e-05	0.00107365	1.09963e-05	1.46429	1.95138e-05
23	14.0	21.0	10.0	47.62	48.0	236.6026	1.0562	-147.2369	1.776	1.782	191.526	1.779	4.025	138.3805	43.9456	-178.3181	1.779	4.025	0.908816	0.87	0.04	0.91	8.61168e-06	8.6398e-06	0.000928546	8.61168e-06	8.6398e-06	0.000928546	8.62501e-06	1.39088	1.95138e-05
24	14.0	15.0	7.0	46.67	42.0	236.4763	1.0567	-147.1892	1.087	1.064	102.035	1.076	4.025	138.3811	43.9464	-178.2701	1.076	4.025	1.054076	1.02	0.03	1.05	5.27111e-06	5.15923e-06	0.000494681	5.27111e-06	5.15923e-06	0.000494681	5.21472e-06	0.693745	1.95138e-05
25	11.0	16.0	7.0	43.75	58.0	235.0465	1.059	-147.1728	1.478	1.741	143.699	1.61	4.025	138.3868	43.9516	-178.2498	1.613	4.025	1.585875	1.5	0.04	1.54	7.16545e-06	8.44245e-06	0.000696671	7.16545e-06	8.44245e-06	0.000696671	7.80334e-06	0.970492	1.95138e-05
26	14.0	21.0	10.0	47.62	49.0	236.7971	1.0562	-147.2604	1.488	1.49	132.011	1.489	4.025	138.3982	43.9533	-178.3296	1.489	4.025	0.928908	0.89	0.03	0.92	7.21196e-06	7.22569e-06	0.000640009	7.21196e-06	7.22569e-06	0.000640009	7.21821e-06	1.16506	1.95138e-05
27	13.0	16.0	7.0	43.75	55.0	234.6189	1.0591	-147.2471	0.794	0.897	89.687	0.845	4.025	138.3973	43.9563	-178.317	0.847	4.025	1.53498	1.48	0.03	1.51	3.84918e-06	4.34765e-06	0.000434817	3.84918e-06	4.34765e-06	0.000434817	4.09808e-06	0.508777	1.95138e-05
28	14.0	15.0	6.0	40.0	53.0	236.4975	1.0563	-147.2054	1.494	1.418	167.208	1.456	4.025	138.4059	43.9567	-178.2695	1.456	4.025	0.971897	0.93	0.03	0.96	7.24299e-06	6.87361e-06	0.000810646	7.24299e-06	6.87361e-06	0.000810646	7.05768e-06	0.848256	1.95138e-05
29	15.0	18.0	8.0	44.44	56.0	236.348	1.0572	-147.2551	1.238	1.241	110.885	1.239	4.025	138.384	43.9483	-178.3341	1.239	4.025	0.938224	0.9	0.03	0.93	6.00168e-06	6.01688e-06	0.000537588	6.00168e-06	6.01688e-06	0.000537588	6.00877e-06	0.867836	1.95138e-05
30	12.0	16.0	8.0	50.0	85.0	234.8745	1.0587	-147.2121	1.998	2.032	152.37	2.015	4.025	138.3925	43.9537	-178.2852	2.015	4.025	0.930787	0.88	0.04	0.92	9.68494e-06	9.85184e-06	0.000738712	9.68494e-06	9.85184e-06	0.000738712	9.76756e-06	1.39091	1.95138e-05
31	14.0	14.0	7.0	50.0	47.0	236.4115	1.0581	-147.2702	2.306	2.46	236.695	2.383	4.025	138.3576	43.9379	-178.367	2.384	4.025	0.978152	0.93	0.03	0.96	1.11787e-05	1.19254e-05	0.00114753	1.11787e-05	1.19254e-05	0.00114753	1.15511e-05	1.51531	1.95138e-05
32	12.0	13.0	7.0	53.85	63.0	234.9598	1.0589	-147.2557	2.868	3.142	276.099	3.004	4.025	138.3904	43.9531	-178.3303	3.007	4.025	0.959863	0.92	0.03	0.95	1.39039e-05	1.52308e-05	0.00133856	1.39039e-05	1.52308e-05	0.00133856	1.45662e-05	1.885	1.95138e-05
33	10.0	12.0	6.0	50.0	56.0	235.1306	1.0595	-147.2281	1.834	2.598	201.952	2.216	4.025	138.386	43.9518	-178.3056	2.219	4.025	0.959577	0.91	0.04	0.95	8.89326e-06	1.2596e-05	0.000979093	8.89326e-06	1.2596e-05	0.000979093	1.07439e-05	1.07497	1.95138e-05
34	9.0	17.0	6.0	35.29	47.0	235.8569	1.0584	-147.2634	1.993	2.203	185.705	2.098	4.025	138.3695	43.9434	-178.3521	2.098	4.025	0.926217	0.88	0.04	0.92	9.66431e-06	1.06792e-05	0.000900322	9.66431e-06	1.06792e-05	0.000900322	1.01709e-05	1.20078	1.95138e-05
35	12.0	16.0	10.0	62.5	61.0	234.2766	1.0594	-147.2581	0.952	0.957	106.16	0.954	4.025	138.3561	43.9388	-178.3559	0.954	4.025	0.947414	0.89	0.04	0.93	4.61428e-06	4.63741e-06	0.00051468	4.61428e-06	4.63741e-06	0.00051468	4.62545e-06	0.747443	1.95138e-05
36	16.0	18.0	8.0	44.44	43.0	236.6908	1.057	-147.2056	2.296	2.345	202.395	2.32	4.025	138.3747	43.9441	-178.2908	2.32	4.025	0.931572	0.89	0.03	0.92	1.11312e-05	1.13689e-05	0.000981238	1.11312e-05	1.13689e-05	0.000981238	1.12491e-05	1.61001	1.95138e-05
37	15.0	16.0	9.0	56.25	287.0	236.9031	1.0564	-147.2404	1.484	1.467	106.893	1.475	4.025	138.3716	43.942	-178.3277	1.475	4.025	0.949413	0.91	0.03	0.94	7.19227e-06	7.1099e-06	0.000518233	7.19227e-06	7.1099e-06	0.000518233	7.15048e-06	1.08713	1.95138e-05
38	11.0	12.0	6.0	50.0	77.0	235.429	1.059	-147.2835	1.723	1.761	131.471	1.742	4.025	138.3802	43.9487	-178.3649	1.742	4.025	1.022392	0.97	0.03	1.0	8.35097e-06	8.53795e-06	0.000637392	8.35097e-06	8.53795e-06	0.000637392	8.44375e-06	1.0479	1.95138e-05
39	15.0	13.0	9.0	69.23	248.0	235.5136	1.0593	-147.3461	1.943	2.089	148.176	2.016	4.025	138.3788	43.9485	-178.4285	2.017	4.025	0.981507	0.93	0.04	0.97	9.42216e-06	1.01269e-05	0.000718378	9.42216e-06	1.01269e-05	0.000718378	9.77373e-06	1.44802	1.95138e-05
40	15.0	23.0	10.0	43.48	173.0	236.8819	1.0568	-147.2484	1.367	1.374	106.204	1.371	4.025	138.3965	43.9532	-178.3188	1.371	4.025	0.915065	0.86	0.04	0.9	6.62804e-06	6.66347e-06	0.000514891	6.62804e-06	6.66347e-06	0.000514891	6.64519e-06	1.07251	1.95138e-05
41	15.0	18.0	10.0	55.56	47.0	236.775	1.0567	-147.2469	0.686	0.676	61.291	0.681	4.025	138.3743	43.9435	-178.3324	0.681	4.025	0.921532	0.88	0.03	0.91	3.32589e-06	3.27675e-06	0.000297146	3.32589e-06	3.27675e-06	0.000297146	3.30104e-06	0.530994	1.95138e-05
42	14.0	17.0	8.0	47.06	52.0	236.8174	1.0557	-147.3513	2.472	2.352	215.782	2.412	4.025	138.3744	43.9423	-178.4367	2.412	4.025	0.918015	0.88	0.03	0.91	1.1983e-05	1.14038e-05	0.00104614	1.1983e-05	1.14038e-05	0.00104614	1.16924e-05	1.65239	1.95138e-05
43	14.0	19.0	8.0	42.11	49.0	236.5184	1.0558	-147.2161	2.939	2.818	284.966	2.878	4.025	138.3814	43.9456	-178.2967	2.878	4.025	0.901824	0.86	0.03	0.89	1.42468e-05	1.366e-05	0.00138155	1.42468e-05	1.366e-05	0.00138155	1.39522e-05	1.95701	1.95138e-05
44	15.0	17.0	10.0	58.82	254.0	236.6257	1.0563	-147.2218	2.195	2.224	191.569	2.209	4.025	138.4029	43.9554	-178.2879	2.208	4.025	0.913767	0.86	0.04	0.9	1.06407e-05	1.07804e-05	0.000928751	1.06407e-05	1.07804e-05	0.000928751	1.07097e-05	1.72055	1.95138e-05
45	13.0	17.0	10.0	58.82	61.0	236.1975	1.0572	-147.2897	1.996	1.991	179.093	1.993	4.025	138.3637	43.9395	-178.3823	1.993	4.025	0.978265	0.92	0.04	0.96	9.67479e-06	9.6531e-06	0.000868268	9.67479e-06	9.6531e-06	0.000868268	9.66312e-06	1.54079	1.95138e-05
46	13.0	13.0	5.0	38.46	64.0	235.6859	1.0579	-147.2389	2.663	3.208	261.724	2.935	4.025	138.3741	43.9449	-178.3246	2.946	4.025	0.981811	0.94	0.03	0.97	1.291e-05	1.55552e-05	0.00126887	1.291e-05	1.55552e-05	0.00126887	1.42315e-05	1.47919	1.95138e-05
47	11.0	16.0	8.0	50.0	68.0	235.2162	1.0591	-147.2495	1.441	1.416	118.86	1.429	4.025	138.3841	43.9505	-178.3283	1.429	4.025	0.892241	0.86	0.02	0.88	6.98734e-06	6.86678e-06	0.000576251	6.98734e-06	6.86678e-06	0.000576251	6.92646e-06	0.991392	1.95138e-05
48	15.0	15.0	8.0	53.33	56.0	235.6001	1.0578	-147.243	1.263	1.289	85.692	1.276	4.025	138.3766	43.9458	-178.3269	1.276	4.025	0.945619	0.89	0.05	0.94	6.12378e-06	6.24972e-06	0.000415448	6.12378e-06	6.24972e-06	0.000415448	6.18623e-06	0.875709	1.95138e-05
49	15.0	22.0	10.0	45.45	50.0	236.3903	1.0572	-147.2223	0.737	0.752	80.586	0.744	4.025	138.3835	43.9481	-178.3015	0.744	4.025	0.926692	0.88	0.03	0.91	3.57184e-06	3.64588e-06	0.00039069	3.57184e-06	3.64588e-06	0.00039069	3.60856e-06	0.56657	1.95138e-05
50	14.0	16.0	4.0	25.0	42.0	236.9458	1.0561	-147.2481	1.732	1.463	169.08	1.598	4.025	138.3707	43.9413	-178.336	1.602	4.025	1.859492	1.79	0.04	1.83	8.39893e-06	7.09315e-06	0.000819725	8.39893e-06	7.09315e-06	0.000819725	7.74533e-06	0.697813	1.95138e-05
51	16.0	11.0	8.0	72.73	54.0	236.7322	1.0566	-147.2341	1.077	1.077	88.538	1.077	4.025	138.3755	43.9439	-178.3188	1.077	4.025	0.876056	0.84	0.03	0.87	5.2226e-06	5.22295e-06	0.000429245	5.2226e-06	5.22295e-06	0.000429245	5.22233e-06	0.756897	1.95138e-05
