	total_star	 total_blob	total_match	success_rate	exposure	eq_attitude_ra	eq_attitude_dec	eq_attitude_roll	eq_errors_ra	eq_errors_dec	eq_errors_roll	eq_point_error	eq_iplatescale	hor_attitude_az	hor_attitude_el	hor_attitude_roll	hor_point_error	hor_iplatescale	time_wall	time_user	time_system	time_CPU	az	dec	roll	sigma_az	sigma_dec	sigma_roll	sigma_point	fit_err	iplatescale
83	7.0	26.0	6.0	23.08	59.0	247.3244	1.0434	-147.3041	1.282	1.259	130.961	1.27	4.025	138.3822	43.9315	-178.384	1.27	4.025	1.013544	0.98	0.03	1.01	6.21407e-06	6.10486e-06	0.000634917	6.21407e-06	6.10486e-06	0.000634917	6.15895e-06	0.762834	1.95138e-05
84	10.0	30.0	8.0	26.67	60.0	245.9156	1.0456	-147.2632	0.894	1.022	92.799	0.958	4.025	138.4131	43.9474	-178.3222	0.954	4.025	0.95031	0.92	0.03	0.95	4.33325e-06	4.95557e-06	0.000449901	4.33325e-06	4.95557e-06	0.000449901	4.64405e-06	0.59161	1.95138e-05
85	6.0	31.0	5.0	16.13	51.0	247.2177	1.044	-147.2503	1.364	1.364	150.703	1.364	4.025	138.4092	43.9438	-178.312	1.364	4.025	1.017565	0.98	0.03	1.01	6.61409e-06	6.61309e-06	0.000730627	6.61409e-06	6.61309e-06	0.000730627	6.61304e-06	0.757653	1.95138e-05
86	9.0	23.0	7.0	30.43	55.0	247.7311	1.0429	-147.2706	1.731	1.734	116.715	1.732	4.025	138.3968	43.9371	-178.3407	1.732	4.025	0.906842	0.87	0.03	0.9	8.39038e-06	8.4083e-06	0.000565851	8.39038e-06	8.4083e-06	0.000565851	8.39865e-06	1.13368	1.95138e-05
87	7.0	29.0	7.0	24.14	58.0	247.025	1.0438	-147.277	1.184	1.175	103.759	1.18	4.025	138.3894	43.935	-178.352	1.18	4.025	0.906748	0.87	0.03	0.9	5.74261e-06	5.69642e-06	0.000503038	5.74261e-06	5.69642e-06	0.000503038	5.71904e-06	0.765682	1.95138e-05
88	7.0	23.0	5.0	21.74	152.0	249.2572	1.0376	-147.373	1.819	1.916	159.493	1.867	4.025	138.4272	43.9442	-178.4223	1.866	4.025	0.973842	0.93	0.03	0.96	8.81719e-06	9.2896e-06	0.000773245	8.81719e-06	9.2896e-06	0.000773245	9.05267e-06	0.988849	1.95138e-05
89	7.0	25.0	7.0	28.0	68.0	250.5389	1.0351	-147.3044	1.111	1.154	117.783	1.133	4.025	138.3984	43.9287	-178.3733	1.132	4.025	1.114916	1.06	0.04	1.1	5.38655e-06	5.59704e-06	0.000571026	5.38655e-06	5.59704e-06	0.000571026	5.49135e-06	0.723827	1.95138e-05
90	9.0	26.0	6.0	23.08	82.0	249.6429	1.0363	-147.3203	2.976	3.09	224.842	3.033	4.025	138.4177	43.9385	-178.3761	3.032	4.025	1.074907	1.03	0.03	1.06	1.44278e-05	1.49824e-05	0.00109007	1.44278e-05	1.49824e-05	0.00109007	1.4704e-05	1.78823	1.95138e-05
91	7.0	25.0	6.0	24.0	61.0	246.5137	1.0448	-147.2601	2.826	2.836	243.228	2.831	4.025	138.3993	43.9404	-178.3284	2.831	4.025	1.016131	0.98	0.03	1.01	1.36987e-05	1.37503e-05	0.0011792	1.36987e-05	1.37503e-05	0.0011792	1.37234e-05	1.71543	1.95138e-05
92	8.0	22.0	6.0	27.27	67.0	249.5357	1.0365	-147.3187	1.349	1.345	112.25	1.347	4.025	138.3956	43.9292	-178.3894	1.347	4.025	1.050861	1.0	0.04	1.04	6.54032e-06	6.51892e-06	0.000544204	6.54032e-06	6.51892e-06	0.000544204	6.52909e-06	0.804063	1.95138e-05
93	9.0	20.0	6.0	30.0	72.0	249.5998	1.0364	-147.3201	1.481	1.512	110.398	1.496	4.025	138.419	43.9392	-178.3749	1.496	4.025	1.304987	1.26	0.04	1.3	7.18083e-06	7.3307e-06	0.000535227	7.18083e-06	7.3307e-06	0.000535227	7.25518e-06	0.881079	1.95138e-05
94	6.0	21.0	5.0	23.81	70.0	248.5837	1.0416	-147.2468	2.069	1.941	159.449	2.005	4.025	138.3791	43.928	-178.3288	2.0	4.025	3.292232	3.16	0.05	3.21	1.00305e-05	9.40806e-06	0.000773031	1.00305e-05	9.40806e-06	0.000773031	9.71846e-06	0.98972	1.95138e-05
95	8.0	24.0	4.0	16.67	75.0	250.2823	1.0357	-147.3007	1.806	2.26	228.634	2.033	4.025	138.4043	43.9321	-178.3656	2.023	4.025	1.006726	0.96	0.03	0.99	8.75436e-06	1.09552e-05	0.00110845	8.75436e-06	1.09552e-05	0.00110845	9.85409e-06	0.84643	1.95138e-05
96	5.0	23.0	4.0	17.39	67.0	248.477	1.0431	-147.3564	3.956	4.036	293.259	3.996	4.025	138.4053	43.9411	-178.4206	3.996	4.025	2.283613	2.2	0.04	2.24	1.91812e-05	1.9566e-05	0.00142176	1.91812e-05	1.9566e-05	0.00142176	1.9372e-05	1.96559	1.95138e-05
97	8.0	29.0	7.0	24.14	62.0	247.602	1.044	-147.2369	1.486	1.569	127.387	1.527	4.025	138.4001	43.9399	-178.3048	1.523	4.025	0.928592	0.89	0.03	0.92	7.20285e-06	7.60802e-06	0.000617588	7.20285e-06	7.60802e-06	0.000617588	7.40484e-06	0.916587	1.95138e-05
98	7.0	23.0	6.0	26.09	59.0	246.6413	1.0442	-147.2202	2.148	2.156	167.415	2.152	4.025	138.3975	43.9389	-178.2898	2.152	4.025	0.979818	0.94	0.04	0.98	1.04126e-05	1.04529e-05	0.000811652	1.04126e-05	1.04529e-05	0.000811652	1.04319e-05	1.30212	1.95138e-05
99	13.0	31.0	9.0	29.03	58.0	245.7014	1.0465	-147.2534	1.555	1.572	141.882	1.563	4.025	138.3688	43.9292	-178.3425	1.553	4.025	0.924276	0.89	0.03	0.92	7.53778e-06	7.62155e-06	0.000687865	7.53778e-06	7.62155e-06	0.000687865	7.57904e-06	1.00416	1.95138e-05
100	7.0	21.0	7.0	33.33	57.0	247.0676	1.044	-147.2689	2.118	2.088	185.552	2.103	4.025	138.3884	43.9349	-178.3446	2.103	4.025	0.886405	0.85	0.02	0.87	1.02688e-05	1.01208e-05	0.000899579	1.02688e-05	1.01208e-05	0.000899579	1.01939e-05	1.36926	1.95138e-05
101	10.0	24.0	8.0	33.33	62.0	246.0005	1.0459	-147.256	1.982	2.144	178.535	2.063	4.025	138.4116	43.9471	-178.316	2.053	4.025	1.233945	1.2	0.02	1.22	9.60747e-06	1.0396e-05	0.000865561	9.60747e-06	1.0396e-05	0.000865561	1.00009e-05	1.2873	1.95138e-05
102	9.0	25.0	6.0	24.0	81.0	249.7915	1.0369	-147.2369	3.36	3.378	252.545	3.369	4.025	138.3899	43.9271	-178.3116	3.368	4.025	1.115699	1.06	0.04	1.1	1.62883e-05	1.63775e-05	0.00122437	1.62883e-05	1.63775e-05	0.00122437	1.63315e-05	2.02548	1.95138e-05
103	9.0	30.0	9.0	30.0	62.0	246.129	1.0457	-147.2379	1.121	1.403	114.814	1.262	4.025	138.4082	43.9454	-178.3002	1.26	4.025	1.230681	1.19	0.03	1.22	5.43266e-06	6.80381e-06	0.000556633	5.43266e-06	6.80381e-06	0.000556633	6.11778e-06	0.808616	1.95138e-05
104	8.0	26.0	7.0	26.92	57.0	246.9607	1.0441	-147.267	1.845	1.863	161.615	1.854	4.025	138.4159	43.9468	-178.3242	1.853	4.025	0.906894	0.87	0.03	0.9	8.94389e-06	9.03032e-06	0.000783531	8.94389e-06	9.03032e-06	0.000783531	8.98636e-06	1.19263	1.95138e-05
105	8.0	26.0	7.0	26.92	56.0	247.645	1.0436	-147.2422	1.281	1.271	99.608	1.276	4.025	138.399	43.939	-178.3107	1.276	4.025	0.934733	0.9	0.03	0.93	6.21027e-06	6.16238e-06	0.000482911	6.21027e-06	6.16238e-06	0.000482911	6.18581e-06	0.827581	1.95138e-05
106	8.0	19.0	6.0	31.58	66.0	250.0701	1.0357	-147.3118	1.37	1.443	165.805	1.407	4.025	138.4079	43.9335	-178.3742	1.404	4.025	3.671098	3.54	0.04	3.58	6.64401e-06	6.9966e-06	0.000803846	6.64401e-06	6.9966e-06	0.000803846	6.81976e-06	0.796618	1.95138e-05
107	9.0	29.0	7.0	24.14	60.0	247.4963	1.0439	-147.3107	1.879	1.868	161.152	1.873	4.025	138.3765	43.9296	-178.3945	1.871	4.025	1.061542	1.01	0.05	1.06	9.11169e-06	9.05424e-06	0.000781285	9.11169e-06	9.05424e-06	0.000781285	9.08221e-06	1.15951	1.95138e-05
108	7.0	22.0	5.0	22.73	71.0	250.091	1.0354	-147.3117	1.022	0.919	126.08	0.971	4.025	138.4329	43.944	-178.3571	0.968	4.025	3.914922	3.77	0.06	3.83	4.95634e-06	4.45589e-06	0.000611252	4.95634e-06	4.45589e-06	0.000611252	4.70571e-06	0.461112	1.95138e-05
109	12.0	26.0	9.0	34.62	53.0	245.5738	1.0463	-147.2542	1.188	1.313	121.203	1.25	4.025	138.3713	43.9301	-178.3416	1.245	4.025	0.924726	0.89	0.02	0.91	5.7606e-06	6.36376e-06	0.00058761	5.7606e-06	6.36376e-06	0.00058761	6.0617e-06	0.830106	1.95138e-05
110	7.0	23.0	7.0	30.43	73.0	250.2187	1.036	-147.3119	1.804	1.889	178.233	1.846	4.025	138.43	43.9435	-178.3593	1.689	4.025	1.050342	1.0	0.04	1.04	8.74554e-06	9.1584e-06	0.0008641	8.74554e-06	9.1584e-06	0.0008641	8.95126e-06	1.16024	1.95138e-05
111	9.0	22.0	7.0	31.82	49.0	247.7087	1.0433	-147.3229	2.735	3.115	234.631	2.925	4.025	138.3733	43.9274	-178.4089	2.911	4.025	0.929847	0.89	0.03	0.92	1.32619e-05	1.5102e-05	0.00113752	1.32619e-05	1.5102e-05	0.00113752	1.41809e-05	1.68829	1.95138e-05
112	8.0	24.0	7.0	29.17	63.0	247.7948	1.0431	-147.2562	1.621	1.686	126.056	1.653	4.025	138.3707	43.926	-178.3439	1.653	4.025	0.898317	0.87	0.02	0.89	7.85814e-06	8.17387e-06	0.000611136	7.85814e-06	8.17387e-06	0.000611136	8.01535e-06	1.04734	1.95138e-05
113	12.0	33.0	8.0	24.24	62.0	245.8083	1.0459	-147.2569	1.181	1.329	114.782	1.255	4.025	138.3912	43.9383	-178.3307	1.245	4.025	0.944858	0.92	0.03	0.95	5.72394e-06	6.44462e-06	0.00055648	5.72394e-06	6.44462e-06	0.00055648	6.0838e-06	0.750822	1.95138e-05
114	14.0	24.0	8.0	33.33	56.0	245.3805	1.0463	-147.2756	2.374	2.299	247.138	2.336	4.025	138.402	43.9434	-178.3422	2.336	4.025	1.089757	1.05	0.03	1.08	1.15096e-05	1.11434e-05	0.00119816	1.15096e-05	1.11434e-05	0.00119816	1.13256e-05	1.57817	1.95138e-05
115	7.0	23.0	7.0	30.43	58.0	246.7266	1.0447	-147.2774	2.037	2.093	169.536	2.065	4.025	138.3953	43.9385	-178.3485	2.065	4.025	1.162592	1.1	0.04	1.14	9.87384e-06	1.01469e-05	0.000821936	9.87384e-06	1.01469e-05	0.000821936	1.00096e-05	1.33828	1.95138e-05
116	7.0	23.0	6.0	26.09	59.0	247.2813	1.0438	-147.25	1.086	1.1	109.046	1.093	4.025	138.3834	43.9324	-178.3292	1.093	4.025	0.97709	0.94	0.02	0.96	5.26311e-06	5.33175e-06	0.000528668	5.26311e-06	5.33175e-06	0.000528668	5.29699e-06	0.659646	1.95138e-05
117	15.0	21.0	9.0	42.86	57.0	245.1882	1.0468	-147.252	1.266	1.297	119.795	1.281	4.025	138.3814	43.9351	-178.3325	1.281	4.025	3.66677	3.6	0.05	3.65	6.13848e-06	6.28563e-06	0.000580783	6.13848e-06	6.28563e-06	0.000580783	6.21154e-06	0.943245	1.95138e-05
118	6.0	20.0	4.0	20.0	50.0	247.2386	1.0438	-147.2684	1.467	1.467	146.834	1.467	4.025	138.3844	43.9328	-178.3469	1.467	4.025	0.969598	0.93	0.03	0.96	7.11088e-06	7.11277e-06	0.000711869	7.11088e-06	7.11277e-06	0.000711869	7.11123e-06	0.72567	1.95138e-05
119	15.0	22.0	8.0	36.36	58.0	245.2101	1.0468	-147.2601	1.456	1.493	131.072	1.475	4.025	138.4053	43.9453	-178.3245	1.475	4.025	3.416369	3.34	0.04	3.38	7.06042e-06	7.23858e-06	0.000635454	7.06042e-06	7.23858e-06	0.000635454	7.14891e-06	1.02131	1.95138e-05
120	9.0	23.0	5.0	21.74	76.0	249.6849	1.0371	-147.3226	1.335	1.503	119.043	1.419	4.025	138.4168	43.9391	-178.379	1.42	4.025	1.031571	0.97	0.04	1.01	6.47316e-06	7.28433e-06	0.000577137	6.47316e-06	7.28433e-06	0.000577137	6.87821e-06	0.741062	1.95138e-05
121	7.0	22.0	6.0	27.27	59.0	246.5761	1.0451	-147.2593	2.867	2.879	232.417	2.873	4.025	138.3747	43.9301	-178.3443	2.873	4.025	0.955161	0.91	0.03	0.94	1.39016e-05	1.39582e-05	0.00112679	1.39016e-05	1.39582e-05	0.00112679	1.39288e-05	1.74444	1.95138e-05
122	7.0	22.0	4.0	18.18	65.0	250.3903	1.0354	-147.2862	1.197	1.17	181.48	1.183	4.025	138.4255	43.9409	-178.3366	1.183	4.025	4.065835	3.91	0.06	3.97	5.80118e-06	5.67457e-06	0.00087984	5.80118e-06	5.67457e-06	0.00087984	5.7374e-06	0.58144	1.95138e-05
123	7.0	14.0	4.0	28.57	84.0	250.3676	1.0355	-147.3015	2.232	3.071	234.22	2.651	4.025	138.4027	43.9311	-178.3674	2.665	4.025	1.013262	0.97	0.03	1.0	1.08213e-05	1.48883e-05	0.00113553	1.08213e-05	1.48883e-05	0.00113553	1.28539e-05	1.09499	1.95138e-05
124	8.0	27.0	7.0	25.93	55.0	247.6881	1.0436	-147.2491	1.236	1.386	105.974	1.311	4.025	138.3976	43.9383	-178.3186	1.305	4.025	0.913346	0.87	0.03	0.9	5.99092e-06	6.71828e-06	0.000513778	5.99092e-06	6.71828e-06	0.000513778	6.3541e-06	0.762534	1.95138e-05
125	5.0	24.0	5.0	20.83	67.0	248.1363	1.0425	-147.2743	1.735	1.768	127.608	1.751	4.025	138.4129	43.9437	-178.3334	1.751	4.025	1.194315	1.14	0.03	1.17	8.41348e-06	8.56988e-06	0.000618663	8.41348e-06	8.56988e-06	0.000618663	8.49098e-06	0.955552	1.95138e-05
126	5.0	20.0	4.0	20.0	59.0	248.4354	1.0425	-147.2562	2.109	2.317	141.895	2.213	4.025	138.4056	43.9405	-178.3203	2.212	4.025	1.152694	1.11	0.03	1.14	1.02249e-05	1.12312e-05	0.000687927	1.02249e-05	1.12312e-05	0.000687927	1.07272e-05	1.032	1.95138e-05
127	14.0	21.0	7.0	33.33	68.0	245.3383	1.0465	-147.253	1.215	1.148	134.465	1.182	4.025	138.4022	43.9437	-178.3194	1.181	4.025	1.715952	1.67	0.03	1.7	5.89071e-06	5.56687e-06	0.000651907	5.89071e-06	5.56687e-06	0.000651907	5.7283e-06	0.742774	1.95138e-05
128	10.0	29.0	9.0	31.03	62.0	246.2575	1.0453	-147.2538	1.329	1.56	103.337	1.445	4.025	138.405	43.9435	-178.3183	1.446	4.025	1.062871	1.0	0.05	1.05	6.44317e-06	7.56484e-06	0.000500993	6.44317e-06	7.56484e-06	0.000500993	7.00347e-06	0.982821	1.95138e-05
129	8.0	28.0	7.0	25.0	61.0	247.6664	1.0434	-147.2747	1.62	1.65	115.173	1.634	4.025	138.3738	43.9277	-178.3603	1.634	4.025	0.923575	0.88	0.04	0.92	7.85176e-06	7.99785e-06	0.000558375	7.85176e-06	7.99785e-06	0.000558375	7.92415e-06	1.04584	1.95138e-05
130	7.0	27.0	6.0	22.22	64.0	247.1753	1.0434	-147.2426	5.043	1.593	165.673	3.318	4.025	138.4102	43.9435	-178.3035	1.599	4.025	1.03018	1.0	0.02	1.02	2.44508e-05	7.72291e-06	0.000803203	2.44508e-05	7.72291e-06	0.000803203	1.60848e-05	0.955343	1.95138e-05
131	8.0	23.0	7.0	30.43	58.0	246.2995	1.0452	-147.2772	1.921	2.034	161.67	1.977	4.025	138.4049	43.9434	-178.3418	1.978	4.025	1.034815	0.98	0.05	1.03	9.31116e-06	9.86079e-06	0.0007838	9.31116e-06	9.86079e-06	0.0007838	9.5852e-06	1.25895	1.95138e-05
132	8.0	18.0	7.0	38.89	62.0	247.5594	1.0435	-147.2552	1.721	1.707	122.395	1.714	4.025	138.4013	43.9398	-178.3222	1.714	4.025	1.014045	0.97	0.04	1.01	8.34439e-06	8.27555e-06	0.00059339	8.34439e-06	8.27555e-06	0.00059339	8.30928e-06	1.11142	1.95138e-05
133	15.0	20.0	10.0	50.0	176.0	245.2954	1.0465	-147.2703	1.049	1.034	94.098	1.041	4.025	138.4035	43.9443	-178.3358	1.041	4.025	1.205528	1.16	0.03	1.19	5.08443e-06	5.0145e-06	0.000456199	5.08443e-06	5.0145e-06	0.000456199	5.04904e-06	0.812398	1.95138e-05
134	7.0	26.0	5.0	19.23	79.0	249.2784	1.0372	-147.337	1.753	2.06	143.308	1.906	4.025	138.4023	43.9329	-178.4033	1.91	4.025	0.971288	0.94	0.02	0.96	8.50063e-06	9.9867e-06	0.000694779	8.50063e-06	9.9867e-06	0.000694779	9.24297e-06	0.971095	1.95138e-05
135	7.0	27.0	7.0	25.93	59.0	247.3459	1.0436	-147.2464	1.26	1.268	120.943	1.264	4.025	138.4063	43.9421	-178.31	1.264	4.025	1.000779	0.96	0.03	0.99	6.10689e-06	6.14964e-06	0.000586346	6.10689e-06	6.14964e-06	0.000586346	6.12776e-06	0.827744	1.95138e-05
136	7.0	24.0	7.0	29.17	60.0	246.6624	1.0444	-147.2341	2.001	2.021	166.581	2.011	4.025	138.3723	43.9282	-178.3208	2.011	4.025	0.971249	0.94	0.02	0.96	9.70179e-06	9.79971e-06	0.000807607	9.70179e-06	9.79971e-06	0.000807607	9.74994e-06	1.31494	1.95138e-05
137	8.0	22.0	7.0	31.82	71.0	249.4071	1.0365	-147.3012	1.571	1.75	126.883	1.661	4.025	138.3992	43.9308	-178.3695	1.659	4.025	1.676693	1.62	0.03	1.65	7.61837e-06	8.48366e-06	0.000615144	7.61837e-06	8.48366e-06	0.000615144	8.05039e-06	1.00948	1.95138e-05
138	7.0	28.0	6.0	21.43	58.0	247.1313	1.0428	-147.2799	3.015	2.911	259.104	2.963	4.025	138.4131	43.9441	-178.3389	2.963	4.025	1.02028	0.98	0.03	1.01	1.46176e-05	1.41147e-05	0.00125617	1.46176e-05	1.41147e-05	0.00125617	1.4365e-05	1.76466	1.95138e-05
139	9.0	20.0	6.0	30.0	71.0	249.6216	1.0362	-147.3298	1.621	1.643	120.854	1.632	4.025	138.3932	43.9278	-178.4022	1.631	4.025	1.011806	0.97	0.03	1.0	7.86123e-06	7.96346e-06	0.000585917	7.86123e-06	7.96346e-06	0.000585917	7.9117e-06	0.964523	1.95138e-05
140	8.0	27.0	6.0	22.22	51.0	246.982	1.0442	-147.2835	1.061	1.174	108.479	1.118	4.025	138.3905	43.936	-178.3578	1.117	4.025	0.884072	0.85	0.03	0.88	5.14581e-06	5.69178e-06	0.000525919	5.14581e-06	5.69178e-06	0.000525919	5.41837e-06	0.63189	1.95138e-05
141	8.0	20.0	5.0	25.0	66.0	247.7731	1.0428	-147.2481	2.053	2.081	152.079	2.067	4.025	138.3967	43.937	-178.3182	2.067	4.025	0.945466	0.91	0.03	0.94	9.95378e-06	1.00873e-05	0.0007373	9.95378e-06	1.00873e-05	0.0007373	1.00197e-05	1.1405	1.95138e-05
142	10.0	30.0	8.0	26.67	58.0	245.9366	1.0454	-147.2692	1.43	1.492	128.811	1.461	4.025	138.3882	43.9364	-178.3451	1.459	4.025	1.301615	1.26	0.02	1.28	6.93052e-06	7.23209e-06	0.000624491	6.93052e-06	7.23209e-06	0.000624491	7.08073e-06	0.975696	1.95138e-05
143	7.0	22.0	6.0	27.27	70.0	250.2613	1.0357	-147.2932	1.185	1.408	142.118	1.296	4.025	138.4294	43.9429	-178.341	1.297	4.025	1.041074	0.99	0.03	1.02	5.74434e-06	6.82777e-06	0.000689007	5.74434e-06	6.82777e-06	0.000689007	6.28559e-06	0.708487	1.95138e-05
144	8.0	27.0	6.0	22.22	69.0	249.4715	1.0364	-147.3236	1.475	1.501	122.691	1.488	4.025	138.4222	43.9406	-178.3763	1.487	4.025	1.071152	1.02	0.04	1.06	7.14895e-06	7.27855e-06	0.000594823	7.14895e-06	7.27855e-06	0.000594823	7.21316e-06	0.87886	1.95138e-05
145	8.0	21.0	5.0	23.81	71.0	250.1338	1.0356	-147.2728	1.156	0.998	142.567	1.077	4.025	138.4317	43.9437	-178.3191	1.078	4.025	3.469177	3.36	0.06	3.42	5.60308e-06	4.83947e-06	0.000691186	5.60308e-06	4.83947e-06	0.000691186	5.22082e-06	0.521412	1.95138e-05
146	7.0	24.0	6.0	25.0	56.0	246.5337	1.0451	-147.2655	2.128	2.148	169.824	2.138	4.025	138.3754	43.9304	-178.3501	2.138	4.025	0.984743	0.95	0.03	0.98	1.03189e-05	1.04151e-05	0.00082333	1.03189e-05	1.04151e-05	0.00082333	1.03661e-05	1.29523	1.95138e-05
147	9.0	25.0	7.0	28.0	68.0	246.151	1.0453	-147.2833	1.859	2.182	195.738	2.02	4.025	138.3823	43.9337	-178.3632	2.02	4.025	0.903556	0.87	0.02	0.89	9.01182e-06	1.05765e-05	0.000948965	9.01182e-06	1.05765e-05	0.000948965	9.79341e-06	1.20262	1.95138e-05
148	7.0	25.0	6.0	24.0	78.0	250.4748	1.0354	-147.3209	1.497	1.645	150.243	1.571	4.025	138.4246	43.9405	-178.372	1.571	4.025	1.287136	1.23	0.04	1.27	7.25876e-06	7.97281e-06	0.0007284	7.25876e-06	7.97281e-06	0.0007284	7.61519e-06	0.908067	1.95138e-05
149	7.0	23.0	7.0	30.43	66.0	250.4965	1.0353	-147.2964	1.142	1.216	121.044	1.179	4.025	138.3988	43.9291	-178.365	1.179	4.025	1.0227	0.97	0.03	1.0	5.53548e-06	5.8968e-06	0.000586837	5.53548e-06	5.8968e-06	0.000586837	5.71569e-06	0.743874	1.95138e-05
150	9.0	13.0	5.0	38.46	68.0	250.0275	1.0368	-147.3225	2.09	2.09	0.006	2.09	4.025	138.4079	43.9348	-178.385	2.4	4.025	1.051265	1.0	0.03	1.03	1.01344e-05	1.01336e-05	2.98222e-08	1.01344e-05	1.01336e-05	2.98222e-08	1.01332e-05	1.24153	1.95138e-05
151	8.0	25.0	6.0	24.0	77.0	250.1544	1.0356	-147.3167	1.871	1.971	182.167	1.921	4.025	138.4072	43.9331	-178.3796	1.913	4.025	1.029469	0.97	0.04	1.01	9.06926e-06	9.55639e-06	0.000883172	9.06926e-06	9.55639e-06	0.000883172	9.31208e-06	1.05144	1.95138e-05
152	9.0	24.0	8.0	33.33	57.0	246.1932	1.0451	-147.2796	1.044	1.378	106.817	1.211	4.025	138.382	43.9333	-178.3597	1.215	4.025	1.413142	1.38	0.03	1.41	5.05976e-06	6.68148e-06	0.000517865	5.05976e-06	6.68148e-06	0.000517865	5.8702e-06	0.72382	1.95138e-05
153	9.0	22.0	6.0	27.27	87.0	249.5569	1.0366	-147.3307	1.36	1.461	109.286	1.41	4.025	138.4201	43.9399	-178.3848	1.41	4.025	1.096145	1.05	0.04	1.09	6.5917e-06	7.08205e-06	0.000529836	6.5917e-06	7.08205e-06	0.000529836	6.83634e-06	0.821837	1.95138e-05
154	7.0	30.0	5.0	16.67	56.0	246.5556	1.0448	-147.2231	2.396	2.403	176.507	2.399	4.025	138.3994	43.9405	-178.2914	2.399	4.025	1.025659	0.99	0.03	1.02	1.16177e-05	1.16488e-05	0.00085573	1.16177e-05	1.16488e-05	0.00085573	1.16323e-05	1.32852	1.95138e-05
155	8.0	25.0	6.0	24.0	75.0	249.5137	1.0364	-147.3248	1.952	2.145	156.919	2.049	4.025	138.4218	43.9404	-178.3778	2.049	4.025	1.029617	0.98	0.03	1.01	9.46506e-06	1.04005e-05	0.000760763	9.46506e-06	1.04005e-05	0.000760763	9.93203e-06	1.18004	1.95138e-05
156	7.0	22.0	7.0	31.82	75.0	250.5178	1.0354	-147.3103	1.297	1.364	137.51	1.33	4.025	138.4232	43.9399	-178.3624	1.33	4.025	1.060202	1.0	0.04	1.04	6.28827e-06	6.61222e-06	0.000666666	6.28827e-06	6.61222e-06	0.000666666	6.44973e-06	0.845063	1.95138e-05
157	7.0	22.0	5.0	22.73	77.0	250.3465	1.0354	-147.3066	1.995	2.578	209.403	2.286	4.025	138.4278	43.9419	-178.3556	2.281	4.025	1.04595	0.98	0.04	1.02	9.67371e-06	1.2497e-05	0.00101522	9.67371e-06	1.2497e-05	0.00101522	1.10845e-05	1.06067	1.95138e-05
158	14.0	24.0	8.0	33.33	245.0	245.4453	1.0462	-147.2506	1.145	1.166	125.678	1.156	4.025	138.3749	43.9315	-178.3355	1.156	4.025	3.587029	3.52	0.04	3.56	5.55153e-06	5.65491e-06	0.000609302	5.55153e-06	5.65491e-06	0.000609302	5.60276e-06	0.802511	1.95138e-05
159	13.0	24.0	9.0	37.5	67.0	245.638	1.0462	-147.2987	1.628	1.679	176.497	1.653	4.025	138.3945	43.9401	-178.3703	1.652	4.025	0.881387	0.85	0.02	0.87	7.8908e-06	8.13855e-06	0.00085568	7.8908e-06	8.13855e-06	0.00085568	8.01402e-06	1.1836	1.95138e-05
160	7.0	22.0	7.0	31.82	61.0	246.4915	1.0443	-147.2485	1.663	1.671	138.419	1.667	4.025	138.3763	43.9299	-178.3325	1.667	4.025	1.034275	0.98	0.03	1.01	8.06158e-06	8.10121e-06	0.000671073	8.06158e-06	8.10121e-06	0.000671073	8.08073e-06	1.09263	1.95138e-05
161	5.0	19.0	4.0	21.05	63.0	248.0933	1.0423	-147.2441	1.704	1.666	124.036	1.685	4.025	138.4145	43.9441	-178.3021	1.685	4.025	1.22747	1.18	0.04	1.22	8.26273e-06	8.0753e-06	0.000601343	8.26273e-06	8.0753e-06	0.000601343	8.16833e-06	0.827306	1.95138e-05
162	10.0	20.0	4.0	20.0	82.0	249.7277	1.0367	-147.3089	1.097	1.288	96.125	1.192	4.025	138.4161	43.9382	-178.3658	1.196	4.025	1.018406	0.98	0.03	1.01	5.31878e-06	6.24345e-06	0.000466026	5.31878e-06	6.24345e-06	0.000466026	5.78068e-06	0.543973	1.95138e-05
163	7.0	26.0	5.0	19.23	73.0	249.3639	1.0366	-147.3503	1.756	1.958	143.538	1.857	4.025	138.4006	43.9315	-178.4177	1.858	4.025	1.312358	1.25	0.05	1.3	8.51476e-06	9.49425e-06	0.000695891	8.51476e-06	9.49425e-06	0.000695891	9.00381e-06	0.97263	1.95138e-05
164	7.0	25.0	6.0	24.0	64.0	249.3213	1.037	-147.3129	1.361	1.494	113.241	1.427	4.025	138.4012	43.9322	-178.3798	1.426	4.025	1.000958	0.96	0.04	1.0	6.59719e-06	7.24487e-06	0.000549008	6.59719e-06	7.24487e-06	0.000549008	6.92049e-06	0.811189	1.95138e-05
165	10.0	27.0	10.0	37.04	59.0	245.8941	1.0454	-147.2535	1.333	1.348	123.836	1.34	4.025	138.3891	43.9367	-178.3288	1.338	4.025	0.952274	0.92	0.03	0.95	6.46328e-06	6.53295e-06	0.000600373	6.46328e-06	6.53295e-06	0.000600373	6.49758e-06	0.977702	1.95138e-05
166	13.0	24.0	10.0	41.67	63.0	245.5092	1.0458	-147.2644	0.974	1.002	90.905	0.988	4.025	138.3987	43.9414	-178.3332	0.987	4.025	2.478779	2.42	0.03	2.45	4.72433e-06	4.85725e-06	0.000440719	4.72433e-06	4.85725e-06	0.000440719	4.7904e-06	0.741639	1.95138e-05
