	total_star	 total_blob	total_match	success_rate	exposure	eq_attitude_ra	eq_attitude_dec	eq_attitude_roll	eq_errors_ra	eq_errors_dec	eq_errors_roll	eq_point_error	eq_iplatescale	hor_attitude_az	hor_attitude_el	hor_attitude_roll	hor_point_error	hor_iplatescale	time_wall	time_user	time_system	time_CPU	az	dec	roll	sigma_az	sigma_dec	sigma_roll	sigma_point	fit_err	iplatescale
39	9.0	25.0	5.0	20.0	71.0	249.5786	1.0366	-147.3193	1.711	1.738	139.865	1.724	4.025	138.3943	43.9287	-178.3909	1.724	4.025	1.042146	0.99	0.04	1.03	8.29691e-06	8.42467e-06	0.000678083	8.29691e-06	8.42467e-06	0.000678083	8.36011e-06	0.947711	1.95138e-05
40	14.0	25.0	6.0	24.0	61.0	245.4228	1.0453	-146.955	3.074	2.972	405.07	3.023	4.025	138.4022	43.9424	-178.0214	4.096	4.025	0.895515	0.86	0.03	0.89	1.49035e-05	1.44071e-05	0.00196383	1.49035e-05	1.44071e-05	0.00196383	1.4654e-05	1.72539	1.95138e-05
41	7.0	24.0	6.0	25.0	57.0	247.0039	1.0437	-147.2528	1.535	1.501	125.855	1.518	4.025	138.4146	43.9458	-178.3108	1.518	4.025	0.96047	0.91	0.03	0.94	7.44056e-06	7.27526e-06	0.00061016	7.44056e-06	7.27526e-06	0.00061016	7.35729e-06	0.907789	1.95138e-05
42	9.0	18.0	7.0	38.89	64.0	249.8563	1.0366	-147.309	1.892	1.925	146.321	1.908	4.025	138.4126	43.9367	-178.3682	1.908	4.025	1.041418	0.99	0.04	1.03	9.17123e-06	9.33494e-06	0.000709384	9.17123e-06	9.33494e-06	0.000709384	9.25233e-06	1.23965	1.95138e-05
43	7.0	29.0	7.0	24.14	57.0	247.3668	1.0437	-147.2712	0.776	0.785	74.535	0.781	4.025	138.3814	43.9314	-178.3517	0.781	4.025	1.017914	0.98	0.03	1.01	3.76358e-06	3.8081e-06	0.000361354	3.76358e-06	3.8081e-06	0.000361354	3.78553e-06	0.510124	1.95138e-05
44	10.0	26.0	8.0	30.77	65.0	246.2785	1.045	-147.2508	1.39	1.505	116.255	1.448	4.025	138.3803	43.9324	-178.3321	1.448	4.025	2.174752	2.09	0.05	2.14	6.73985e-06	7.29827e-06	0.000563618	6.73985e-06	7.29827e-06	0.000563618	7.0185e-06	0.976355	1.95138e-05
45	12.0	28.0	10.0	35.71	68.0	245.6163	1.0465	-147.2632	1.467	1.475	145.981	1.471	4.025	138.3704	43.9299	-178.3512	1.469	4.025	1.089455	1.05	0.03	1.08	7.11109e-06	7.15021e-06	0.000707735	7.11109e-06	7.15021e-06	0.000707735	7.13006e-06	1.09093	1.95138e-05
46	9.0	31.0	7.0	22.58	82.0	249.9208	1.0377	-147.3476	2.801	2.742	215.158	2.771	4.025	138.3848	43.9259	-178.4257	2.771	4.025	0.912272	0.88	0.02	0.9	1.35791e-05	1.32927e-05	0.00104312	1.35791e-05	1.32927e-05	0.00104312	1.34348e-05	1.79631	1.95138e-05
47	9.0	29.0	8.0	27.59	66.0	246.3213	1.0451	-147.2522	1.467	1.626	122.671	1.546	4.025	138.3791	43.9321	-178.3343	1.548	4.025	1.020405	0.97	0.04	1.01	7.11184e-06	7.88249e-06	0.000594723	7.11184e-06	7.88249e-06	0.000594723	7.49657e-06	1.03024	1.95138e-05
48	5.0	16.0	5.0	31.25	63.0	248.1578	1.0424	-147.2404	1.62	1.661	119.105	1.64	4.025	138.3875	43.9325	-178.3167	1.64	4.025	1.188404	1.13	0.04	1.17	7.85307e-06	8.05143e-06	0.000577438	7.85307e-06	8.05143e-06	0.000577438	7.9516e-06	0.89188	1.95138e-05
49	15.0	25.0	9.0	36.0	56.0	245.1667	1.0467	-147.231	1.199	1.263	118.801	1.231	4.025	138.4071	43.946	-178.2941	1.231	4.025	1.134061	1.1	0.03	1.13	5.81517e-06	6.12158e-06	0.000575962	5.81517e-06	6.12158e-06	0.000575962	5.96789e-06	0.864726	1.95138e-05
50	7.0	29.0	7.0	24.14	53.0	247.4313	1.0436	-147.2446	1.339	1.384	128.54	1.361	4.025	138.4043	43.9413	-178.3095	1.362	4.025	1.181453	1.12	0.04	1.16	6.49053e-06	6.71179e-06	0.000623181	6.49053e-06	6.71179e-06	0.000623181	6.60062e-06	0.879749	1.95138e-05
51	7.0	20.0	6.0	30.0	58.0	247.1103	1.0444	-147.2478	2.221	2.237	205.359	2.229	4.025	138.3871	43.9347	-178.3244	2.229	4.025	0.918706	0.89	0.03	0.92	1.07698e-05	1.08472e-05	0.000995609	1.07698e-05	1.08472e-05	0.000995609	1.08076e-05	1.3502	1.95138e-05
52	7.0	21.0	4.0	19.05	166.0	247.1536	1.0436	-147.2445	2.037	2.009	165.833	2.023	4.025	138.386	43.9333	-178.3219	2.023	4.025	0.991187	0.95	0.03	0.98	9.87776e-06	9.73783e-06	0.000803979	9.87776e-06	9.73783e-06	0.000803979	9.80697e-06	0.989006	1.95138e-05
53	8.0	18.0	8.0	44.44	62.0	247.5807	1.0443	-147.1851	2.864	2.862	216.627	2.863	4.025	138.3755	43.9295	-178.2696	2.862	4.025	1.066824	1.02	0.04	1.06	1.38839e-05	1.38759e-05	0.00105024	1.38839e-05	1.38759e-05	0.00105024	1.38787e-05	1.97147	1.95138e-05
54	14.0	28.0	10.0	35.71	57.0	245.4659	1.0463	-147.3199	1.49	1.47	142.685	1.48	4.025	138.4	43.9425	-178.3878	1.479	4.025	1.070078	1.04	0.03	1.07	7.22381e-06	7.12624e-06	0.000691757	7.22381e-06	7.12624e-06	0.000691757	7.17442e-06	1.12612	1.95138e-05
55	13.0	27.0	8.0	29.63	54.0	245.6817	1.046	-147.2646	3.515	3.718	284.526	3.616	4.025	138.3925	43.9389	-178.3376	3.61	4.025	0.8932	0.85	0.03	0.88	1.70435e-05	1.80242e-05	0.00137942	1.70435e-05	1.80242e-05	0.00137942	1.75324e-05	2.3702	1.95138e-05
56	7.0	17.0	5.0	29.41	79.0	250.4322	1.0353	-147.2878	1.488	1.823	164.077	1.655	4.025	138.4255	43.9407	-178.3383	1.655	4.025	0.981295	0.94	0.03	0.97	7.21361e-06	8.83686e-06	0.000795466	7.21361e-06	8.83686e-06	0.000795466	8.02465e-06	0.806557	1.95138e-05
57	10.0	24.0	9.0	37.5	61.0	246.0223	1.0456	-147.2559	0.933	1.037	85.65	0.985	4.025	138.3858	43.9356	-178.3335	0.982	4.025	1.29695	1.26	0.04	1.3	4.52447e-06	5.02649e-06	0.000415241	4.52447e-06	5.02649e-06	0.000415241	4.7751e-06	0.663725	1.95138e-05
58	10.0	22.0	7.0	31.82	52.0	246.2361	1.045	-147.2558	1.617	1.781	120.302	1.699	4.025	138.3809	43.9327	-178.3366	1.701	4.025	0.886551	0.85	0.03	0.88	7.84036e-06	8.63582e-06	0.000583242	7.84036e-06	8.63582e-06	0.000583242	8.23744e-06	1.06249	1.95138e-05
59	8.0	20.0	5.0	25.0	73.0	249.7064	1.0367	-147.3325	1.42	1.418	112.417	1.419	4.025	138.3916	43.9277	-178.406	1.419	4.025	2.76671	2.64	0.03	2.67	6.88547e-06	6.87562e-06	0.000545015	6.88547e-06	6.87562e-06	0.000545015	6.87998e-06	0.774236	1.95138e-05
60	7.0	25.0	5.0	20.0	70.0	249.3001	1.0368	-147.3262	1.994	2.228	154.374	2.111	4.025	138.4267	43.943	-178.3759	2.111	4.025	1.066628	1.02	0.04	1.06	9.66706e-06	1.08011e-05	0.000748428	9.66706e-06	1.08011e-05	0.000748428	1.02333e-05	1.09647	1.95138e-05
61	8.0	23.0	6.0	26.09	56.0	247.4526	1.0439	-147.2439	1.175	1.245	117.919	1.21	4.025	138.3787	43.9304	-178.3262	1.209	4.025	1.456938	1.37	0.06	1.43	5.69766e-06	6.03352e-06	0.000571689	5.69766e-06	6.03352e-06	0.000571689	5.86512e-06	0.698934	1.95138e-05
62	9.0	24.0	6.0	25.0	67.0	246.3637	1.0454	-147.2407	2.707	3.097	228.809	2.902	4.025	138.3783	43.9321	-178.3233	2.909	4.025	1.018402	0.95	0.05	1.0	1.31259e-05	1.50157e-05	0.0011093	1.31259e-05	1.50157e-05	0.0011093	1.40697e-05	1.63258	1.95138e-05
63	15.0	23.0	10.0	43.48	55.0	245.3169	1.0472	-147.3059	1.01	1.002	97.577	1.006	4.025	138.3774	43.9338	-178.3892	1.006	4.025	1.209519	1.18	0.03	1.21	4.89693e-06	4.85596e-06	0.000473067	4.89693e-06	4.85596e-06	0.000473067	4.87604e-06	0.784047	1.95138e-05
64	8.0	26.0	8.0	30.77	53.0	246.8114	1.0443	-147.2567	1.473	1.491	119.835	1.482	4.025	138.3942	43.9377	-178.3285	1.481	4.025	1.108817	1.05	0.04	1.09	7.14175e-06	7.22646e-06	0.000580976	7.14175e-06	7.22646e-06	0.000580976	7.18351e-06	1.0172	1.95138e-05
65	7.0	21.0	5.0	23.81	76.0	250.2399	1.0358	-147.323	1.737	2.142	205.928	1.94	4.025	138.4049	43.9324	-178.3875	1.947	4.025	1.019297	0.97	0.04	1.01	8.42353e-06	1.0387e-05	0.000998368	8.42353e-06	1.0387e-05	0.000998368	9.4046e-06	0.964562	1.95138e-05
66	8.0	25.0	6.0	24.0	175.0	250.3034	1.0358	-147.2966	2.427	3.171	268.272	2.799	4.025	138.429	43.9428	-178.3447	2.788	4.025	1.023799	0.98	0.04	1.02	1.1767e-05	1.53732e-05	0.00130062	1.1767e-05	1.53732e-05	0.00130062	1.35691e-05	1.39679	1.95138e-05
67	5.0	16.0	5.0	31.25	63.0	248.1148	1.0426	-147.2427	1.894	1.918	139.255	1.906	4.025	138.3886	43.9332	-178.3182	1.906	4.025	1.219862	1.18	0.03	1.21	9.18133e-06	9.2969e-06	0.000675129	9.18133e-06	9.2969e-06	0.000675129	9.23835e-06	1.04277	1.95138e-05
68	8.0	25.0	6.0	24.0	54.0	246.7683	1.0441	-147.2688	1.452	1.531	116.112	1.491	4.025	138.3958	43.9382	-178.3395	1.49	4.025	1.124018	1.05	0.04	1.09	7.03745e-06	7.42481e-06	0.000562929	7.03745e-06	7.42481e-06	0.000562929	7.23054e-06	0.855484	1.95138e-05
69	8.0	23.0	6.0	26.09	66.0	250.1755	1.0358	-147.2796	2.094	2.172	203.962	2.133	4.025	138.4317	43.944	-178.3259	2.125	4.025	1.275025	1.23	0.04	1.27	1.01529e-05	1.05293e-05	0.000988834	1.01529e-05	1.05293e-05	0.000988834	1.03403e-05	1.17723	1.95138e-05
70	7.0	25.0	6.0	24.0	60.0	246.7052	1.0431	-147.3271	3.446	3.463	274.956	3.454	4.025	138.3721	43.9267	-178.414	3.454	4.025	1.065272	1.02	0.04	1.06	1.6707e-05	1.67914e-05	0.00133302	1.6707e-05	1.67914e-05	0.00133302	1.67478e-05	2.09709	1.95138e-05
71	8.0	24.0	8.0	33.33	50.0	247.474	1.0439	-147.2709	1.17	1.136	95.741	1.153	4.025	138.4031	43.9411	-178.3367	1.153	4.025	1.126442	1.06	0.04	1.1	5.67121e-06	5.50984e-06	0.000464165	5.67121e-06	5.50984e-06	0.000464165	5.59006e-06	0.779746	1.95138e-05
72	8.0	22.0	8.0	36.36	54.0	246.9178	1.0442	-147.2919	1.617	1.595	131.515	1.606	4.025	138.3673	43.9259	-178.3819	1.606	4.025	0.908218	0.87	0.03	0.9	7.83801e-06	7.73407e-06	0.000637602	7.83801e-06	7.73407e-06	0.000637602	7.78539e-06	1.11634	1.95138e-05
73	6.0	24.0	6.0	25.0	63.0	248.0293	1.0428	-147.2681	1.53	1.568	107.194	1.549	4.025	138.3906	43.9343	-178.3423	1.549	4.025	1.245229	1.18	0.04	1.22	7.41902e-06	7.60142e-06	0.000519692	7.41902e-06	7.60142e-06	0.000519692	7.50961e-06	0.929954	1.95138e-05
74	14.0	26.0	10.0	38.46	54.0	245.1241	1.0476	-147.3151	1.5	1.525	135.015	1.512	4.025	138.4074	43.9472	-178.378	1.512	4.025	1.281651	1.23	0.04	1.27	7.27312e-06	7.39365e-06	0.00065457	7.27312e-06	7.39365e-06	0.00065457	7.33277e-06	1.1486	1.95138e-05
75	8.0	26.0	6.0	23.08	52.0	246.8538	1.0446	-147.2355	1.833	1.859	146.681	1.846	4.025	138.3934	43.9376	-178.3079	1.845	4.025	1.083502	0.99	0.07	1.06	8.88877e-06	9.01099e-06	0.00071113	8.88877e-06	9.01099e-06	0.00071113	8.94914e-06	1.08069	1.95138e-05
76	9.0	25.0	7.0	28.0	73.0	249.9634	1.0368	-147.3292	1.865	1.841	144.95	1.853	4.025	138.3847	43.9247	-178.4073	1.864	4.025	1.116948	1.04	0.05	1.09	9.04092e-06	8.92635e-06	0.000702738	9.04092e-06	8.92635e-06	0.000702738	8.98289e-06	1.21001	1.95138e-05
77	7.0	21.0	4.0	19.05	92.0	249.3858	1.037	-147.3275	2.149	2.384	161.205	2.267	4.025	138.4242	43.9421	-178.3789	2.269	4.025	1.303412	1.23	0.05	1.28	1.04203e-05	1.15586e-05	0.000781542	1.04203e-05	1.15586e-05	0.000781542	1.09886e-05	1.06794	1.95138e-05
78	13.0	25.0	9.0	36.0	61.0	245.7445	1.0461	-147.2513	1.274	1.386	123.687	1.33	4.025	138.3676	43.9282	-178.3413	1.327	4.025	0.936219	0.91	0.02	0.93	6.17723e-06	6.72104e-06	0.000599652	6.17723e-06	6.72104e-06	0.000599652	6.44862e-06	0.912991	1.95138e-05
79	7.0	26.0	5.0	19.23	57.0	247.0891	1.0441	-147.2314	1.632	1.543	129.031	1.587	4.025	138.4125	43.9454	-178.2908	1.588	4.025	1.025495	0.98	0.02	1.0	7.91162e-06	7.47927e-06	0.000625559	7.91162e-06	7.47927e-06	0.000625559	7.69479e-06	0.85151	1.95138e-05
80	6.0	26.0	4.0	15.38	56.0	247.1961	1.0436	-147.2823	1.501	1.495	150.27	1.498	4.025	138.3853	43.933	-178.3602	1.498	4.025	1.001461	0.96	0.03	0.99	7.27749e-06	7.24737e-06	0.000728529	7.27749e-06	7.24737e-06	0.000728529	7.26183e-06	0.742652	1.95138e-05
81	10.0	22.0	6.0	27.27	76.0	249.7707	1.0371	-147.2993	1.625	1.737	121.696	1.681	4.025	138.4144	43.938	-178.3574	1.682	4.025	1.809376	1.73	0.04	1.77	7.88059e-06	8.42352e-06	0.000589998	7.88059e-06	8.42352e-06	0.000589998	8.15141e-06	0.977302	1.95138e-05
82	7.0	26.0	6.0	23.08	56.0	247.3032	1.0437	-147.2788	1.119	1.096	114.361	1.108	4.025	138.4073	43.9427	-178.3417	1.108	4.025	1.018513	0.97	0.04	1.01	5.42583e-06	5.31527e-06	0.000554438	5.42583e-06	5.31527e-06	0.000554438	5.3701e-06	0.66614	1.95138e-05
