SOFIA_name,F11,F19,F31,F37
IRAS20050.1,0.643346791672,1.93258750445,4.49746454866,6.32387156384
IRAS20050.2,0.0594739089392,1.44967982753,9.30929780429,11.9596603139
IRAS20050.3,0.180522856094,2.57590878279,12.5323654653,19.3346568592
IRAS20050.4,0.0594739089392,0.251180451701,8.5370958127,12.8454007384
IRAS20050.5,0.186287233735,1.03039619049,2.96936505682,5.64484453374
IRAS20050.8,1.78470922256,7.06516629427,37.3589314308,49.3341506824
