SOFIA_name,ks,e_ks,i1,e_i1,i2,e_i2,i3,e_i3,i4,e_i4,F11,e_F11,F19,e_F19,m1,e_m1,F31,e_F31,F37,e_F37,Coordinates
IRAS20050.1,0.213958889246,0.0213958889246,0.443444797214,0.0443444797214,0.515624015904,0.0515624015904,0.67412878988,0.067412878988,0.812320625735,0.0812320625735,0.54716278632,0.0625831050292,1.66693946091,0.201682399591,,,4.09150801865,0.431895600288,6.11224957568,0.687500015208,20h07m06.638s +27d28m47.971s
IRAS20050.2,0.0015,0.0015,0.0376672583822,0.00422340294542,0.1306159537,0.01306159537,0.242841703654,0.0242841703654,0.286423055642,0.0286423055642,0.0507400011992,0.0479206470886,1.19693906976,0.185643531147,,,8.10548051378,0.625209232431,10.9169520195,1.21759875678,20h07m06.197s +27d28m49.127s
IRAS20050.3,0.0279466826469,0.00279466826469,0.0916492254181,0.00916492254181,0.213772273133,0.0213772273133,0.326436095052,0.0326436095052,0.418774139685,0.0418774139685,0.136966726622,0.058121683537,2.23159807196,0.254934022906,,,11.258443591,0.870923838985,17.9199939791,1.36764819452,20h07m06.319s +27d28m56.568s
IRAS20050.4,0.0015,0.0015,0.0195945345925,0.00209453775101,0.0326890031056,0.00326890031056,0.0441791101056,0.00645177539219,0.0451316388079,0.00451316388079,0.0507400011992,0.0595618450277,0.200273950618,0.19146657748,,,7.46679736519,0.542442194693,11.5935807514,1.29015122693,20h07m05.858s +27d28m59.182s
IRAS20050.5,0.0424551479518,0.00424551479518,0.112568450363,0.0112568450363,0.174125440687,0.0174125440687,0.236049872867,0.0236049872867,0.313955399152,0.0313955399152,0.172902015882,0.0567690801039,1.17448879361,0.222866989719,,,3.90992769164,0.377105998041,7.20622399518,0.714944698722,20h07m06.571s +27d28m53.137s
IRAS20050.6,0.155428335071,0.0155428335071,0.523214833005,0.0523214833005,0.763785977931,0.0763785977931,1.08728100068,0.108728100068,1.82132433482,0.182132433482,1.75988204828,0.128714578411,2.04690440771,0.155075136178,2.28833270073,0.228833270073,1.47197840139,0.131339177598,1.08398101092,0.404446747065,20h07m02.172s +27d30m26.014s
IRAS20050.7,0.0015,0.0015,0.00500619856796,0.000500619856796,0.0316453361266,0.00316453361266,0.0738837070595,0.00738837070595,0.0906975515931,0.00906975515931,0.0507400011992,0.0552815711716,0.100294965116,0.0714738509698,0.659962296486,0.0659962296486,1.02964408376,0.133169518653,2.03392070503,0.32977652303,20h07m07.927s +27d27m15.782s
IRAS20050.8,0.0424551479518,0.00424551479518,0.0955378520904,0.00955378520904,0.174564242729,0.0174564242729,0.258024469617,0.0258024469617,0.341314424882,0.0341314424882,1.65112132156,0.120796790837,7.02535750827,0.507011427574,,,37.8730270734,2.65410917264,49.3597412563,3.45955525808,20h07m06.523s +27d28m54.268s
