299.257885,4.978540773
317.0686456,4.721030043
328.7569573,7.296137339
347.6808905,19.65665236
363.2653061,29.69957082
379.406308,40.25751073
393.877551,50.04291845
412.8014842,59.95708155
428.3858998,66.52360515
433.9517625,68.06866953
438.961039,70
451.2059369,72.1888412
459.554731,73.21888412
468.4601113,74.24892704
481.8181818,75.92274678
488.4972171,76.82403433
502.4118738,77.08154506
515.2133581,77.08154506
522.4489796,76.82403433
533.580705,75.02145923
546.9387755,73.34763948
556.9573284,69.74248927
568.0890538,66.90987124
588.6827458,63.94849785
604.8237477,60.08583691
624.3042672,55.83690987
644.8979592,50.81545064
664.9350649,46.18025751
683.3024119,42.96137339
691.6512059,40.38626609
705.0092764,38.06866953
719.4805195,34.72103004
746.1966605,29.57081545
760.1113173,25.83690987
783.4879406,22.23175966
792.393321,21.07296137
799.0723562,21.07296137
803.5250464,20.68669528
805.7513915,19.27038627
810.2040816,17.59656652
816.8831169,16.18025751
835.2504638,15.27896996
850.2782931,13.09012876
859.1836735,11.67381974
871.4285714,10.12875536
886.4564007,8.969957082
905.380334,7.553648069
930.9833024,5.622317597
953.2467532,4.463519313
973.283859,3.433476395
997.2170686,2.274678112
1019.480519,1.502145923
1048.423006,0.987124464
1071.243043,0.343347639
1099.628942,0.472103004
