SOFIA_name,i1,i2,i3,i4
NGC2071.1,0.0430645055415,0.0607073744316,0.018922936531,-0.0336396574705
NGC2071.3,-0.0671455157199,-0.097067648974,-0.0647551741482,-0.0896136219339
NGC2071.4,0.0413720580141,-0.116380185081,-0.0063361786559,-0.103188105476
NGC2071.5,-0.0525501111755,-0.0552118089358,-0.114044350757,-0.113308528572
IRAS20050.1,-0.0807171353313,-0.0622210112689,-0.0664849153995,0.0826874834931
IRAS20050.3,0.193836707884,0.103404009143,0.0474241613368,0.0999538529425
IRAS20050.6,-0.0712026027992,-0.0557870597097,-0.117779136686,-0.0467849540866
IRAS20050.7,-0.150915565972,-0.0721070298586,-0.0189413240351,-0.0731217985441
