SOFIA_name,Coordinates,Property,j,e_j,h,e_h,ks,e_ks,i1,e_i1,i2,e_i2,i3,e_i3,i4,e_i4,F11,e_F11,F19,e_F19,m1,e_m1,F31,e_F31,F37,e_F37,m2,e_m2,H70,e_H70,H160,e_H160,H250,e_H250,H350,e_H350,H500,e_H500,S850,e_S850,F1100,e_F1100,S1300,e_S1300,R37,Lbol,alpha,R,env_mass,env_mass_std,calc_mass,sLsun,sLsun_std,Lbol,inc,ext,s
S140.2,22h19m20.9s +63d18m28.8s,Isolated,0.000981947290711,9.81947290711e-05,0.00203001708724,0.000464873912279,0.00912704505026,0.002,,,,,,,,,0.18303134324,0.0580941673264,0.805849333742,0.279144650804,,,3.76775517536,3.76775517536,5.74751557017,5.74751557017,,,,,,,,,,,,,,,,,,,0.0,6.62052736746,1.20079867018,0.112254234729,0.0149999996647,0.0381341613829,,8.0,9.42943286896,6.62052736746,0.0,14.0,0.699999988079
CepA.3,22h56m14.0s +62d02m17.3s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,,,,,,,,,0.1093871582,0.0377061753021,0.67446823961,0.144696898696,,,4.54121903743,0.400372989275,5.69698713229,0.671748439402,,,,,,,,,,,,,,,,,,,1.42421734776,3.84399216527,1.89389394201,0.291048305668,0.171000003815,0.0745122656226,,17.5,3.61350154877,3.84399216527,18.6717185974,14.0,0.850000023842
IRAS20050.5,20h07m06.6s +27d28m53.1s,Clustered,0.00189185689669,0.000189185689669,0.0100530898198,0.00100530898198,0.0424551479518,0.00424551479518,0.118129210609,0.0118129210609,0.176228875859,0.0176228875859,0.235331377833,0.0235331377833,0.319870935338,0.0319870935338,0.186287233735,0.0515834935037,1.03039619049,0.212318901234,,,2.96936505682,0.325861171262,5.64484453374,0.651527935992,,,,,,,,,,,,,,,,,,,2.06671207231,5.84492179068,0.536667703819,0.78184027142,0.00999999977648,0.0025973347947,,49.361000061,6.24127626419,5.84492179068,42.5368995667,14.0,1.0
NGC2264.2,06h40m59.1s +09d35m50.5s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,,,,,,,,,0.610603044249,0.092946455519,0.625025801813,0.190573831815,,,2.54835014577,0.269210500694,4.76573259692,0.402728081256,,,,,,,,,,,,,,,,,,,1.13309696302,6.69337250763,1.72076470851,0.930650959909,0.00999999977648,0.00388544471934,,49.3999977112,13.6115550995,6.69337250763,0.0,5.0,1.0
NGC2264.11,06h41m11.3s +09d29m05.6s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,,,,,,,,,0.0432511459228,0.0432511459228,0.26496941097,0.11415632223,,,2.7996757531,0.314061242478,4.07865059107,0.33395540711,,,,,,,,,,,,,,,,,,,1.06928753781,3.31768993065,1.72288006056,0.0436163004488,0.171000003815,0.0984413698316,,26.6000003815,1.97446227074,3.31768993065,18.6717185974,11.0,0.699999988079
NGC2071.4,05h47m04.0s +00d22m10.5s,Isolated,0.0007,0.0007,0.0009,0.0009,0.00247930642217,0.002,0.117376333101,0.0117376333101,0.353036068802,0.0353036068802,0.59784370047,0.059784370047,0.863837125353,0.0863837125353,0.437450272874,0.171708137919,1.29110035245,0.313621311273,3.72837138176,0.372837138176,2.72037785035,0.430247381315,4.00975099726,0.540755731791,,,11.87908099,1.23365233276,97.2141897742,11.8312738644,247.601483561,24.7601483561,202.995909159,20.2995909159,108.647449757,10.8647449757,,,,,,,0.96180905853,21.4463041182,1.01401083722,1.31033148948,0.0010000000475,0.00118757586461,,39.8650016785,6.11950731277,21.4463041182,37.8636474609,14.0,0.699999988079
CepC.1,23h05m45.8s +62d30m21.4s,Isolated,0.000726588361431,7.26588361431e-05,0.00103538006078,0.000104573387944,0.00451575173065,0.002,0.0175611004233,0.00175611004233,0.0455562695861,0.00455562695861,0.0956528484821,0.00956528484821,0.22296911478,0.022296911478,0.327650498599,0.0395437385414,1.46884065535,0.152258413995,2.20556139946,0.220556139946,3.0175278689,0.241272991642,3.97848450699,0.316751019711,,,,,,,,,,,,,,,,,,,0.879396393764,5.45586678832,1.37776564283,1.05868222399,1.94599997997,0.943773984909,,5.59999990463,1.10261380672,5.45586678832,0.0,11.0,0.699999988079
NGC2264.4,06h41m09.9s +09d35m40.5s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,0.000532784557436,5.32784557436e-05,0.00336161442101,0.000336161442101,0.00841584522277,0.000841584522277,0.00845365319401,0.000845365319401,0.0460708249183,0.0460708249183,0.284065022358,0.193802497337,0.565873205662,0.0565873205662,2.39136957795,0.343197966523,3.93587829597,0.367655828127,,,,,,,,,,,,,,,,,,,1.07088621586,2.90051353868,2.15397681636,0.983540988394,2.91899991035,0.514828205109,,32.2999992371,3.82400035858,2.90051353868,18.6717185974,12.0,0.850000023842
S171.1,00h03m59.8s +68d35m05.8s,Isolated,0.0007,0.0007,0.00119646429084,0.000119646429084,0.0165169555694,0.002,0.308000683784,0.0308000683784,0.777227163315,0.0777227163315,1.55846762657,0.155846762657,1.9065349102,0.19065349102,0.870441742079,0.0768338989698,1.83449265146,0.139824746122,2.96155047417,0.296155047417,3.52071186732,0.256923220156,3.85563593584,0.307784863441,,,,,,,,,,,,,,,,,,,1.03452799702,23.4573112314,0.448879469174,2.55885686974,0.00400000018999,0.0,,201.599990845,35.753326416,23.4573112314,77.8468017578,14.0,0.699999988079
NGC2071.5,05h47m10.7s +00d21m14.0s,Isolated,0.00467399368063,0.000467399368063,0.0199296548963,0.00199296548963,0.0749428644776,0.00749428644776,0.195688832146,0.0195688832146,0.37799636165,0.037799636165,0.628568715639,0.0628568715639,0.831320080894,0.0831320080894,0.220261713318,0.211971220033,1.7384836896,0.148388692822,4.12590456009,0.412590456009,3.36120278302,0.329188895185,3.80504197322,0.713574238181,,,22.1525037411,2.21525037411,48.890740944,5.82366595515,97.1393327368,97.1393327368,74.0861503223,74.0861503223,38.6724705514,38.6724705514,,,,,,,1.11435624782,14.8503933294,0.31504689431,0.958804525435,0.00200000009499,0.000753928383347,,39.8650016785,5.10748910904,14.8503933294,26.525352478,14.0,0.850000023842
Oph.10,16h27m17.5s -24d28m55.0s,Isolated,0.0007,0.0007,0.00175186258275,0.000175186258275,0.0154999643564,0.002,0.127,0.0127,0.206,0.0206,0.286,0.0286,0.268,0.0268,0.1642118773,0.0695336584715,0.66814229878,0.203877165473,0.78,0.078,1.71854660422,0.203886380663,3.74091315856,0.488908386107,12.2,1.22,6.92709686238,0.692709686238,18.9714981284,2.27655634923,15.8796859064,8.55597722309,11.1144622888,11.1144622888,,,0.093,0.00930000019073,0.23,0.023,0.01,0.001,1.26014620327,0.563149070408,0.449222414859,1.31334331173,0.00200000009499,0.000712839071639,0.00426081615181,2.88599991798,0.339554995298,0.563149070408,80.9152832031,14.0,1.14999997616
Oph.5,16h27m06.8s -24d38m15.4s,Isolated,0.0007,0.0007,0.0019583934918,0.00019583934918,0.0272602848709,0.00272602848709,0.24,0.024,0.416,0.0416,0.553,0.0553,0.695,0.0695,0.335569019625,0.0652778095496,1.17973785445,0.156206052406,2.79,0.279,2.35709737372,0.231135118547,3.05446598812,0.429694598414,6.07,0.607,4.09876318409,1.07065780665,7.59633147268,3.95514128261,5.78307011558,5.78307011558,3.85116470183,3.85116470183,2.54881861672,2.54881861672,0.1,0.01,0.16,0.016,0.075,0.0075,1.30789471572,0.544751950568,0.352176551292,1.35587649352,0.0010000000475,0.0,0.0319561211385,4.25,0.463816165924,0.544751950568,80.9152832031,14.0,0.850000023842
NGC1333.4,03h29m11.1s +31d18m30.8s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,0.000718,7.18e-05,0.00394,0.000394,0.005,0.0005,0.00432757474482,0.000432757474482,0.059919105762,0.059919105762,0.115280380572,0.115280380572,0.607461988926,0.0607461988926,1.78487832059,0.208835303539,3.03998348872,0.341297833566,,,16.6092508442,1.66092508442,53.6890463983,5.36890463983,57.2151937861,6.29276048691,38.4488448162,6.0328704475,18.5936818999,4.66628210994,,,2.0,0.2,,,1.10255145149,3.05524672219,2.00459455594,0.830833722964,2.91899991035,0.44650888443,1.49609238826,2.33099985123,0.350655257702,3.05524672219,18.6717185974,11.0,0.699999988079
NGC1333.7,03h28m43.4s +31d17m34.8s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,0.178,0.0178,0.351,0.0351,0.488,0.0488,0.771,0.0771,0.702686476264,0.0729891283754,1.60886526366,0.177482360888,1.88,0.188,2.08372886247,0.234452407493,2.61352210026,0.346818934222,2.08,0.208,1.67442809995,0.167442809995,2.58702217724,0.59085623121,7.93932474765,2.61385382989,7.99998787958,3.21714257968,6.63402332755,2.67795596887,,,,,,,1.18928947074,1.35668649749,0.930287199495,1.83294855832,0.0010000000475,0.000995495123789,,9.5625,1.75868034363,1.35668649749,58.2431373596,0.0,0.699999988079
Oph.16,16h26m24.1s -24d24m48.3s,Isolated,0.0570805594325,0.00570805594325,0.333502948284,0.0333502948284,0.784026026726,0.0784026026726,0.755,0.202,2.1,0.21,2.44,0.244,2.69,0.269,1.78002383073,0.196094672355,1.82164544728,0.268899781719,2.39,0.239,1.60258000021,0.298193740905,2.370659651,0.566744895766,,,3.48101565978,0.711042190502,18.7606020168,18.7606020168,150.022180853,150.022180853,103.094645561,103.094645561,51.3318643256,51.3318643256,,,,,,,1.79788011537,2.1758430628,-0.744969525849,1.86938948501,0.0010000000475,0.0,,17.716999054,2.92358374596,2.1758430628,77.8468017578,10.0,0.699999988079
NGC1333.5,03h29m10.6s +31d18m19.6s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,0.00184,0.000184,0.00669,0.000669,0.0103,0.00103,0.0109,0.00109,0.114497169173,0.0927008279372,0.15028369353,0.118762575615,0.771,0.0771,1.94622970756,0.233640412986,2.16645658958,0.377374052942,20.6,2.06,14.6267327053,1.46267327053,49.8678817442,4.98678817442,52.5359498546,6.16629793048,36.2317264735,6.18872336906,18.0074427248,4.87849026991,,,2.0,0.2,,,1.62346989206,2.78605885712,1.78003013594,0.765792822465,1.29700005054,0.326535224915,1.49609238826,1.25800001621,0.261527776718,2.78605885712,18.6717185974,14.0,0.850000023842
NGC2264.3,06h41m06.5s +09d35m54.2s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,,,0.00147961219773,0.000147961219773,0.00771787390113,0.000771787390113,0.0183419175446,0.00183419175446,0.024779456965,0.024779456965,0.0686459538646,0.0686459538646,0.367044895887,0.0367044895887,1.94656331906,0.237679514489,2.15044002325,0.219467934277,,,,,,,,,,,,,,,,,,,1.61064927797,1.88059628547,1.7580128155,1.01232977211,1.94599997997,0.330677121878,,14.4500007629,1.72531199455,1.88059628547,18.6717185974,3.0,1.0
NGC2264.7,06h41m05.7s +09d34m06.9s,Isolated,0.000838085310534,8.38085310534e-05,0.00185652123764,0.000185652123764,0.00218741036952,0.002,0.0051731118001,0.00051731118001,0.0117421587929,0.00117421587929,0.0148969674483,0.00148969674483,0.0168517418206,0.00168517418206,0.0708069721327,0.065418466843,0.207710317736,0.1004310342,0.274106353521,0.0274106357247,1.15843718319,0.207213311323,2.10347280725,0.289687025466,,,,,,,,,,,,,,,,,,,1.70278066336,1.91032801195,1.32227069409,0.46655459702,0.11400000006,0.268293678761,,11.8999996185,5.305580616,1.91032801195,26.525352478,13.0,1.29999995232
S140.7,22h19m14.7s +63d19m00.0s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,,,,,,,,,0.0750124089952,0.0750124089952,0.120666119184,0.0995697085647,,,2.24290286673,1.23705202381,2.10303848041,1.84642973172,,,,,,,,,,,,,,,,,,,0.0,2.35409836787,1.487656666,0.0714236027561,0.384000003338,0.32055041194,,26.6000003815,10.5429382324,2.35409836787,18.6717185974,10.0,0.699999988079
IRAS20050.7,20h07m07.9s +27d27m15.8s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,0.00386701002304,0.000386701002304,0.024169633212,0.0024169633212,0.0598895035731,0.00598895035731,0.07216494565,0.007216494565,0.0525045274851,0.0525045274851,0.0571131650509,0.0571131650509,0.659962296486,0.0659962296486,1.14648411805,0.143347887665,2.08792666,0.311746294897,,,,,,,,,,,,,,,,,0.3,0.06,0.0,2.97982455843,1.23476939767,1.41579043865,0.0149999996647,0.0397119596601,3.19561211385,3.5,3.15292739868,2.97982455843,18.6717185974,14.0,0.699999988079
Oph.13,16h27m30.1s -24d27m43.3s,Isolated,0.00118600903079,0.000118600903079,0.0253687761724,0.00253687761724,0.163806214929,0.0163806214929,0.74,0.074,1.19,0.119,1.58,0.158,2.04,0.204,1.38216843769,0.139435721278,1.80674156731,0.186309813455,1.72,0.172,2.01420650636,0.2269050601,1.9843224977,0.550785045553,7.04,0.704,4.92843811213,0.492843811213,37.3843235532,13.9121750621,62.0162412294,11.5930291415,48.5916849159,16.5140247166,36.5137172462,13.2731085988,1.2,0.12,0.62,0.062,0.02,0.002,0.0,1.49126920974,-0.391855769005,2.22573606372,0.0010000000475,0.0,0.00852163230361,17.716999054,5.50183010101,1.49126920974,80.9152832031,14.0,0.699999988079
S140.6,22h19m22.4s +63d18m04.5s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,,,,,,,,,0.0349376673835,0.0245050493001,0.215635686225,0.107543618161,,,1.57735148508,0.30490707852,1.97890877008,0.288115341771,,,,,,,,,,,,,,,,,,,1.04276794546,2.04325613491,1.50281690186,0.154208495468,0.0759999975562,0.0395123325288,,10.3999996185,3.10383915901,2.04325613491,18.6717185974,14.0,1.0
NGC2264.9,06h41m05.8s +09d35m29.8s,Isolated,0.0007,0.0007,0.00832338165492,0.000832338165492,0.0399880595505,0.00399880595505,0.0970401912928,0.00970401912928,0.132357403636,0.0132357403636,0.185138955712,0.0185138955712,0.295015394688,0.0295015394688,0.214428970959,0.0446694719231,0.687803575841,0.101011782217,1.07230699062,0.107230699062,1.53457896256,0.174523088322,1.89691413721,0.182370366119,,,,,,,,,,,,,,,,,,,1.79678586379,7.19086053366,0.287068655896,0.474067295591,0.00400000018999,0.0,,65.4925003052,6.83244419098,7.19086053366,26.525352478,13.0,1.0
NGC2264.6,06h41m11.9s +09d35m33.8s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,,,,,,,,,0.153006588843,0.103589931829,0.257326520433,0.132623421125,,,0.883466311684,0.179749193848,1.87179138209,0.266374169396,,,,,,,,,,,,,,,,,,,1.4003619994,2.37211516639,1.37160964471,0.42441933006,0.0219999998808,0.0103329624981,,11.0,4.25163316727,2.37211516639,0.0,14.0,1.0
NGC1333.6,03h29m13.0s +31d18m13.8s,Isolated,0.0007,0.0007,0.0009,0.0009,0.00150636618491,0.002,0.0456,0.00456,0.18,0.018,0.274,0.0274,0.32,0.032,0.160282530098,0.0349036167835,0.570315833864,0.0928610572232,0.735,0.0735,1.44567476303,0.180093238362,1.80593804965,0.34468237823,4.29,0.429,3.88288566607,3.88288566607,13.3322563196,13.3322563196,29.1050686986,6.27195035779,34.7807796019,8.00709247865,21.255055757,6.62820497852,,,0.63,0.063,,,0.950532415301,1.49504951517,0.87163894151,1.20506087691,0.0010000000475,0.000698299671058,0.471269102303,7.5,1.18858706951,1.49504951517,26.525352478,14.0,1.29999995232
NGC2264.5,06h41m06.7s +09d34m45.9s,Isolated,0.0314838811755,0.00314838811755,0.0791953280568,0.00791953280568,0.13499891758,0.013499891758,0.194693639874,0.0194693639874,0.211713209748,0.0211713209748,0.242715656757,0.0242715656757,0.437970370054,0.0437970370054,0.969999004134,0.0841969244752,2.07254461083,0.165904886545,1.69636428356,0.169636428356,2.10398615384,0.184624471228,1.74799164917,0.188577070046,,,,,,,,,,,,,,,,,,,1.23332040047,16.6590803526,0.0982148247393,0.794168403372,0.00700000021607,0.00163982424419,,59.5,7.28258705139,16.6590803526,0.0,7.0,0.699999988079
NGC2264.12,06h40m59.1s +09d33m23.9s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,,,,,,,,,0.0922413534391,0.0653785160378,0.456660980311,0.332684941247,,,0.641742558943,0.419432423466,1.74330983878,0.266822928879,,,,,,,,,,,,,,,,,,,0.0,2.25330616234,1.37135968119,0.208273315057,0.0219999998808,0.00994997564703,,3.32999992371,7.44414234161,2.25330616234,0.0,14.0,1.29999995232
NGC2264.10,06h41m08.6s +09d35m42.1s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,,,0.000281415472273,2.81415472273e-05,0.000807416508906,0.000106578976556,0.00203912914731,0.000203912914731,0.0630898187219,0.0630898187219,0.123834281249,0.123834281249,0.241834998131,0.0241834998131,1.13064982945,0.265034633975,1.70210904551,0.276005187845,,,,,,,,,,,,,,,,,,,1.30352296319,1.42702310642,2.23114519478,1.8721862793,2.91899991035,0.475142240524,,9.19999980927,1.9211691618,1.42702310642,18.6717185974,14.0,1.0
Oph.15,16h27m29.4s -24d39m16.6s,Isolated,0.0007,0.0007,0.00902609527111,0.000902609527111,0.0775407776237,0.00775407776237,0.172,0.0172,0.271,0.0271,0.402,0.0402,0.411,0.0411,0.681783467806,0.112741616288,1.52777638044,0.367108532669,0.639,0.264,2.01207129925,0.34434484007,1.63113159364,0.599338524834,,,3.61550868886,0.361550868886,9.89885595834,4.25674003035,20.0723016656,15.1157476295,18.185661903,18.185661903,15.0179251706,15.0179251706,0.18,0.018,,,0.045,0.0045,1.25054744655,0.565568796112,0.0185361255601,1.12223621651,0.00400000018999,0.000699043797795,0.0191736726831,3.32999992371,0.410339981318,0.565568796112,26.525352478,14.0,1.0
NGC2264.8,06h41m06.1s +09d34m08.5s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,0.00241519277915,0.000241519277915,0.0103026283905,0.00103026283905,0.0134368538857,0.00134368538857,0.0128897521645,0.00128897521645,0.0525875210366,0.0525875210366,0.13526691693,0.103554022788,0.266145497561,0.0266145497561,0.708488730439,0.191640827803,1.55865717624,0.255629426301,,,,,,,,,,,,,,,,,,,1.86537796148,1.37020265415,1.36658981203,0.583405315876,6.56799983978,2.24282455444,,163.200012207,52.8792915344,1.37020265415,26.525352478,2.0,0.850000023842
Oph.17,16h26m23.6s -24d24m39.4s,Isolated,0.00151945627294,0.000151945627294,0.0128558166325,0.00128558166325,0.0542413331568,0.00542413331568,0.297,0.0297,0.431,0.0431,0.561,0.0561,0.619,0.0619,0.452223132148,0.231608867691,0.968562090604,0.471099119652,1.01,0.101,1.41093938893,0.394304205096,1.45714883238,0.44917109236,,,3.772270889,0.478031076617,46.2481386672,46.2481386672,144.052853648,144.052853648,95.9756290618,95.9756290618,52.6486271325,52.6486271325,,,,,,,0.955404403336,1.2867654215,-0.10328202569,1.20860745851,0.0010000000475,0.0,,5.25,0.646468579769,1.2867654215,80.9152832031,14.0,0.699999988079
Oph.19,16h26m30.5s -24d22m59.9s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,0.286,0.0286,0.371,0.0371,0.438,0.0438,0.466,0.0466,0.168925789043,0.157076567576,0.637755924715,0.124965634979,0.639,0.161,0.59740283228,0.39904232436,1.29714164702,0.88454935666,,,,,59.1655399517,59.1655399517,101.675272412,48.875106171,91.3403580843,91.3403580843,67.2198492156,50.8809153954,0.33,0.033,,,0.02,0.002,2.51018123838,1.24139481946,0.432337885734,0.840450995498,0.0010000000475,0.000639393168967,0.00852163230361,5.25,1.01970863342,1.24139481946,71.5915222168,14.0,0.699999988079
Oph.18,16h26m17.2s -24d23m45.1s,Isolated,0.0007,0.0007,0.0009,0.0009,0.00838552601635,0.002,0.0453,0.00453,0.0877,0.00877,0.161,0.0161,0.237,0.0237,0.300678299129,0.148357590578,0.672159281197,0.191628224198,0.516,0.0516,1.20126930578,0.274836945272,1.28654509343,0.539335213345,,,1.55983039717,1.55983039717,,,12.7030117576,12.7030117576,15.149902344,15.149902344,,,0.21,0.021,,,0.085,0.0085,1.18065378659,0.281604556425,0.557671321437,1.1511769712,0.00300000002608,0.00164219690487,0.0362169372903,2.83050012589,0.97155559063,0.281604556425,80.9152832031,14.0,0.850000023842
CepC.3,23h05m40.0s +62d29m16.2s,Isolated,0.00101411726791,0.000101411726791,0.00921933352947,0.000921933352947,0.0482981055975,0.00482981055975,0.291441738605,0.0291441738605,0.44724753499,0.044724753499,0.540378153324,0.0540378153324,0.534865498543,0.0534865498543,0.425848468002,0.0534052203929,0.449457936683,0.067895524601,0.678452014923,0.0678452014923,0.689440111571,0.125556261277,1.22311793333,0.159776727057,,,,,,,,,,,,,,,,,,,1.04066825987,7.29664327728,-0.301872409355,1.8882880793,0.0010000000475,0.0,,111.058998108,21.3135929108,7.29664327728,50.8332901001,12.0,1.29999995232
IRAS20050.6,20h07m02.2s +27d30m26.0s,Isolated,0.0772837400436,0.00772837400436,0.0946891158819,0.00946891158819,0.155428335071,0.0155428335071,0.537046439944,0.0537046439944,0.770689741665,0.0770689741665,1.11255070719,0.111255070719,1.80548073797,0.180548073797,1.80923884705,0.132991011207,2.29212528056,0.169155171755,2.28833270073,0.228833270073,1.63595566508,0.136627562445,1.21581745336,0.380688194035,,,,,,,,,,,,,,,,,,,1.40457965263,19.327547281,-0.338316422119,2.22185631924,0.00400000018999,0.0,,201.599990845,32.128288269,19.327547281,80.9152832031,14.0,0.699999988079
NGC2264.18,06h41m04.3s +09d34m59.3s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,0.0415864288807,0.00415864288807,0.0732062160969,0.00732062160969,0.0995170921087,0.00995170921087,0.103811316192,0.0103811316192,0.0465540975361,0.0465540975361,0.294685499694,0.0921255413126,0.498332470655,0.0498332470655,0.902445476371,0.12228636862,1.20802251627,0.236546913876,,,,,,,,,,,,,,,,,,,1.37954874051,2.86813522165,0.798851966297,0.510914971431,0.00400000018999,0.00143074104562,,37.9700012207,7.07670354843,2.86813522165,42.5368995667,14.0,0.699999988079
NGC2264.17,06h41m06.8s +09d33m31.5s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,0.000814613653347,8.14613653347e-05,0.00157669512555,0.000157669512555,0.00320846913382,0.000824576593004,0.00215697172098,0.000282563298242,0.0797149479507,0.0478207310737,0.24334951832,0.0917071361294,0.00491495011374,0.00147448515054,1.27176019657,0.171323996713,1.20470741506,0.202482240487,,,,,,,,,,,,,,,,,,,0.978400344819,1.21016899552,1.39038612687,1.24527870398,2.91899991035,0.879734158516,,10.3999996185,1.98362445831,1.21016899552,18.6717185974,14.0,1.29999995232
CepC.2,23h05m47.9s +62d30m38.6s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,0.000466177734779,4.66177734779e-05,0.00321031711064,0.000321031711064,0.00667878985405,0.000667878985405,0.00649000005797,0.000649000005797,0.0470393774293,0.0470393774293,0.0958982293851,0.0958982293851,,,0.576780350781,0.120606978215,1.14453579141,0.187713408846,,,,,,,,,,,,,,,,,,,0.0,0.650038616344,1.66694839141,0.794189920028,4.37900018692,0.869275152683,,134.399993896,44.5348434448,0.650038616344,26.525352478,14.0,0.699999988079
NGC7129.5,21h43m06.9s +66d06m42.1s,Isolated,0.00325452978723,0.000325452978723,0.00520355068147,0.000520355068147,0.0292637702078,0.00292637702078,0.270739555359,0.0270739555359,0.415477871895,0.0415477871895,0.620437026024,0.0620437026024,0.614108026028,0.0614108026028,0.134695191943,0.134695191943,0.416512196729,0.103569145146,,,1.18293413073,0.65655736196,1.13363266441,0.902032073996,,,,,,,,,,,,,,,,,,,0.0,12.4372654601,-0.132248329506,1.31653554241,0.00700000021607,0.00325110508129,,201.599990845,28.5738010406,12.4372654601,68.381729126,14.0,0.850000023842
NGC2264.19,06h41m01.8s +09d34m33.7s,Isolated,0.00138576072641,0.000138576072641,0.00378703908063,0.000378703908063,0.0148569801822,0.002,0.0462755598128,0.00462755598128,0.0637012496591,0.00637012496591,0.0808905437589,0.00808905437589,0.103620238602,0.0103620238602,0.181444601048,0.0669320298099,0.622422652093,0.103223646393,0.563792288303,0.0563792288303,0.799836174054,0.192597146083,1.01062052884,0.264325465838,,,,,,,,,,,,,,,,,,,1.54721123686,4.01435780062,0.441745947214,0.38925387224,0.00700000021607,0.00225189002231,,26.6000003815,3.57613968849,4.01435780062,54.6234588623,14.0,0.699999988079
Oph.14,16h27m28.4s -24d27m21.1s,Isolated,0.000807026750408,9.60361867328e-05,0.0121983103454,0.00121983103454,0.0607477836311,0.00607477836311,0.187,0.0187,0.272,0.0272,0.382,0.0382,0.444881826639,0.0444881826639,0.520241521066,0.115900198764,0.872316733778,0.234498990046,0.717000007629,0.0717000007629,0.966332517375,0.298191282541,1.00362534397,0.487493484066,11000.0,1100.0,5.9912813689,0.757258627623,35.12432808,8.69746637705,69.3491264456,8.5530924012,59.8277194651,10.5663761303,34.294670932,9.57271114516,1.7,0.17,0.95,0.095,0.05,0.005,1.89409319313,0.950773582472,-0.151108309954,1.00206324384,0.0010000000475,0.000942560960539,0.021304080759,4.25,0.559817016125,0.950773582472,80.9152832031,14.0,0.699999988079
NGC2264.20,06h41m06.3s +09d33m50.4s,Isolated,0.0007,0.0007,0.0009,0.0009,0.0015,0.002,0.00663975020871,0.000663975020871,0.0178545154631,0.00178545154631,0.0319666862488,0.00319666862488,0.0454406477511,0.00454406477511,0.0418477011594,0.0418477011594,0.0902048726338,0.0902048726338,0.352467536926,0.0352467536926,0.508228453597,0.20943376549,0.998532452639,0.199925073842,,,,,,,,,,,,,,,,,,,1.49056850012,1.38052631284,0.992938850035,0.66657719974,22.1679992676,16.1296310425,,374.399993896,267.396850586,1.38052631284,18.6717185974,0.0,1.29999995232
NGC2264.21,06h41m09.3s +09d30m25.8s,Isolated,0.0007,0.0007,0.0009,0.0009,0.00189465621952,0.002,0.0297407414764,0.00297407414764,0.0651850774884,0.00651850774884,0.112797088921,0.0112797088921,0.167280182242,0.0167280182242,0.126189459363,0.0463798066465,0.495249991628,0.0873796105046,0.855695188046,0.0855695188046,1.04230932005,0.134386103358,0.976676749443,0.166768483603,,,,,,,,,,,,,,,,,,,1.1027430531,3.9175134408,0.887565231152,0.925331110135,0.00400000018999,0.00175122718792,,26.6000003815,4.06573677063,3.9175134408,0.0,14.0,0.699999988079
CepA.1,22h56m06.9s +62d04m34.0s,Isolated,0.0343627482653,0.00343627482653,0.0734344497323,0.00734344497323,0.121096149087,0.0146642774343,0.177235901356,0.0177235901356,0.176420047879,0.0176420047879,0.229455128312,0.0229455128312,0.394679546356,0.0394679546356,0.556955104439,0.0744526276319,0.294552091239,0.165224021098,0.362676262856,0.0362676262856,0.163314773323,0.163314773323,0.339471795098,0.186515352224,,,,,,,,,,,,,,,,,,,1.15509146809,6.09719706001,-0.754722932311,0.65972565595,0.0149999996647,0.00552660459653,,39.8999977112,6.04683732986,6.09719706001,18.6717185974,7.0,0.699999988079
S171.2,00h04m02.0s +68d34m33.3s,Isolated,0.0455919578671,0.00455919578671,0.0969839468598,0.00969839468598,0.152872860432,0.0152872860432,0.166169688106,0.0166169688106,0.165404781699,0.0165404781699,0.183949172497,0.0183949172497,0.22296911478,0.022296911478,0.272221145033,0.0369893641914,0.402711516452,0.0828774750747,0.416408151388,0.0416408151388,0.234741157104,0.0757102419916,0.178799175739,0.123312248346,,,,,,,,,,,,,,,,,,,0.0,7.76548276654,-0.772618964196,0.597612368098,0.0010000000475,0.000417456729338,,48.4075012207,5.59246969223,7.76548276654,42.5368995667,6.0,0.699999988079
