	total_star	 total_blob	total_match	success_rate	exposure	eq_attitude_ra	eq_attitude_dec	eq_attitude_roll	eq_errors_ra	eq_errors_dec	eq_errors_roll	eq_point_error	eq_iplatescale	hor_attitude_az	hor_attitude_el	hor_attitude_roll	hor_point_error	hor_iplatescale	time_wall	time_user	time_system	time_CPU	az	dec	roll	sigma_az	sigma_dec	sigma_roll	sigma_point	fit_err	iplatescale
10	8.0	39.0	7.0	17.95	212.0	222.5749	1.0706	-147.2166	2.011	2.007	153.047	2.009	4.025	138.3572	43.9523	-178.3138	2.009	4.025	1.216062	1.17	0.03	1.2	9.7493e-06	9.73157e-06	0.000741993	9.7493e-06	9.73157e-06	0.000741993	9.73958e-06	1.31953	1.95138e-05
11	10.0	23.0	7.0	30.43	246.0	221.0379	1.0717	-147.2268	2.045	2.022	180.108	2.033	4.025	138.3917	43.9686	-178.3006	2.033	4.025	1.091172	1.04	0.03	1.07	9.91474e-06	9.80088e-06	0.000873188	9.91474e-06	9.80088e-06	0.000873188	9.85694e-06	1.32562	1.95138e-05
12	9.0	40.0	8.0	20.0	281.0	223.5143	1.0708	-147.2047	1.542	1.542	121.256	1.542	4.025	138.3849	43.9646	-178.2831	1.542	4.025	0.923649	0.89	0.03	0.92	7.47393e-06	7.47512e-06	0.000587868	7.47393e-06	7.47512e-06	0.000587868	7.47387e-06	1.0814	1.95138e-05
13	10.0	42.0	8.0	19.05	673.0	227.699	1.0662	-147.2345	1.322	1.252	89.376	1.287	4.025	138.3905	43.9617	-178.3091	1.287	4.025	1.036293	1.0	0.02	1.02	6.41009e-06	6.06925e-06	0.000433309	6.41009e-06	6.06925e-06	0.000433309	6.23911e-06	0.866807	1.95138e-05
14	9.0	35.0	9.0	25.71	770.0	223.6	1.0708	-147.2301	1.483	1.433	107.95	1.458	4.025	138.3826	43.9635	-178.3101	1.458	4.025	1.976651	1.85	0.05	1.9	7.19014e-06	6.94557e-06	0.000523355	7.19014e-06	6.94557e-06	0.000523355	7.06723e-06	1.06294	1.95138e-05
15	8.0	33.0	5.0	15.15	203.0	222.2335	1.0714	-147.2213	1.237	1.464	152.25	1.35	4.025	138.3642	43.9563	-178.3137	1.355	4.025	1.353486	1.32	0.02	1.34	5.99528e-06	7.09722e-06	0.000738131	5.99528e-06	7.09722e-06	0.000738131	6.54572e-06	0.680981	1.95138e-05
16	14.0	28.0	11.0	39.29	205.0	220.0134	1.0731	-147.2217	1.946	1.936	140.756	1.941	4.025	138.3643	43.9583	-178.3141	1.941	4.025	3.606722	3.53	0.04	3.57	9.43394e-06	9.38502e-06	0.000682406	9.43394e-06	9.38502e-06	0.000682406	9.40865e-06	1.59473	1.95138e-05
17	11.0	31.0	8.0	25.81	297.0	228.5527	1.0658	-147.2628	1.136	1.419	115.362	1.277	4.025	138.3714	43.9529	-178.3503	1.28	4.025	1.309309	1.23	0.05	1.28	5.507e-06	6.87864e-06	0.000559291	5.507e-06	6.87864e-06	0.000559291	6.19234e-06	0.791754	1.95138e-05
18	12.0	34.0	10.0	29.41	284.0	226.3331	1.0678	-147.243	0.872	0.852	72.349	0.862	4.025	138.3708	43.955	-178.331	0.862	4.025	1.315746	1.28	0.03	1.31	4.22586e-06	4.12872e-06	0.000350756	4.22586e-06	4.12872e-06	0.000350756	4.17692e-06	0.66132	1.95138e-05
19	13.0	30.0	12.0	40.0	291.0	225.137	1.0687	-147.2457	1.029	1.036	85.551	1.032	4.025	138.3488	43.9464	-178.3486	1.032	4.025	4.209916	4.06	0.04	4.1	4.98933e-06	5.02133e-06	0.000414764	4.98933e-06	5.02133e-06	0.000414764	5.0049e-06	0.881344	1.95138e-05
20	13.0	35.0	9.0	25.71	276.0	221.3791	1.0715	-147.2077	1.245	1.118	103.258	1.181	4.025	138.3844	43.9652	-178.2865	1.183	4.025	1.064543	1.03	0.03	1.06	6.03403e-06	5.41965e-06	0.000500608	6.03403e-06	5.41965e-06	0.000500608	5.72631e-06	0.831269	1.95138e-05
21	14.0	17.0	8.0	47.06	225.0	218.3897	1.0742	-147.2273	1.718	1.711	119.047	1.714	4.025	138.3527	43.9545	-178.3277	1.714	4.025	0.915087	0.89	0.02	0.91	8.32704e-06	8.29384e-06	0.000577157	8.32704e-06	8.29384e-06	0.000577157	8.30971e-06	1.19791	1.95138e-05
22	10.0	25.0	5.0	20.0	234.0	222.3189	1.0711	-147.2129	2.153	2.21	179.251	2.181	4.025	138.3625	43.9551	-178.3066	2.178	4.025	3.062778	2.96	0.06	3.02	1.04375e-05	1.07147e-05	0.000869035	1.04375e-05	1.07147e-05	0.000869035	1.05752e-05	1.11954	1.95138e-05
23	11.0	36.0	9.0	25.0	241.0	228.3827	1.0654	-147.2318	1.516	1.479	117.671	1.497	4.025	138.3747	43.9539	-178.3171	1.497	4.025	1.16834	1.11	0.04	1.15	7.3508e-06	7.16994e-06	0.000570484	7.3508e-06	7.16994e-06	0.000570484	7.25973e-06	1.08908	1.95138e-05
24	15.0	26.0	8.0	30.77	207.0	219.4994	1.0744	-147.1908	2.335	2.536	184.517	2.435	4.025	138.3771	43.9654	-178.2745	2.434	4.025	1.137774	1.09	0.04	1.13	1.13188e-05	1.22927e-05	0.000894565	1.13188e-05	1.22927e-05	0.000894565	1.18048e-05	1.62033	1.95138e-05
25	12.0	31.0	12.0	38.71	283.0	225.7355	1.0683	-147.2323	0.957	0.97	76.422	0.964	4.025	138.384	43.9613	-178.3113	0.964	4.025	2.474143	2.39	0.04	2.43	4.64106e-06	4.70393e-06	0.000370504	4.64106e-06	4.70393e-06	0.000370504	4.67209e-06	0.820894	1.95138e-05
26	10.0	35.0	9.0	25.71	243.0	222.9165	1.0708	-147.2306	1.21	1.216	86.078	1.213	4.025	138.3491	43.949	-178.3333	1.213	4.025	1.227767	1.18	0.03	1.21	5.86437e-06	5.89361e-06	0.000417318	5.86437e-06	5.89361e-06	0.000417318	5.87848e-06	0.901152	1.95138e-05
27	17.0	22.0	13.0	59.09	236.0	218.1337	1.0747	-147.2599	1.26	1.26	0.006	1.26	4.025	138.358	43.9575	-178.3566	1.289	4.025	0.865045	0.83	0.03	0.86	6.10763e-06	6.10722e-06	2.95047e-08	6.10763e-06	6.10722e-06	2.95047e-08	6.10689e-06	1.15275	1.95138e-05
28	13.0	33.0	9.0	27.27	216.0	227.1871	1.0663	-147.235	1.488	1.438	102.063	1.463	4.025	138.3521	43.9451	-178.3357	1.463	4.025	1.254059	1.17	0.05	1.22	7.21263e-06	6.97126e-06	0.000494814	7.21263e-06	6.97126e-06	0.000494814	7.09132e-06	1.07181	1.95138e-05
29	10.0	29.0	7.0	24.14	272.0	220.4396	1.0723	-147.2306	1.281	1.267	111.835	1.274	4.025	138.356	43.9538	-178.3287	1.274	4.025	0.948529	0.92	0.02	0.94	6.20941e-06	6.14236e-06	0.00054219	6.20941e-06	6.14236e-06	0.00054219	6.17534e-06	0.832642	1.95138e-05
30	12.0	31.0	10.0	32.26	227.0	224.4538	1.0694	-147.2225	1.198	1.201	91.169	1.199	4.025	138.3641	43.9539	-178.3151	1.199	4.025	1.610035	1.54	0.04	1.58	5.80675e-06	5.82246e-06	0.000442001	5.80675e-06	5.82246e-06	0.000442001	5.8141e-06	0.940884	1.95138e-05
31	14.0	24.0	12.0	50.0	212.0	219.1583	1.0747	-147.191	1.83	1.78	163.594	1.805	4.025	138.3841	43.9688	-178.27	1.805	4.025	0.941527	0.9	0.03	0.93	8.87074e-06	8.63108e-06	0.000793127	8.87074e-06	8.63108e-06	0.000793127	8.75013e-06	1.50344	1.95138e-05
32	14.0	33.0	8.0	24.24	321.0	225.9066	1.0685	-147.2436	1.3	1.336	116.453	1.318	4.025	138.3795	43.9596	-178.3256	1.31	4.025	2.789375	2.7	0.05	2.75	6.30332e-06	6.47943e-06	0.00056458	6.30332e-06	6.47943e-06	0.00056458	6.39083e-06	0.806165	1.95138e-05
33	13.0	22.0	8.0	36.36	244.0	219.4147	1.0743	-147.2682	2.127	2.167	182.143	2.147	4.025	138.3784	43.9658	-178.3511	2.131	4.025	0.886641	0.85	0.03	0.88	1.03112e-05	1.05057e-05	0.000883056	1.03112e-05	1.05057e-05	0.000883056	1.04076e-05	1.29399	1.95138e-05
34	10.0	33.0	9.0	27.27	247.0	220.5251	1.0726	-147.2213	1.179	1.194	98.869	1.186	4.025	138.3537	43.9531	-178.3209	1.186	4.025	0.932358	0.9	0.03	0.93	5.71631e-06	5.7886e-06	0.000479328	5.71631e-06	5.7886e-06	0.000479328	5.75196e-06	0.874719	1.95138e-05
35	10.0	36.0	8.0	22.22	214.0	223.77	1.0703	-147.2169	1.168	1.332	104.789	1.25	4.025	138.3799	43.9618	-178.2987	1.252	4.025	1.209928	1.16	0.04	1.2	5.66406e-06	6.45657e-06	0.000508033	5.66406e-06	6.45657e-06	0.000508033	6.05982e-06	0.820334	1.95138e-05
36	14.0	26.0	10.0	38.46	210.0	219.2436	1.0737	-147.2453	1.353	1.345	113.399	1.349	4.025	138.3831	43.9671	-178.3249	1.349	4.025	1.910895	1.86	0.03	1.89	6.56132e-06	6.52264e-06	0.000549773	6.56132e-06	6.52264e-06	0.000549773	6.5414e-06	1.04974	1.95138e-05
37	14.0	35.0	10.0	28.57	295.0	229.3225	1.0655	-147.1868	1.242	1.242	109.628	1.242	4.025	138.3523	43.9442	-178.2873	1.242	4.025	0.991728	0.95	0.03	0.98	6.02246e-06	6.02273e-06	0.000531493	6.02246e-06	6.02273e-06	0.000531493	6.02207e-06	0.945868	1.95138e-05
38	12.0	36.0	10.0	27.78	263.0	226.6751	1.0673	-147.2587	1.233	1.287	102.462	1.26	4.025	138.3627	43.9508	-178.3522	1.26	4.025	1.669585	1.62	0.03	1.65	5.97887e-06	6.23919e-06	0.000496751	5.97887e-06	6.23919e-06	0.000496751	6.10852e-06	0.968809	1.95138e-05
39	12.0	38.0	10.0	26.32	209.0	227.0163	1.0668	-147.229	1.256	1.244	95.149	1.25	4.025	138.3557	43.9473	-178.3272	1.35	4.025	0.984666	0.94	0.03	0.97	6.09047e-06	6.03051e-06	0.000461294	6.09047e-06	6.03051e-06	0.000461294	6.05996e-06	0.976207	1.95138e-05
40	12.0	33.0	8.0	24.24	221.0	219.9275	1.0735	-147.2756	2.252	2.255	151.372	2.254	4.025	138.3665	43.9597	-178.3666	2.254	4.025	3.107868	3.0	0.04	3.04	1.09192e-05	1.09345e-05	0.000733871	1.09192e-05	1.09345e-05	0.000733871	1.09259e-05	1.58178	1.95138e-05
41	12.0	36.0	8.0	22.22	270.0	226.9316	1.0672	-147.252	1.234	1.398	105.182	1.316	4.025	138.3566	43.9481	-178.3497	1.308	4.025	1.285682	1.25	0.02	1.27	5.98165e-06	6.77782e-06	0.000509935	5.98165e-06	6.77782e-06	0.000509935	6.37921e-06	0.800914	1.95138e-05
42	16.0	35.0	11.0	31.43	464.0	229.408	1.0656	-147.2047	1.151	1.115	98.902	1.133	4.025	138.3502	43.9435	-178.3066	1.133	4.025	1.081115	1.04	0.03	1.07	5.58255e-06	5.40495e-06	0.000479488	5.58255e-06	5.40495e-06	0.000479488	5.49327e-06	0.896919	1.95138e-05
43	13.0	46.0	11.0	23.91	252.0	226.7602	1.0672	-147.2306	1.48	1.495	121.401	1.487	4.025	138.3613	43.9501	-178.3251	1.485	4.025	0.977941	0.93	0.03	0.96	7.17517e-06	7.2472e-06	0.000588568	7.17517e-06	7.2472e-06	0.000588568	7.21056e-06	1.15603	1.95138e-05
44	16.0	18.0	9.0	50.0	213.0	217.9625	1.0754	-147.2247	1.687	1.761	142.352	1.724	4.025	138.3618	43.9599	-178.3188	1.753	4.025	0.875374	0.84	0.03	0.87	8.17785e-06	8.53852e-06	0.000690143	8.17785e-06	8.53852e-06	0.000690143	8.35746e-06	1.25675	1.95138e-05
45	9.0	29.0	6.0	20.69	192.0	227.614	1.0656	-147.2415	1.56	1.349	101.592	1.455	4.025	138.3925	43.9619	-178.3147	1.458	4.025	1.174683	1.11	0.05	1.16	7.56419e-06	6.54078e-06	0.000492531	7.56419e-06	6.54078e-06	0.000492531	7.05183e-06	0.814919	1.95138e-05
46	12.0	35.0	9.0	25.71	208.0	224.1974	1.0699	-147.2393	2.134	2.124	161.145	2.129	4.025	138.3698	43.957	-178.3279	2.129	4.025	0.968525	0.91	0.03	0.94	1.03456e-05	1.02966e-05	0.000781251	1.03456e-05	1.02966e-05	0.000781251	1.03202e-05	1.5763	1.95138e-05
47	13.0	30.0	10.0	33.33	217.0	219.756	1.0738	-147.228	1.588	1.595	113.595	1.591	4.025	138.3711	43.9621	-178.3158	1.591	4.025	2.275038	2.18	0.06	2.24	7.70043e-06	7.73061e-06	0.000550726	7.70043e-06	7.73061e-06	0.000550726	7.71485e-06	1.2462	1.95138e-05
48	11.0	32.0	8.0	25.0	214.0	221.806	1.0712	-147.2048	0.882	0.818	87.844	0.85	4.025	138.3748	43.9607	-178.2901	0.85	4.025	1.138957	1.1	0.02	1.12	4.27572e-06	3.96662e-06	0.000425881	4.27572e-06	3.96662e-06	0.000425881	4.1208e-06	0.574973	1.95138e-05
49	11.0	33.0	10.0	30.3	263.0	228.6387	1.0657	-147.2581	1.125	1.26	117.539	1.192	4.025	138.3688	43.9517	-178.3474	1.193	4.025	1.449984	1.37	0.06	1.43	5.45331e-06	6.11015e-06	0.000569846	5.45331e-06	6.11015e-06	0.000569846	5.78126e-06	0.880189	1.95138e-05
50	10.0	33.0	9.0	27.27	327.0	225.3079	1.0684	-147.2468	1.027	1.014	98.19	1.02	4.025	138.3946	43.9659	-178.3187	1.02	4.025	2.759164	2.67	0.04	2.71	4.97766e-06	4.9137e-06	0.000476036	4.97766e-06	4.9137e-06	0.000476036	4.94525e-06	0.751023	1.95138e-05
51	10.0	34.0	8.0	23.53	242.0	222.8313	1.071	-147.2369	1.607	1.615	113.31	1.611	4.025	138.3506	43.9499	-178.3386	1.611	4.025	1.490649	1.43	0.03	1.46	7.79177e-06	7.82983e-06	0.000549343	7.79177e-06	7.82983e-06	0.000549343	7.81012e-06	1.1284	1.95138e-05
52	9.0	33.0	7.0	21.21	259.0	223.1726	1.0703	-147.2169	1.329	1.468	112.635	1.399	4.025	138.3933	43.9677	-178.2896	1.399	4.025	1.153455	1.11	0.03	1.14	6.44534e-06	7.11707e-06	0.000546071	6.44534e-06	7.11707e-06	0.000546071	6.78064e-06	0.8657	1.95138e-05
53	11.0	30.0	9.0	30.0	204.0	224.1124	1.0702	-147.2215	1.169	1.147	88.178	1.158	4.025	138.3711	43.9579	-178.3092	1.158	4.025	0.948578	0.9	0.04	0.94	5.66925e-06	5.55866e-06	0.0004275	5.66925e-06	5.55866e-06	0.0004275	5.61346e-06	0.850871	1.95138e-05
54	8.0	35.0	7.0	20.0	199.0	227.5291	1.0666	-147.2235	1.443	1.443	0.11	1.443	4.025	138.3932	43.9633	-178.2962	1.515	4.025	1.115423	1.07	0.03	1.1	6.99588e-06	6.9941e-06	5.32753e-07	6.99588e-06	6.9941e-06	5.32753e-07	6.99438e-06	0.99056	1.95138e-05
55	13.0	23.0	7.0	30.43	253.0	220.1833	1.0726	-147.2387	1.517	1.461	109.785	1.489	4.025	138.3618	43.9567	-178.3328	1.489	4.025	1.845693	1.79	0.03	1.82	7.35283e-06	7.08209e-06	0.000532251	7.35283e-06	7.08209e-06	0.000532251	7.21681e-06	0.959504	1.95138e-05
56	12.0	29.0	10.0	34.48	220.0	220.8662	1.0722	-147.2269	1.202	1.225	87.571	1.213	4.025	138.3467	43.9496	-178.3313	1.213	4.025	1.569983	1.5	0.04	1.54	5.82718e-06	5.93802e-06	0.000424554	5.82718e-06	5.93802e-06	0.000424554	5.88209e-06	0.928055	1.95138e-05
57	11.0	34.0	9.0	26.47	236.0	221.1228	1.072	-147.2316	1.137	1.147	93.502	1.142	4.025	138.3901	43.9682	-178.3065	1.142	4.025	1.186755	1.16	0.02	1.18	5.51359e-06	5.56214e-06	0.000453312	5.51359e-06	5.56214e-06	0.000453312	5.53738e-06	0.838488	1.95138e-05
58	13.0	34.0	10.0	29.41	263.0	221.2931	1.072	-147.2451	1.269	1.176	109.05	1.223	4.025	138.3867	43.9667	-178.3224	1.223	4.025	0.92678	0.9	0.02	0.92	6.15134e-06	5.70373e-06	0.000528688	6.15134e-06	5.70373e-06	0.000528688	5.92699e-06	0.914733	1.95138e-05
59	13.0	24.0	8.0	33.33	251.0	220.0974	1.0729	-147.2346	1.383	1.351	97.723	1.367	4.025	138.3641	43.958	-178.3272	1.367	4.025	0.937261	0.9	0.03	0.93	6.70631e-06	6.54919e-06	0.000473773	6.70631e-06	6.54919e-06	0.000473773	6.62716e-06	0.933544	1.95138e-05
60	13.0	37.0	10.0	27.03	198.0	227.1016	1.067	-147.2357	1.406	1.406	91.015	1.406	4.025	138.3537	43.9466	-178.3352	1.406	4.025	1.040973	1.0	0.03	1.03	6.81782e-06	6.81499e-06	0.000441253	6.81782e-06	6.81499e-06	0.000441253	6.81581e-06	1.10429	1.95138e-05
61	15.0	18.0	9.0	50.0	225.0	218.2197	1.0753	-147.1758	2.455	2.489	185.211	2.472	4.025	138.3548	43.9568	-178.2747	2.472	4.025	0.941905	0.91	0.03	0.94	1.19033e-05	1.20693e-05	0.00089793	1.19033e-05	1.20693e-05	0.00089793	1.19853e-05	1.82855	1.95138e-05
62	11.0	40.0	9.0	22.5	208.0	227.8699	1.0657	-147.2318	1.438	1.384	95.491	1.411	4.025	138.3868	43.9594	-178.3088	1.409	4.025	1.044287	1.0	0.04	1.04	6.97192e-06	6.70788e-06	0.000462952	6.97192e-06	6.70788e-06	0.000462952	6.83929e-06	0.977533	1.95138e-05
63	9.0	36.0	7.0	19.44	246.0	223.0013	1.0706	-147.2213	1.606	1.689	110.068	1.647	4.025	138.3479	43.9482	-178.3247	1.648	4.025	0.982751	0.94	0.03	0.97	7.78531e-06	8.18917e-06	0.000533624	7.78531e-06	8.18917e-06	0.000533624	7.98656e-06	1.05546	1.95138e-05
64	14.0	28.0	9.0	32.14	273.0	221.4646	1.0717	-147.2236	1.377	1.378	105.448	1.377	4.025	138.3822	43.9644	-178.3039	1.377	4.025	1.038517	1.0	0.03	1.03	6.67387e-06	6.67961e-06	0.000511228	6.67387e-06	6.67961e-06	0.000511228	6.67616e-06	1.00949	1.95138e-05
65	11.0	30.0	9.0	30.0	222.0	227.7849	1.066	-147.2271	1.182	1.156	83.695	1.169	4.025	138.3881	43.9604	-178.3033	1.169	4.025	2.770246	2.66	0.04	2.7	5.73046e-06	5.60549e-06	0.000405765	5.73046e-06	5.60549e-06	0.000405765	5.66748e-06	0.857134	1.95138e-05
66	9.0	34.0	9.0	26.47	195.0	227.4432	1.0665	-147.2131	1.762	1.714	132.73	1.738	4.025	138.3959	43.9643	-178.2841	1.738	4.025	1.194798	1.13	0.04	1.17	8.54462e-06	8.30841e-06	0.000643493	8.54462e-06	8.30841e-06	0.000643493	8.42577e-06	1.27699	1.95138e-05
67	13.0	30.0	9.0	30.0	240.0	228.2115	1.0656	-147.2316	1.61	1.679	124.012	1.644	4.025	138.379	43.956	-178.314	1.644	4.025	1.021927	0.98	0.04	1.02	7.80324e-06	8.14179e-06	0.000601228	7.80324e-06	8.14179e-06	0.000601228	7.97184e-06	1.19053	1.95138e-05
68	12.0	33.0	11.0	33.33	252.0	220.7809	1.0719	-147.2282	1.22	1.195	90.472	1.208	4.025	138.3487	43.9501	-178.3312	1.208	4.025	1.065485	1.03	0.03	1.06	5.91645e-06	5.79535e-06	0.000438623	5.91645e-06	5.79535e-06	0.000438623	5.85538e-06	0.968492	1.95138e-05
69	9.0	33.0	7.0	21.21	229.0	223.9414	1.0701	-147.2182	1.281	1.265	99.59	1.273	4.025	138.3753	43.9596	-178.3031	1.273	4.025	0.920133	0.87	0.04	0.91	6.21103e-06	6.13155e-06	0.000482828	6.21103e-06	6.13155e-06	0.000482828	6.17075e-06	0.831215	1.95138e-05
70	14.0	24.0	9.0	37.5	222.0	219.8413	1.0733	-147.2255	1.591	1.593	114.18	1.592	4.025	138.3696	43.9608	-178.3143	1.592	4.025	2.274939	2.19	0.04	2.23	7.71296e-06	7.72123e-06	0.00055356	7.71296e-06	7.72123e-06	0.00055356	7.71642e-06	1.18386	1.95138e-05
71	9.0	27.0	7.0	25.93	206.0	222.6598	1.0706	-147.2295	1.838	1.785	132.862	1.812	4.025	138.3558	43.9516	-178.3277	1.812	4.025	1.242152	1.19	0.03	1.22	8.91201e-06	8.65535e-06	0.000644135	8.91201e-06	8.65535e-06	0.000644135	8.78291e-06	1.16038	1.95138e-05
72	9.0	34.0	6.0	17.65	251.0	222.7456	1.0709	-147.2551	1.788	1.871	128.109	1.83	4.025	138.3532	43.9509	-178.355	1.829	4.025	2.07579	1.99	0.05	2.04	8.66985e-06	9.07158e-06	0.000621088	8.66985e-06	9.07158e-06	0.000621088	8.86996e-06	1.07274	1.95138e-05
73	14.0	42.0	11.0	26.19	306.0	229.1515	1.0656	-147.1911	1.198	1.16	110.634	1.179	4.025	138.3564	43.9462	-178.2888	1.179	4.025	0.993466	0.94	0.03	0.97	5.81035e-06	5.62349e-06	0.000536369	5.81035e-06	5.62349e-06	0.000536369	5.71641e-06	0.95585	1.95138e-05
74	12.0	24.0	6.0	25.0	278.0	220.6101	1.0722	-147.2265	1.523	1.322	128.128	1.422	4.025	138.3525	43.9521	-178.3269	1.426	4.025	0.909146	0.88	0.02	0.9	7.38413e-06	6.40686e-06	0.000621181	7.38413e-06	6.40686e-06	0.000621181	6.89485e-06	0.790529	1.95138e-05
75	9.0	40.0	6.0	15.0	214.0	223.8558	1.0703	-147.2399	1.676	1.64	121.989	1.658	4.025	138.3774	43.9607	-178.3234	1.658	4.025	0.943789	0.91	0.03	0.94	8.12596e-06	7.95221e-06	0.000591422	8.12596e-06	7.95221e-06	0.000591422	8.03838e-06	0.992057	1.95138e-05
76	9.0	29.0	8.0	27.59	248.0	223.3431	1.0702	-147.2536	1.262	1.299	95.442	1.28	4.025	138.3898	43.966	-178.3287	1.279	4.025	0.921743	0.88	0.04	0.92	6.11787e-06	6.29754e-06	0.000462714	6.11787e-06	6.29754e-06	0.000462714	6.20717e-06	0.860414	1.95138e-05
77	12.0	35.0	9.0	25.71	244.0	228.2959	1.0649	-147.2011	3.123	3.271	226.931	3.197	4.025	138.3787	43.955	-178.2836	3.196	4.025	1.170729	1.12	0.03	1.15	1.51388e-05	1.58596e-05	0.00110019	1.51388e-05	1.58596e-05	0.00110019	1.54979e-05	2.31186	1.95138e-05
78	13.0	37.0	9.0	24.32	201.0	228.1264	1.0655	-147.2475	1.77	1.762	118.452	1.766	4.025	138.3807	43.9566	-178.3287	1.765	4.025	1.018199	0.99	0.02	1.01	8.5808e-06	8.54387e-06	0.000574271	8.5808e-06	8.54387e-06	0.000574271	8.5616e-06	1.27516	1.95138e-05
79	12.0	30.0	11.0	36.67	302.0	225.222	1.0684	-147.2501	1.265	1.221	108.054	1.243	4.025	138.3971	43.9671	-178.3202	1.243	4.025	1.040396	0.99	0.04	1.03	6.13144e-06	5.91897e-06	0.000523861	6.13144e-06	5.91897e-06	0.000523861	6.02467e-06	1.00375	1.95138e-05
80	11.0	41.0	10.0	24.39	220.0	224.2831	1.0701	-147.215	1.212	1.206	93.562	1.209	4.025	138.3674	43.9561	-178.3054	1.209	4.025	1.534706	1.47	0.03	1.5	5.87619e-06	5.84791e-06	0.000453601	5.87619e-06	5.84791e-06	0.000453601	5.86154e-06	0.946045	1.95138e-05
81	11.0	31.0	9.0	29.03	209.0	221.8923	1.0716	-147.2144	1.964	1.922	195.775	1.943	4.025	138.3715	43.9597	-178.3019	1.943	4.025	2.040747	1.99	0.03	2.02	9.52358e-06	9.31921e-06	0.000949146	9.52358e-06	9.31921e-06	0.000949146	9.42056e-06	1.42478	1.95138e-05
82	12.0	37.0	11.0	29.73	284.0	228.8097	1.0662	-147.2914	1.723	1.705	157.689	1.714	4.025	138.3641	43.9502	-178.3838	1.631	4.025	1.078439	1.03	0.04	1.07	8.35408e-06	8.26471e-06	0.000764496	8.35408e-06	8.26471e-06	0.000764496	8.30867e-06	1.38124	1.95138e-05
