	total_star	 total_blob	total_match	success_rate	exposure	eq_attitude_ra	eq_attitude_dec	eq_attitude_roll	eq_errors_ra	eq_errors_dec	eq_errors_roll	eq_point_error	eq_iplatescale	hor_attitude_az	hor_attitude_el	hor_attitude_roll	hor_point_error	hor_iplatescale	time_wall	time_user	time_system	time_CPU	az	dec	roll	sigma_az	sigma_dec	sigma_roll	sigma_point	fit_err	iplatescale
10	12.0	10.0	4.0	40.0	27.0	241.0666	1.0502	-147.2475	3.008	2.532	216.89	2.77	4.025	138.4025	43.9481	-178.3138	2.762	4.025	1.122327	1.06	0.05	1.11	1.45839e-05	1.22752e-05	0.00105151	1.45839e-05	1.22752e-05	0.00105151	1.34284e-05	1.081	1.95138e-05
11	11.0	12.0	5.0	41.67	27.0	237.6288	1.0561	-147.2638	2.059	1.978	153.082	2.018	4.025	138.405	43.9561	-178.3284	2.015	4.025	2.597626	2.51	0.05	2.56	9.97995e-06	9.58757e-06	0.000742164	9.97995e-06	9.58757e-06	0.000742164	9.78291e-06	1.05218	1.95138e-05
12	8.0	10.0	4.0	40.0	28.0	242.1143	1.0503	-147.2359	3.07	3.056	225.425	3.062	4.025	138.4009	43.9476	-178.3033	3.062	4.025	1.156618	1.08	0.05	1.13	1.48827e-05	1.48145e-05	0.00109289	1.48827e-05	1.48145e-05	0.00109289	1.48474e-05	1.50011	1.95138e-05
13	12.0	12.0	6.0	50.0	21.0	237.4792	1.0565	-147.3317	3.903	3.862	268.544	3.882	4.025	138.3835	43.9473	-178.4109	3.882	4.025	0.924823	0.88	0.04	0.92	1.89222e-05	1.8725e-05	0.00130194	1.89222e-05	1.8725e-05	0.00130194	1.8822e-05	2.34942	1.95138e-05
14	8.0	11.0	4.0	36.36	22.0	241.8988	1.0482	-147.2574	5.03	4.661	384.937	4.845	4.025	138.4098	43.9489	-178.3187	4.848	4.025	0.956234	0.93	0.02	0.95	2.4384e-05	2.25961e-05	0.00186623	2.4384e-05	2.25961e-05	0.00186623	2.3488e-05	2.30507	1.95138e-05
15	11.0	13.0	5.0	38.46	21.0	240.3765	1.0547	-146.4336	5.016	4.296	401.299	4.656	4.025	138.3735	43.9408	-177.5195	4.67	4.025	2.589641	2.52	0.05	2.57	2.43185e-05	2.08291e-05	0.00194555	2.43185e-05	2.08291e-05	0.00194555	2.25718e-05	2.35028	1.95138e-05
16	10.0	11.0	4.0	36.36	29.0	240.2131	1.0523	-147.2495	1.677	1.689	145.469	1.682	4.025	138.3705	43.9367	-178.3375	1.682	4.025	0.871276	0.83	0.03	0.86	8.12815e-06	8.18711e-06	0.000705254	8.12815e-06	8.18711e-06	0.000705254	8.15694e-06	0.806557	1.95138e-05
17	11.0	16.0	6.0	37.5	29.0	240.4907	1.0535	-147.2472	1.993	1.822	149.302	1.907	4.025	138.388	43.9457	-178.3233	1.908	4.025	0.919986	0.89	0.03	0.92	9.66255e-06	8.8324e-06	0.000723835	9.66255e-06	8.8324e-06	0.000723835	9.24666e-06	1.07094	1.95138e-05
18	13.0	13.0	5.0	38.46	25.0	237.4358	1.054	-147.3134	2.966	3.145	212.215	3.055	4.025	138.3871	43.9459	-178.3901	3.056	4.025	2.679207	2.56	0.04	2.6	1.43793e-05	1.52495e-05	0.00102885	1.43793e-05	1.52495e-05	0.00102885	1.48132e-05	1.64643	1.95138e-05
19	11.0	11.0	6.0	54.55	253.0	237.6076	1.0564	-147.1817	3.625	3.912	276.744	3.768	4.025	138.3802	43.9457	-178.2632	3.769	4.025	1.403863	1.34	0.04	1.38	1.75743e-05	1.89637e-05	0.00134169	1.75743e-05	1.89637e-05	0.00134169	1.82675e-05	2.19632	1.95138e-05
20	9.0	9.0	5.0	55.56	31.0	241.7286	1.0508	-147.2539	1.774	1.961	140.309	1.867	4.025	138.4111	43.9526	-178.3143	1.868	4.025	1.028941	0.99	0.03	1.02	8.59915e-06	9.50881e-06	0.000680239	8.59915e-06	9.50881e-06	0.000680239	9.05325e-06	0.98082	1.95138e-05
21	9.0	10.0	5.0	50.0	27.0	237.9066	1.0558	-147.1741	2.639	2.683	226.74	2.661	4.025	138.3735	43.9421	-178.26	2.66	4.025	1.652784	1.58	0.04	1.62	1.27937e-05	1.30072e-05	0.00109927	1.27937e-05	1.30072e-05	0.00109927	1.28994e-05	1.44411	1.95138e-05
22	8.0	8.0	4.0	50.0	25.0	241.8781	1.0502	-147.2479	1.73	1.725	127.398	1.727	4.025	138.3831	43.9397	-178.3273	1.727	4.025	0.935316	0.91	0.02	0.93	8.38965e-06	8.36128e-06	0.000617644	8.38965e-06	8.36128e-06	0.000617644	8.37476e-06	0.831412	1.95138e-05
23	8.0	13.0	5.0	38.46	32.0	241.8141	1.0501	-147.2358	1.848	1.959	146.198	1.903	4.025	138.4095	43.9511	-178.2973	1.903	4.025	0.950595	0.92	0.02	0.94	8.96088e-06	9.49509e-06	0.00070879	8.96088e-06	9.49509e-06	0.00070879	9.22723e-06	1.02197	1.95138e-05
24	8.0	11.0	5.0	45.45	33.0	242.0714	1.0507	-147.2714	1.66	1.652	151.457	1.656	4.025	138.4019	43.9485	-178.3381	1.656	4.025	1.13227	1.06	0.05	1.11	8.04702e-06	8.01136e-06	0.000734285	8.04702e-06	8.01136e-06	0.000734285	8.02851e-06	0.917036	1.95138e-05
25	11.0	9.0	7.0	77.78	29.0	240.277	1.0528	-147.2851	2.716	2.726	222.479	2.721	4.025	138.3937	43.9474	-178.3573	2.721	4.025	0.886752	0.84	0.03	0.87	1.3167e-05	1.32178e-05	0.00107861	1.3167e-05	1.32178e-05	0.00107861	1.31913e-05	1.77476	1.95138e-05
26	11.0	11.0	4.0	36.36	26.0	239.9992	1.0521	-147.2253	2.252	2.293	223.213	2.273	4.025	138.3761	43.9389	-178.3095	2.273	4.025	0.917986	0.88	0.03	0.91	1.09185e-05	1.11191e-05	0.00108217	1.09185e-05	1.11191e-05	0.00108217	1.10179e-05	1.10683	1.95138e-05
27	10.0	10.0	4.0	40.0	23.0	238.6967	1.0551	-147.1907	1.444	1.595	179.64	1.52	4.025	138.3798	43.9441	-178.2724	1.491	4.025	1.288559	1.25	0.03	1.28	7.0028e-06	7.73459e-06	0.000870919	7.0028e-06	7.73459e-06	0.000870919	7.3681e-06	0.585691	1.95138e-05
28	12.0	12.0	5.0	41.67	28.0	241.1087	1.0528	-147.2577	4.348	4.492	280.347	4.42	4.025	138.4003	43.9502	-178.3254	4.419	4.025	1.19389	1.13	0.04	1.17	2.10813e-05	2.17779e-05	0.00135916	2.10813e-05	2.17779e-05	0.00135916	2.14279e-05	2.40075	1.95138e-05
29	8.0	10.0	4.0	40.0	25.0	241.921	1.0506	-147.2732	2.569	2.53	189.142	2.549	4.025	138.3817	43.9395	-178.3536	2.549	4.025	0.938211	0.91	0.03	0.94	1.24542e-05	1.22652e-05	0.000916986	1.24542e-05	1.22652e-05	0.000916986	1.23587e-05	1.23436	1.95138e-05
30	14.0	12.0	4.0	33.33	28.0	242.8619	1.0492	-147.2427	3.686	3.675	310.759	3.68	4.025	138.4084	43.9495	-178.305	3.674	4.025	1.437561	1.39	0.03	1.42	1.78697e-05	1.78147e-05	0.0015066	1.78697e-05	1.78147e-05	0.0015066	1.78407e-05	1.70824	1.95138e-05
31	14.0	10.0	5.0	50.0	33.0	241.0024	1.0499	-147.24	2.009	2.025	133.2	2.017	4.025	138.3794	43.9377	-178.3219	2.015	4.025	0.969306	0.93	0.03	0.96	9.73914e-06	9.81826e-06	0.000645772	9.73914e-06	9.81826e-06	0.000645772	9.77788e-06	1.06398	1.95138e-05
32	7.0	11.0	5.0	45.45	26.0	242.0069	1.0506	-147.2327	1.381	1.381	109.252	1.381	4.025	138.3792	43.9384	-178.3148	1.381	4.025	0.955151	0.91	0.03	0.94	6.69601e-06	6.69628e-06	0.00052967	6.69601e-06	6.69628e-06	0.00052967	6.69558e-06	0.763704	1.95138e-05
33	14.0	19.0	8.0	42.11	32.0	242.6901	1.0494	-147.2303	1.28	1.223	110.317	1.251	4.025	138.3637	43.9303	-178.3229	1.251	4.025	1.804323	1.75	0.04	1.79	6.20579e-06	5.92844e-06	0.000534834	6.20579e-06	5.92844e-06	0.000534834	6.06659e-06	0.856798	1.95138e-05
34	12.0	12.0	5.0	41.67	29.0	241.1291	1.0523	-147.3433	3.602	3.499	227.276	3.55	4.025	138.3765	43.9393	-178.4273	3.55	4.025	1.087401	1.02	0.04	1.06	1.74636e-05	1.69619e-05	0.00110186	1.74636e-05	1.69619e-05	0.00110186	1.72113e-05	1.93058	1.95138e-05
35	12.0	9.0	5.0	55.56	30.0	242.605	1.0499	-147.2906	1.676	1.667	134.039	1.672	4.025	138.365	43.9315	-178.3823	1.672	4.025	2.752596	2.67	0.05	2.72	8.12719e-06	8.08365e-06	0.000649838	8.12719e-06	8.08365e-06	0.000649838	8.10474e-06	0.92611	1.95138e-05
36	10.0	15.0	4.0	26.67	22.0	241.6223	1.05	-147.2484	2.981	3.134	250.939	3.058	4.025	138.3888	43.942	-178.3239	3.059	4.025	0.91202	0.87	0.03	0.9	1.4453e-05	1.51962e-05	0.00121659	1.4453e-05	1.51962e-05	0.00121659	1.48234e-05	1.48051	1.95138e-05
37	13.0	14.0	7.0	50.0	27.0	237.5655	1.0554	-147.2598	1.554	1.548	113.566	1.551	4.025	138.3811	43.9449	-178.3406	1.551	4.025	1.820313	1.78	0.03	1.81	7.53292e-06	7.50271e-06	0.000550583	7.53292e-06	7.50271e-06	0.000550583	7.51717e-06	1.01714	1.95138e-05
38	14.0	9.0	7.0	77.78	28.0	242.7107	1.0492	-147.2006	2.338	2.406	203.195	2.372	4.025	138.389	43.9411	-178.2759	2.372	4.025	0.89302	0.86	0.02	0.88	1.1335e-05	1.16644e-05	0.000985116	1.1335e-05	1.16644e-05	0.000985116	1.14987e-05	1.53315	1.95138e-05
39	11.0	16.0	5.0	31.25	31.0	241.6644	1.0511	-147.2738	2.012	2.02	141.569	2.016	4.025	138.3877	43.9428	-178.3501	2.016	4.025	0.966804	0.94	0.02	0.96	9.75501e-06	9.79281e-06	0.000686348	9.75501e-06	9.79281e-06	0.000686348	9.77309e-06	1.11773	1.95138e-05
40	13.0	10.0	6.0	60.0	29.0	237.3949	1.0567	-147.256	1.315	1.439	95.371	1.377	4.025	138.384	43.9477	-178.3349	1.375	4.025	2.357957	2.22	0.04	2.26	6.37588e-06	6.97742e-06	0.00046237	6.37588e-06	6.97742e-06	0.00046237	6.67611e-06	0.77513	1.95138e-05
41	12.0	12.0	6.0	50.0	33.0	239.3809	1.0538	-147.3196	2.4	2.318	163.356	2.359	4.025	138.3636	43.9354	-178.4123	2.358	4.025	1.568093	1.5	0.04	1.54	1.1636e-05	1.12394e-05	0.000791973	1.1636e-05	1.12394e-05	0.000791973	1.14367e-05	1.36366	1.95138e-05
42	11.0	13.0	5.0	38.46	116.0	239.9771	1.0524	-147.1654	2.285	2.263	208.092	2.274	4.025	138.4021	43.9505	-178.2319	2.274	4.025	0.915133	0.88	0.02	0.9	1.10776e-05	1.09707e-05	0.00100886	1.10776e-05	1.09707e-05	0.00100886	1.10232e-05	1.25689	1.95138e-05
43	11.0	12.0	5.0	41.67	26.0	239.7642	1.0525	-147.2182	1.94	2.027	174.716	1.983	4.025	138.4064	43.9525	-178.2819	1.984	4.025	1.248041	1.18	0.05	1.23	9.40384e-06	9.82721e-06	0.000847049	9.40384e-06	9.82721e-06	0.000847049	9.61473e-06	1.06459	1.95138e-05
44	11.0	11.0	5.0	45.45	32.0	239.445	1.0543	-147.2952	1.608	1.311	123.375	1.459	4.025	138.3866	43.946	-178.3723	1.465	4.025	0.954232	0.92	0.03	0.95	7.79494e-06	6.35422e-06	0.000598139	7.79494e-06	6.35422e-06	0.000598139	7.07392e-06	0.686558	1.95138e-05
45	11.0	11.0	6.0	54.55	31.0	240.5326	1.0521	-147.2944	3.772	3.798	291.927	3.785	4.025	138.3889	43.9445	-178.3699	3.776	4.025	0.882294	0.84	0.02	0.86	1.82867e-05	1.8415e-05	0.0014153	1.82867e-05	1.8415e-05	0.0014153	1.83493e-05	2.11915	1.95138e-05
46	10.0	12.0	7.0	58.33	23.0	237.8426	1.0553	-147.2184	2.528	2.514	168.433	2.521	4.025	138.4001	43.9531	-178.2863	2.521	4.025	1.761167	1.71	0.03	1.74	1.22569e-05	1.21878e-05	0.000816585	1.22569e-05	1.21878e-05	0.000816585	1.22213e-05	1.647	1.95138e-05
47	13.0	15.0	8.0	53.33	23.0	237.545	1.0552	-147.2765	2.199	2.262	153.328	2.23	4.025	138.356	43.9338	-178.3744	2.23	4.025	2.774152	2.69	0.04	2.73	1.06605e-05	1.09652e-05	0.000743354	1.06605e-05	1.09652e-05	0.000743354	1.0812e-05	1.53538	1.95138e-05
48	9.0	9.0	5.0	55.56	39.0	240.1062	1.0537	-147.2488	2.942	2.699	252.442	2.82	4.025	138.397	43.9498	-178.3188	2.823	4.025	0.918439	0.88	0.03	0.91	1.42631e-05	1.30851e-05	0.00122387	1.42631e-05	1.30851e-05	0.00122387	1.36729e-05	1.49499	1.95138e-05
49	10.0	11.0	4.0	36.36	25.0	238.8254	1.054	-147.2845	3.379	4.386	455.275	3.883	4.025	138.3769	43.9415	-178.3682	3.788	4.025	1.084134	1.05	0.02	1.07	1.63839e-05	2.12658e-05	0.00220724	1.63839e-05	2.12658e-05	0.00220724	1.88235e-05	1.38867	1.95138e-05
50	9.0	8.0	4.0	50.0	230.0	240.0202	1.0533	-147.2698	2.115	2.049	181.932	2.082	4.025	138.4001	43.9507	-178.3377	2.081	4.025	1.268664	1.22	0.04	1.26	1.02544e-05	9.93579e-06	0.000882033	1.02544e-05	9.93579e-06	0.000882033	1.00943e-05	0.991452	1.95138e-05
51	11.0	11.0	4.0	36.36	27.0	239.8555	1.0524	-146.998	4.751	4.945	309.172	4.848	4.025	138.3973	43.9485	-178.0678	4.847	4.025	2.149547	2.06	0.05	2.11	2.3032e-05	2.39762e-05	0.00149891	2.3032e-05	2.39762e-05	0.00149891	2.35021e-05	2.3001	1.95138e-05
52	11.0	8.0	4.0	50.0	27.0	239.7434	1.0537	-147.2731	1.649	1.503	150.188	1.576	4.025	138.3804	43.9426	-178.3544	1.573	4.025	1.618253	1.54	0.05	1.59	7.99405e-06	7.28688e-06	0.000728134	7.99405e-06	7.28688e-06	0.000728134	7.63979e-06	0.687086	1.95138e-05
53	8.0	14.0	5.0	35.71	23.0	241.7494	1.0507	-147.2517	1.959	2.143	154.997	2.051	4.025	138.3864	43.9417	-178.3289	2.051	4.025	0.948938	0.91	0.03	0.94	9.49942e-06	1.03881e-05	0.000751445	9.49942e-06	1.03881e-05	0.000751445	9.94295e-06	1.08349	1.95138e-05
54	13.0	9.0	6.0	66.67	40.0	240.7256	1.0526	-147.2681	2.545	2.479	172.215	2.512	4.025	138.4079	43.9533	-178.3307	2.512	4.025	0.889588	0.85	0.03	0.88	1.2338e-05	1.20195e-05	0.000834922	1.2338e-05	1.20195e-05	0.000834922	1.21777e-05	1.50537	1.95138e-05
55	14.0	16.0	6.0	37.5	40.0	240.8317	1.0516	-147.2009	2.166	2.145	145.121	2.155	4.025	138.3821	43.9409	-178.2811	2.155	4.025	0.966504	0.93	0.02	0.95	1.05012e-05	1.03984e-05	0.000703566	1.05012e-05	1.03984e-05	0.000703566	1.04489e-05	1.30539	1.95138e-05
56	14.0	11.0	9.0	81.82	31.0	240.8961	1.0522	-147.2158	1.701	1.637	111.598	1.669	4.025	138.4046	43.9514	-178.2806	1.669	4.025	1.102602	1.05	0.04	1.09	8.24432e-06	7.93817e-06	0.000541044	8.24432e-06	7.93817e-06	0.000541044	8.09055e-06	1.21769	1.95138e-05
57	13.0	11.0	7.0	63.64	33.0	239.2522	1.0547	-147.2223	1.436	1.352	118.221	1.394	4.025	138.3666	43.9378	-178.313	1.392	4.025	1.302637	1.26	0.03	1.29	6.96065e-06	6.55247e-06	0.000573152	6.96065e-06	6.55247e-06	0.000573152	6.75597e-06	0.841329	1.95138e-05
58	10.0	11.0	6.0	54.55	27.0	241.707	1.0512	-147.2584	1.655	1.871	142.79	1.763	4.025	138.3867	43.9424	-178.3354	1.764	4.025	0.998049	0.96	0.03	0.99	8.02216e-06	9.07276e-06	0.000692268	8.02216e-06	9.07276e-06	0.000692268	8.54679e-06	0.999567	1.95138e-05
59	14.0	15.0	5.0	33.33	24.0	240.9392	1.0522	-147.2192	1.846	1.974	131.386	1.91	4.025	138.4032	43.9507	-178.285	1.908	4.025	1.030911	0.98	0.03	1.01	8.94932e-06	9.57204e-06	0.000636975	8.94932e-06	9.57204e-06	0.000636975	9.25993e-06	0.997651	1.95138e-05
60	13.0	13.0	6.0	46.15	24.0	237.4157	1.0553	-147.2764	2.092	2.092	148.854	2.092	4.025	138.3602	43.9358	-178.3714	2.092	4.025	0.94264	0.9	0.03	0.93	1.0142e-05	1.01405e-05	0.000721667	1.0142e-05	1.01405e-05	0.000721667	1.01404e-05	1.273	1.95138e-05
61	7.0	9.0	4.0	44.44	39.0	242.0498	1.0505	-147.2282	2.256	2.225	185.112	2.241	4.025	138.3779	43.9379	-178.3112	2.241	4.025	1.118253	1.06	0.03	1.09	1.09394e-05	1.07869e-05	0.000897449	1.09394e-05	1.07869e-05	0.000897449	1.08623e-05	1.10563	1.95138e-05
62	12.0	10.0	4.0	40.0	29.0	240.6618	1.0525	-147.232	2.516	2.625	198.051	2.57	4.025	138.3842	43.9429	-178.3107	2.569	4.025	0.961219	0.93	0.03	0.96	1.21964e-05	1.27254e-05	0.000960181	1.21964e-05	1.27254e-05	0.000960181	1.24598e-05	1.22619	1.95138e-05
63	10.0	8.0	4.0	50.0	26.0	238.9964	1.0551	-147.1912	2.354	3.803	292.724	3.078	4.025	138.372	43.9406	-178.2782	2.998	4.025	0.872687	0.83	0.03	0.86	1.14102e-05	1.84371e-05	0.00141917	1.14102e-05	1.84371e-05	0.00141917	1.49227e-05	0.954495	1.95138e-05
64	7.0	7.0	4.0	57.14	30.0	241.9854	1.0502	-147.2384	3.207	3.119	236.104	3.163	4.025	138.4049	43.9492	-178.303	3.163	4.025	0.940416	0.91	0.02	0.93	1.55482e-05	1.51194e-05	0.00114467	1.55482e-05	1.51194e-05	0.00114467	1.53325e-05	1.54084	1.95138e-05
65	11.0	15.0	7.0	46.67	53.0	240.4693	1.0538	-147.3112	4.299	3.286	360.695	3.792	4.025	138.3634	43.9354	-178.404	3.811	4.025	0.974352	0.94	0.02	0.96	2.08424e-05	1.59316e-05	0.0017487	2.08424e-05	1.59316e-05	0.0017487	1.83852e-05	1.90412	1.95138e-05
66	10.0	14.0	6.0	42.86	30.0	240.4053	1.0527	-147.2335	3.102	2.749	252.822	2.925	4.025	138.3906	43.9459	-178.3079	2.925	4.025	0.941895	0.92	0.02	0.94	1.50365e-05	1.33255e-05	0.00122571	1.50365e-05	1.33255e-05	0.00122571	1.41797e-05	1.56519	1.95138e-05
67	10.0	9.0	6.0	66.67	34.0	240.1915	1.0524	-147.2302	1.652	1.47	157.196	1.561	4.025	138.3961	43.9479	-178.3008	1.563	4.025	0.918423	0.87	0.03	0.9	8.00779e-06	7.12542e-06	0.000762107	8.00779e-06	7.12542e-06	0.000762107	7.56593e-06	0.894396	1.95138e-05
68	10.0	10.0	5.0	50.0	33.0	240.1704	1.0525	-147.2543	1.096	1.023	95.392	1.059	4.025	138.3713	43.9373	-178.3418	1.06	4.025	0.881053	0.85	0.02	0.87	5.31281e-06	4.95898e-06	0.000462476	5.31281e-06	4.95898e-06	0.000462476	5.13544e-06	0.564272	1.95138e-05
69	8.0	12.0	4.0	33.33	27.0	241.7715	1.0504	-147.2487	1.772	1.892	152.896	1.832	4.025	138.4101	43.9517	-178.3098	1.832	4.025	0.930828	0.9	0.03	0.93	8.59258e-06	9.17184e-06	0.000741261	8.59258e-06	9.17184e-06	0.000741261	8.88149e-06	0.879701	1.95138e-05
70	12.0	16.0	5.0	31.25	211.0	240.5962	1.0534	-147.2019	3.974	3.896	273.214	3.935	4.025	138.3621	43.9344	-178.2956	3.934	4.025	2.99205	2.93	0.04	2.97	1.92648e-05	1.8889e-05	0.00132458	1.92648e-05	1.8889e-05	0.00132458	1.90753e-05	2.15092	1.95138e-05
71	8.0	10.0	4.0	40.0	28.0	238.355	1.0554	-147.188	1.87	1.555	251.411	1.712	4.025	138.3878	43.9479	-178.2643	1.715	4.025	0.868861	0.83	0.03	0.86	9.06441e-06	7.54126e-06	0.00121887	9.06441e-06	7.54126e-06	0.00121887	8.30206e-06	0.76679	1.95138e-05
72	13.0	10.0	5.0	50.0	23.0	239.9571	1.0521	-147.2155	1.461	1.42	140.883	1.44	4.025	138.3764	43.939	-178.2995	1.44	4.025	0.905816	0.88	0.02	0.9	7.08283e-06	6.8836e-06	0.000683021	7.08283e-06	6.8836e-06	0.000683021	6.98262e-06	0.781461	1.95138e-05
73	14.0	17.0	6.0	35.29	30.0	242.819	1.049	-147.2328	2.1	2.104	154.947	2.102	4.025	138.4098	43.9499	-178.2941	2.102	4.025	2.246486	2.2	0.03	2.23	1.01794e-05	1.0202e-05	0.000751202	1.01794e-05	1.0202e-05	0.000751202	1.01898e-05	1.27689	1.95138e-05
74	8.0	11.0	5.0	45.45	33.0	242.0915	1.0512	-147.1465	3.204	3.19	253.464	3.197	4.025	138.3776	43.9385	-178.2297	3.197	4.025	1.217288	1.1	0.09	1.19	1.55334e-05	1.54636e-05	0.00122883	1.55334e-05	1.54636e-05	0.00122883	1.54972e-05	1.77179	1.95138e-05
75	11.0	16.0	6.0	37.5	33.0	239.4676	1.0547	-147.2624	4.719	3.92	347.37	4.319	4.025	138.3593	43.9347	-178.358	4.336	4.025	0.98619	0.94	0.03	0.97	2.28774e-05	1.90026e-05	0.0016841	2.28774e-05	1.90026e-05	0.0016841	2.09381e-05	2.37907	1.95138e-05
76	13.0	11.0	5.0	45.45	29.0	239.295	1.0538	-147.2522	2.865	2.789	186.634	2.827	4.025	138.366	43.9366	-178.3433	2.828	4.025	0.965904	0.92	0.03	0.95	1.38887e-05	1.35238e-05	0.000904827	1.38887e-05	1.35238e-05	0.000904827	1.37051e-05	1.54936	1.95138e-05
77	8.0	12.0	5.0	41.67	31.0	238.0568	1.0544	-147.1565	2.664	3.01	268.741	2.836	4.025	138.3949	43.9498	-178.2279	2.834	4.025	2.008508	1.94	0.04	1.98	1.29135e-05	1.45906e-05	0.00130289	1.29135e-05	1.45906e-05	0.00130289	1.3751e-05	1.4482	1.95138e-05
78	12.0	14.0	7.0	50.0	30.0	239.1035	1.0542	-147.1961	2.212	2.391	170.716	2.301	4.025	138.3945	43.9494	-178.2678	2.29	4.025	0.920335	0.88	0.03	0.91	1.07219e-05	1.15933e-05	0.000827655	1.07219e-05	1.15933e-05	0.000827655	1.11567e-05	1.34739	1.95138e-05
79	10.0	13.0	5.0	38.46	31.0	239.5089	1.0539	-147.3384	1.573	1.404	144.431	1.488	4.025	138.3606	43.9343	-178.4331	1.486	4.025	1.213551	1.17	0.03	1.2	7.62782e-06	6.80584e-06	0.000700219	7.62782e-06	6.80584e-06	0.000700219	7.21619e-06	0.755812	1.95138e-05
80	10.0	17.0	6.0	35.29	27.0	241.5798	1.0513	-147.2824	2.592	2.639	182.647	2.615	4.025	138.3886	43.9434	-178.3581	2.615	4.025	0.926334	0.88	0.04	0.92	1.25665e-05	1.27929e-05	0.000885499	1.25665e-05	1.27929e-05	0.000885499	1.26787e-05	1.57728	1.95138e-05
81	12.0	10.0	5.0	50.0	33.0	240.7039	1.0519	-147.2798	1.51	1.695	129.486	1.602	4.025	138.3844	43.9423	-178.3584	1.6	4.025	0.975188	0.95	0.02	0.97	7.31841e-06	8.21677e-06	0.000627768	7.31841e-06	8.21677e-06	0.000627768	7.76697e-06	0.819716	1.95138e-05
82	14.0	16.0	9.0	56.25	27.0	242.7968	1.0492	-147.2687	1.258	1.243	106.497	1.25	4.025	138.3862	43.9399	-178.346	1.25	4.025	0.895467	0.85	0.03	0.88	6.09785e-06	6.02517e-06	0.000516313	6.09785e-06	6.02517e-06	0.000516313	6.061e-06	0.926333	1.95138e-05
