	total_star	 total_blob	total_match	success_rate	exposure	eq_attitude_ra	eq_attitude_dec	eq_attitude_roll	eq_errors_ra	eq_errors_dec	eq_errors_roll	eq_point_error	eq_iplatescale	hor_attitude_az	hor_attitude_el	hor_attitude_roll	hor_point_error	hor_iplatescale	time_wall	time_user	time_system	time_CPU	az	dec	roll	sigma_az	sigma_dec	sigma_roll	sigma_point	fit_err	iplatescale
83	9.0	13.0	6.0	46.15	86.0	241.5578	1.0509	-147.2953	2.302	2.356	162.243	2.329	4.025	138.3654	43.9328	-178.3867	2.329	4.025	0.913571	0.88	0.03	0.91	1.11627e-05	1.14245e-05	0.000786578	1.11627e-05	1.14245e-05	0.000786578	1.12927e-05	1.40108	1.95138e-05
84	11.0	11.0	6.0	54.55	29.0	241.6865	1.0511	-147.2577	2.326	2.346	149.117	2.336	4.025	138.3614	43.9313	-178.3518	2.336	4.025	0.914565	0.87	0.04	0.91	1.1277e-05	1.13755e-05	0.000722939	1.1277e-05	1.13755e-05	0.000722939	1.13253e-05	1.41145	1.95138e-05
85	11.0	10.0	4.0	40.0	38.0	240.4486	1.053	-147.2284	3.09	3.161	252.324	3.125	4.025	138.3886	43.9454	-178.3041	3.12	4.025	0.889453	0.84	0.04	0.88	1.49799e-05	1.53238e-05	0.0012233	1.49799e-05	1.53238e-05	0.0012233	1.51506e-05	1.4574	1.95138e-05
86	8.0	10.0	4.0	40.0	36.0	241.7926	1.051	-147.2386	1.933	2.033	158.54	1.983	4.025	138.3846	43.9414	-178.317	1.983	4.025	0.926846	0.88	0.04	0.92	9.37005e-06	9.8565e-06	0.000768624	9.37005e-06	9.8565e-06	0.000768624	9.61249e-06	0.946926	1.95138e-05
87	7.0	11.0	6.0	54.55	24.0	241.9631	1.0505	-147.2466	2.248	2.248	189.109	2.247	4.025	138.3815	43.9393	-178.3271	2.247	4.025	0.951096	0.92	0.03	0.95	1.08964e-05	1.08974e-05	0.000916828	1.08964e-05	1.08974e-05	0.000916828	1.0896e-05	1.36513	1.95138e-05
88	8.0	10.0	4.0	40.0	32.0	242.135	1.0498	-147.2538	2.416	2.422	239.786	2.419	4.025	138.3767	43.9364	-178.3376	2.417	4.025	1.055262	0.98	0.05	1.03	1.17152e-05	1.17437e-05	0.00116252	1.17152e-05	1.17437e-05	0.00116252	1.17285e-05	1.1417	1.95138e-05
89	8.0	14.0	5.0	35.71	34.0	241.835	1.0509	-147.2547	1.743	1.825	159.004	1.784	4.025	138.3841	43.941	-178.3334	1.784	4.025	0.954117	0.92	0.02	0.94	8.44803e-06	8.84997e-06	0.000770872	8.44803e-06	8.84997e-06	0.000770872	8.64829e-06	0.962726	1.95138e-05
90	13.0	12.0	5.0	41.67	25.0	240.9597	1.0511	-147.194	3.315	3.388	219.562	3.351	4.025	138.3795	43.9392	-178.2759	3.35	4.025	0.947616	0.91	0.03	0.94	1.60714e-05	1.64238e-05	0.00106447	1.60714e-05	1.64238e-05	0.00106447	1.62463e-05	1.80393	1.95138e-05
91	10.0	8.0	5.0	62.5	23.0	237.7147	1.0558	-147.2248	2.573	2.405	191.34	2.489	4.025	138.4027	43.9547	-178.291	2.487	4.025	0.917278	0.87	0.03	0.9	1.24722e-05	1.16597e-05	0.000927643	1.24722e-05	1.16597e-05	0.000927643	1.20649e-05	1.31513	1.95138e-05
92	11.0	13.0	6.0	46.15	24.0	240.5548	1.0541	-147.2469	3.371	3.012	257.066	3.191	4.025	138.361	43.9347	-178.3413	3.143	4.025	0.955969	0.92	0.03	0.95	1.63424e-05	1.46025e-05	0.00124629	1.63424e-05	1.46025e-05	0.00124629	1.54711e-05	1.40767	1.95138e-05
93	13.0	14.0	5.0	35.71	33.0	240.7466	1.0522	-147.247	2.66	2.656	175.074	2.658	4.025	138.3833	43.9421	-178.3263	2.658	4.025	0.970785	0.94	0.02	0.96	1.28975e-05	1.28773e-05	0.000848783	1.28975e-05	1.28773e-05	0.000848783	1.28863e-05	1.47304	1.95138e-05
94	10.0	10.0	6.0	60.0	26.0	240.4272	1.0534	-147.2326	2.242	2.012	182.689	2.127	4.025	138.364	43.9351	-178.325	2.125	4.025	0.886871	0.85	0.02	0.87	1.08713e-05	9.75413e-06	0.000885703	1.08713e-05	9.75413e-06	0.000885703	1.03118e-05	1.13101	1.95138e-05
95	13.0	11.0	6.0	54.55	32.0	239.2738	1.0533	-147.2967	2.14	2.099	151.475	2.119	4.025	138.3916	43.947	-178.3703	2.119	4.025	0.989487	0.94	0.04	0.98	1.03759e-05	1.01768e-05	0.00073437	1.03759e-05	1.01768e-05	0.00073437	1.02755e-05	1.25402	1.95138e-05
96	11.0	12.0	5.0	41.67	31.0	240.7682	1.0519	-147.2207	1.873	1.87	140.579	1.871	4.025	138.4076	43.9523	-178.2835	1.871	4.025	0.967286	0.94	0.02	0.96	9.0796e-06	9.06361e-06	0.000681548	9.0796e-06	9.06361e-06	0.000681548	9.07084e-06	1.03576	1.95138e-05
97	12.0	7.0	4.0	57.14	27.0	240.7892	1.052	-147.2709	2.548	2.516	184.978	2.532	4.025	138.3825	43.9415	-178.3507	2.532	4.025	0.939393	0.9	0.03	0.93	1.23554e-05	1.21996e-05	0.000896797	1.23554e-05	1.21996e-05	0.000896797	1.22765e-05	1.24673	1.95138e-05
98	12.0	12.0	4.0	33.33	33.0	240.6829	1.0533	-147.2556	2.075	1.964	167.327	2.019	4.025	138.4084	43.9543	-178.3179	1.989	4.025	0.971329	0.93	0.03	0.96	1.00586e-05	9.52099e-06	0.000811226	1.00586e-05	9.52099e-06	0.000811226	9.78897e-06	0.763742	1.95138e-05
