|  SOFIA_name |   Cluster |         RA |        DEC |      Property | SemiMajorAxis | SemiMinorAxis |        R50_19 |        R50_31 |        R50_37 |    R50_cal_19 |    R50_cal_31 |    R50_cal_37 | _RAJ2000_allwise | _DEJ2000_allwise | _RAJ2000_megeath | _DEJ2000_megeath | _RAJ2000_c2d | _DEJ2000_c2d | _RAJ2000_guth | _DEJ2000_guth | _RAJ2000_iras | _DEJ2000_iras | _RAJ2000_akari | _DEJ2000_akari | _RAJ2000_akariyso | _DEJ2000_akariyso | _RAJ2000_enoch06 | _DEJ2000_enoch06 | _RAJ2000_enoch08 | _DEJ2000_enoch08 | _RAJ2000_van_Kempen | _DEJ2000_van_Kempen | _RAJ2000_2mass | _DEJ2000_2mass |                 j |                h |               ks |                i1 |               i2 |               i3 |               i4 |             F11 |             F19 |             m1 |            F31 |            F37 |      m2 |             H70 |          H160 |          H250 |           H350 |           H500 |  S850 | F1100 | S1300 |            alpha |           alpha2 |               e_j |               e_h |              e_ks |              e_i1 |              e_i2 |              e_i3 |              e_i4 |           e_F11 |           e_F19 |            e_m1 |           e_F31 |          e_F37 |   e_m2 |          e_H70 |        e_H160 |        e_H250 |        e_H350 |        e_H500 |           e_S850 | e_F1100 |         e_S1300 | flag_j | flag_h | flag_ks | flag_i1 | flag_i2 | flag_i3 | flag_i4 | flag_F11 | flag_F19 | flag_m1 | flag_F31 | flag_F37 | flag_m2 | flag_H70 | flag_H160 | flag_H250 | flag_H350 | flag_H500 | flag_S850 | flag_F1100 | flag_S1300 |         sLsun |      sLsunlog |         env_mass |      env_masslog |              s |  ext |           inc |                R |             chi2 | sLsun_std |  sLsunlog_std | env_mass_std | env_masslog_std |     s_std |        ext_std | inc_std |          R_std |       chi2_std | sLsun_mad |  sLsunlog_mad | env_mass_mad | env_masslog_mad |   s_mad |       ext_mad | inc_mad |          R_mad |      chi2_mad |       sLsun_skew |    sLsunlog_skew |     env_mass_skew |   env_masslog_skew |           s_skew |          ext_skew |          inc_skew |           R_skew |        chi2_skew |    ltot |           Lbol |          Tbol |
|   NGC1333.6 |   NGC1333 |  52.304081 |  31.303833 |      Isolated |         3.072 |         3.072 | 3.61491833611 | 3.85701757051 | 3.15780785769 | 2.43790617344 | 2.81003371122 | 3.32214641695 |        52.303989 |        31.303993 |               -- |               -- |    52.304024 |    31.303976 |      52.30396 |      31.30406 |            -- |            -- |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |      52.303937 |      31.304058 |            0.0007 |           0.0009 | 0.00150636618491 |            0.0456 |             0.18 |            0.274 |             0.32 |  0.160282530098 |  0.570315833864 |          0.735 |  1.44567476303 |  1.80593804965 |    4.29 |   1.52671969213 | 4.70215627868 | 29.1050686986 |  34.7807796019 |   21.255055757 |    -- |  0.63 |    -- |   0.945891678438 |    1.39500954003 |            0.0007 |            0.0009 | 0.000150636618491 |           0.00456 |             0.018 |            0.0274 |             0.032 | 0.0349036167835 | 0.0928610572232 |          0.0735 |  0.180093238362 |  0.34468237823 |  0.429 |  3.88288566607 | 13.3322563196 | 6.27195035779 | 8.00709247865 | 6.62820497852 |               -- |   0.063 |              -- |      U |      U |       N |       N |       N |       N |       N |        N |        N |       N |        N |        N |       N |        N |         N |         N |         N |         N |         U |          N |          U |          4.25 | 4.25000010997 |   0.577000021935 |   0.576999997522 |            1.0 | 14.0 | 18.6717185974 |     2.2773983404 |    52.4221554476 |   1.71536 | 1.54314319857 |     0.158858 |   1.30332369279 |  0.118585 |  1.69342405375 | 3.30675 | 0.629722421322 |  33.7050820167 |    2.2239 | 1.82691145252 |     0.256194 |   1.47460303914 | 0.22239 | 1.48260221851 |     0.0 | 0.968107701094 | 48.7413995434 |    0.39922913909 | -0.0886145681143 |   -0.629638254642 |     -1.14569592476 |   0.101763941348 |    -0.23932447159 |     1.69004666805 |   -1.01899271842 |  -0.426240901534 |   54.21 |  1.15500812031 |  17.248338807 |
|   NGC1333.7 |   NGC1333 |  52.180693 |  31.292999 |      Isolated |         3.072 |         3.072 | 5.14618734751 | 2.77011349992 | 3.60775469086 | 2.46074087443 | 2.83896481827 | 3.03353790614 |        52.180788 |        31.292843 |               -- |               -- |    52.180332 |    31.292479 |      52.18029 |      31.29253 |       52.1865 |       31.2946 |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |             -- |             -- |            0.0007 |           0.0009 |           0.0015 |             0.178 |            0.351 |            0.488 |            0.771 |  0.702686476264 |   1.60886526366 |           1.88 |  2.08372886247 |  2.61352210026 |    2.08 |   1.67442809995 | 2.58702217724 | 7.93932474765 |  7.99998787958 |  6.63402332755 |    -- |    -- |    -- |   0.941812186716 |    1.59983867102 |            0.0007 |            0.0009 |            0.0015 |            0.0178 |            0.0351 |            0.0488 |            0.0771 | 0.0729891283754 |  0.177482360888 |           0.188 |  0.234452407493 | 0.346818934222 |  0.208 | 0.167442809995 | 0.59085623121 | 2.61385382989 | 3.21714257968 | 2.67795596887 |               -- |      -- |              -- |      U |      U |       U |       N |       N |       N |       N |        N |        N |       N |        N |        N |       N |        N |         N |         N |         N |         N |         U |          N |          U |        9.5625 | 9.56250001412 | 0.00400000018999 | 0.00400000081278 | 0.699999988079 |  0.0 | 50.8332901001 |    1.88416337251 |    30.3111473505 |   2.16218 | 1.27594229291 |   0.00144713 |   1.42009526929 |   0.15504 |  3.43355960629 | 9.21235 |  0.44616010594 |  13.6843637826 |   2.76135 | 1.36851520898 |    0.0014826 |   1.53191416867 | 0.22239 | 4.44780665552 | 12.3002 | 0.650503806834 | 18.7729529708 |   0.373404217895 |   0.175533144165 |     1.08112462596 |     0.325137928938 |   0.440018640043 |   0.0791174366217 |  -0.0769868500253 |  -0.375952750907 | -0.0743791472398 |   2.917 |  1.35668649749 | 32.4301267709 |
|   NGC1333.8 |   NGC1333 |  52.265407 |  31.267754 |      Isolated |         3.072 |         3.072 | 2.50172153065 | 2.57296317487 | 2.87344770504 | 2.46074087443 | 3.03301410424 | 3.73133721599 |        52.265732 |        31.267713 |               -- |               -- |    52.265739 |    31.267731 |      52.26567 |      31.26778 |       52.2644 |        31.269 |        52.2637 |        31.2696 |                -- |                -- |          52.2608 |          31.2658 |          52.2608 |          31.2658 |                  -- |                  -- |      52.265661 |      31.267775 |   0.0342364013195 |   0.140831500292 |   0.360023319721 |             0.904 |            0.359 |             2.75 |             5.69 |   4.12582420332 |   25.0423607169 |             -- |  99.1196287054 |  106.511011902 |   125.0 |   187.822183604 | 228.025009042 | 156.558418336 |  90.1905097092 |  42.4356473828 |    -- |   2.7 |    -- |    1.14656005348 |    1.27618007047 |  0.00342364013195 |   0.0140831500292 |   0.0360023319721 |            0.0904 |            0.0687 |             0.331 |             0.569 |  0.292107593266 |   1.75717351882 |           0.434 |   6.94032453427 |  7.46321577131 |   12.5 |  18.7822183604 | 22.8025009042 | 15.6558418336 | 14.0849443338 | 13.6502623758 |               -- |    0.27 |              -- |      N |      N |       N |       N |       N |       N |       N |        N |        N |       N |        N |        N |       N |        N |         N |         N |         N |         N |         U |          N |          U | 14.2999992371 | 14.2999995032 |    2.91899991035 |    2.91900003919 |  1.29999995232 | 12.0 |           0.0 |    1.03116359455 |    8.73450309251 |   2.23787 | 1.17643285803 |      1.12678 |   1.49048341525 |  0.159871 |  1.77582369828 |     0.0 | 0.479709988767 |  9.75755192843 |   3.55824 | 1.29229782604 |      1.44257 |   1.64707248899 | 0.22239 | 1.48260221851 |     0.0 | 0.695480492655 | 14.1395643064 |   0.370269984007 |   0.223467573524 |    0.235484957695 |    -0.211880221963 |  -0.377465695143 |   0.0357685664386 |               0.0 |  -0.521887154675 |  -0.342699574449 |   34.07 |  35.1064063348 | 15.0638836121 |
|   NGC1333.9 |   NGC1333 |  52.231633 |   31.24351 |      Isolated |         3.072 |         3.072 | 2.58021009712 | 2.66884990351 | 2.98323704573 | 2.52148440607 | 3.03301410424 | 3.73133721599 |        52.231612 |        31.243554 |               -- |               -- |    52.231461 |     31.24354 |      52.23133 |      31.24328 |       52.2367 |       31.2455 |        52.2306 |        31.2462 |                -- |                -- |          52.2304 |          31.2423 |          52.2304 |          31.2422 |                  -- |                  -- |             -- |             -- |            0.0007 |           0.0009 |           0.0015 |           0.00105 |           0.0126 |           0.0227 |   0.030216537416 |  0.122895249257 |   1.21300864041 |  5.19420576096 |  32.1518347652 |  45.7381040484 |      -- |   210.068777311 | 336.489802107 | 180.769192295 |  91.4963281831 |  38.2055495191 |    -- |   2.3 |    -- |    2.87137173427 |     2.5786792666 |            0.0007 |            0.0009 |            0.0015 |          0.000105 |           0.00126 |           0.00227 |   0.0030216537416 | 0.0705321443331 |  0.134313201355 |  0.519420576096 |   2.26221414075 |  3.23844001375 |     -- |  21.0068777311 | 33.6489802107 | 18.0769192295 | 18.6126556292 | 17.1151595777 |               -- |    0.23 |              -- |      U |      U |       U |       N |       N |       N |       N |        N |        N |       N |        N |        N |       N |        N |         N |         N |         N |         N |         U |          N |          U | 19.5499992371 | 19.5499997068 |    2.91899991035 |    2.91900003919 |  1.29999995232 | 14.0 | 18.6717185974 |    2.62950030608 |     69.019117444 |   3.67127 | 1.20675338327 |     0.536738 |    1.2059498528 |  0.138531 |  1.70701050298 |     0.0 | 0.567665782439 |  39.9739693086 |   3.78063 | 1.19933902031 |     0.577029 |   1.23634773442 | 0.22239 | 1.48260221851 |     0.0 | 0.861184496012 | 59.6692806265 | -0.0899703502655 |  -0.344656229019 |    0.295492351055 |    0.0635123252869 |  -0.523471176624 |   -0.221565106382 |               0.0 |  -0.809819450353 |  -0.622637237311 |   28.33 |  24.2829848534 |  5.1353367667 |
|   NGC2071.1 |   NGC2071 |  86.769935 | 0.36197272 |      Isolated |         3.072 |         3.072 |   2.764746591 | 3.82840876629 | 4.09643364684 | 2.34071028209 | 2.68509867083 | 3.50798748323 |         86.76995 |         0.362268 |         86.76987 |          0.36192 |           -- |           -- |            -- |            -- |       86.7686 |        0.3623 |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |      86.769912 |        0.36189 |            0.0007 | 0.00218524294905 |  0.0218338631094 |     0.13530070783 |   0.602086114571 |    1.74838849582 |    4.86667305988 |   10.0724189427 |   72.0405818894 |             -- |  167.929341451 |  234.929899038 |      -- |   580.088102444 | 1061.32869297 |   631.2959504 |  322.773013462 |  128.757185912 |    -- |    -- |   3.7 |      2.309112725 |     3.5203834455 |            0.0007 | 0.000233821003349 |  0.00218338631094 |    0.013530070783 |   0.0602086114571 |    0.174838849582 |    0.486667305988 |  0.732018020669 |   5.08657008308 |              -- |   12.2899604758 |  17.6923376048 |     -- |  58.0088102444 | 106.132869297 |   63.12959504 | 32.2773013462 | 12.8757185912 |               -- |      -- |             0.7 |      U |      N |       N |       N |       N |       N |       N |        N |        N |       N |        N |        N |       N |        N |         N |         N |         N |         N |         U |          N |          N | 49.3999977112 | 49.3999941211 |    22.1679992676 |    22.1679988386 |  1.29999995232 | 14.0 |           0.0 |    2.78412861696 |    67.1445265625 |   4.47391 | 1.09479222476 |      2.41846 |   1.12679889152 |  0.100124 | 0.838433239459 |     0.0 | 0.343922569703 |  18.5367849686 |   1.40847 | 1.02920749096 |      2.19099 |   1.10769824576 |     0.0 |           0.0 |     0.0 | 0.506675762632 | 24.9794450856 |   0.640864908695 |   0.484401196241 |   -0.333026587963 |    -0.410399734974 |  -0.219125270844 |   -0.627167295311 |               0.0 |  -0.613422144637 |  -0.574712801982 |   342.0 |  297.179194393 | 8.54909944079 |
|   NGC2071.2 |   NGC2071 |   86.76941 | 0.36338917 |      Isolated |         3.072 |         3.072 | 7.06897901798 | 7.29390977597 | 7.46229813552 | 2.34071028209 | 2.68509867083 | 3.50798748323 |               -- |               -- |               -- |               -- |           -- |           -- |            -- |            -- |       86.7686 |        0.3623 |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |      86.769729 |       0.363812 |            0.0007 |           0.0009 | 0.00468522356823 |   0.0610624986728 |    0.24786323027 |   0.411565254779 |   0.933950965159 |  0.383377628841 |   11.2074076813 |             -- |  56.7033633731 |  89.5462565737 |      -- |   513.041266667 | 1025.08273004 | 626.948079945 |  321.320590921 |  128.722739141 |    -- |    -- |   5.6 |     2.2192471941 |    3.39002883003 |            0.0007 |            0.0009 | 0.000571597309317 |  0.00610624986728 |    0.024786323027 |   0.0411565254779 |   0.0933950965159 |  0.482934784485 |   1.53360264791 |              -- |   8.09238253055 |  13.5686461201 |     -- |  51.3041266667 | 102.508273004 | 62.6948079945 | 32.1320590921 | 12.8722739141 |               -- |      -- |             1.1 |      U |      U |       N |       N |       N |       N |       N |        N |        N |       N |        N |        N |       N |        N |         N |         N |         N |         N |         U |          N |          N | 331.199981689 | 331.200010261 |    6.56799983978 |    6.56799961751 |  1.29999995232 | 14.0 | 18.6717185974 |    1.82439509673 |    28.3461995976 |   35.7517 | 1.11017979225 |      1.71226 |     1.328653231 | 0.0679669 |  2.97485831689 |     0.0 | 0.549158288369 |  28.3008979932 |   64.0484 | 1.19933902031 |      1.94814 |   1.39204867402 |     0.0 | 2.96520443701 |     0.0 | 0.851252669865 | 41.8988092273 |  -0.452657610178 |  -0.883039653301 |    0.581233501434 |     0.248690083623 |   -1.45911324024 |  -0.0640049395078 |               0.0 |  -0.778978003925 |  -0.624089709806 |   271.5 |  199.775606025 | 5.23699155352 |
|   NGC2071.3 |   NGC2071 |  86.772367 | 0.36396711 |      Isolated |         3.072 |         3.072 |           0.0 |           0.0 |           0.0 | 2.34071028209 | 2.68509867083 | 3.50798748323 |               -- |               -- |         86.77233 |          0.36403 |           -- |           -- |            -- |            -- |       86.7686 |        0.3623 |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |      86.772448 |       0.363903 |  0.00226823729463 | 0.00616453168914 |  0.0458279699087 |    0.227245447084 |   0.499237977027 |   0.690188548995 |   0.832288956064 |  0.192179068978 |   3.02685390306 |             -- |  19.9739125258 |  37.5559961107 |      -- |   215.401974687 | 722.801608604 | 573.388371161 |  306.123052083 |  125.161902859 |    -- |    -- |   1.7 |    1.01313486581 |     1.5148248451 | 0.000226823729463 | 0.000912350718863 |  0.00458279699087 |   0.0227245447084 |   0.0499237977027 |   0.0690188548995 |   0.0832288956064 |  0.170716314417 |  0.311690664477 |              -- |   1.90949120707 |  3.90977344668 |     -- |  21.5401974687 | 72.2801608604 | 57.3388371161 | 30.6123052083 | 12.5161902859 |               -- |      -- |             0.4 |      N |      N |       N |       N |       N |       N |       N |        U |        N |       N |        N |        N |       N |        N |         N |         N |         N |         N |         U |          N |          N | 374.399993896 |   374.4000396 |    4.37900018692 |    4.37900000452 |  1.29999995232 |  0.0 | 18.6717185974 |    2.29011733724 |    39.0884697858 |   48.6879 | 1.15791866881 |      1.12481 |   1.31215208747 | 0.0701742 |            2.0 | 3.95009 | 0.612683745952 |  26.2065370341 |   64.0484 | 1.19933902031 |      1.29876 |   1.39224523202 |     0.0 | 2.96520443701 |     0.0 | 0.943417953542 | 39.6312252534 |  -0.577520310879 |  -0.706740856171 |    0.368819773197 |    0.0531324036419 |   -1.35987222195 |    0.177441885669 |     1.13650798798 |  -0.906795392638 |  -0.694749726976 |   131.2 |   113.72508824 | 5.39204129709 |
|   NGC2071.4 |   NGC2071 |  86.766732 | 0.36958191 |      Isolated |         3.072 |         3.072 | 2.92508736134 |  3.0680853332 | 3.37401413858 | 2.34071028209 | 2.68509867083 | 3.50798748323 |               -- |               -- |         86.76658 |          0.36958 |           -- |           -- |            -- |            -- |            -- |            -- |        86.7677 |         0.3674 |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |      86.766684 |       0.369551 |            0.0007 |           0.0009 | 0.00247930642217 |    0.117376333101 |   0.353036068802 |    0.59784370047 |   0.863837125353 |  0.437450272874 |   1.29110035245 |  3.72837138176 |  2.72037785035 |  4.00975099726 |      -- |     11.87908099 | 97.2141897742 | 247.601483561 |  202.995909159 |  108.647449757 |    -- |    -- |    -- |    1.08106783233 |     1.8836904869 |            0.0007 |            0.0009 | 0.000247930642217 |   0.0117376333101 |   0.0353036068802 |    0.059784370047 |   0.0863837125353 |  0.171708137919 |  0.313621311273 |  0.372837138176 |  0.430247381315 | 0.540755731791 |     -- |  1.23365233276 | 11.8312738644 | 24.7601483561 | 20.2995909159 | 10.8647449757 |               -- |      -- |              -- |      U |      U |       N |       N |       N |       N |       N |        N |        N |       N |        N |        N |       N |        N |         N |         N |         N |         N |         U |          N |          U | 9.19999980927 | 9.19999929601 |    14.7790002823 |    14.7790007451 |            1.0 | 14.0 |           0.0 |    3.96156284442 |    124.120158892 |   2.10857 | 1.27309510904 |      5.23389 |   1.55107518545 |   0.11476 |  2.09255306684 |     0.0 | 0.487870518521 |  44.3943277836 |   2.66868 | 1.30333838293 |      6.57297 |   1.58375713198 | 0.22239 | 2.96520443701 |     0.0 | 0.726186010718 | 65.2945999636 |   0.232534646988 |   0.109681650996 |    0.270227402449 |    -0.189614981413 |  -0.113171890378 |   -0.251417330781 |               0.0 |  -0.689253917542 |  -0.555018868343 |    43.1 |  21.4463041182 | 8.09291877674 |
|   NGC2071.5 |   NGC2071 |  86.794539 | 0.35388063 |      Isolated |         3.072 |         3.072 | 4.04599122753 | 3.66610235427 | 3.90914776922 | 2.34071028209 | 2.68509867083 | 3.50798748323 |        86.794215 |         0.353904 |         86.79421 |          0.35394 |           -- |           -- |            -- |            -- |            -- |            -- |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |      86.794281 |       0.354156 |  0.00467399368063 |  0.0199296548963 |  0.0749428644776 |    0.195688832146 |    0.37799636165 |   0.628568715639 |   0.831320080894 |  0.220261713318 |    1.7384836896 |  4.12590456009 |  3.36120278302 |  3.80504197322 |      -- |   22.1525037411 |  48.890740944 | 43.1865036243 |  34.3386776971 |  18.8881539506 |    -- |    -- |    -- |    0.31504689431 |   0.657174244873 | 0.000467399368063 |  0.00199296548963 |  0.00749428644776 |   0.0195688832146 |    0.037799636165 |   0.0628568715639 |   0.0831320080894 |  0.211971220033 |  0.148388692822 |  0.412590456009 |  0.329188895185 | 0.713574238181 |     -- |  2.21525037411 | 5.82366595515 | 97.1393327368 | 74.0861503223 | 38.6724705514 |               -- |      -- |              -- |      N |      N |       N |       N |       N |       N |       N |        N |        N |       N |        N |        N |       N |        N |         N |         N |         N |         N |         U |          N |          U | 22.0999984741 | 22.1000013214 |  0.0149999996647 |  0.0149999977583 |  1.29999995232 | 14.0 |           0.0 |    2.03024005202 |    35.7297083048 |   6.22347 | 1.32870107783 |   0.00672166 |   1.70021410364 |  0.153622 |  3.34238897375 | 21.5064 | 0.373900221333 |  19.0896482543 |   6.81997 |  1.4134095556 |    0.0103782 |    1.8242031239 | 0.22239 | 4.44780665552 | 27.6827 | 0.545464226387 | 27.4418662035 |   0.252070522414 |  -0.103640815946 |      0.3316843264 |      0.19619280706 |  -0.445716906308 |  -0.0338934312598 |     0.21195367101 |  -0.535611537645 |  -0.352449434127 |   36.44 |  12.7304289238 | 18.2491023789 |
|   NGC2071.6 |   NGC2071 |  86.782492 | 0.30048554 |      Extended |     37.768711 |     32.607478 |           0.0 |           0.0 | 11.3338628319 | 2.34071028209 | 2.68509867083 | 3.50798748323 |               -- |               -- |               -- |               -- |           -- |           -- |            -- |            -- |       86.7824 |        0.2961 |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |             -- |             -- |            0.0007 |           0.0009 |           0.0015 |  0.00759303952955 | 0.00510751635051 |  0.0127094013931 |    0.03174815005 |   21.1734685736 |   43.2916932659 |             -- |  120.163406001 |  274.046294413 |      -- | 0.0230193528347 | 2.95623551386 | 6.67317708558 |  7.15754040968 |  3.63038488121 |    -- |    -- |    -- |    3.76828135315 |    1.39235629956 |            0.0007 |            0.0009 |            0.0015 |   0.0034625602973 |  0.00510751635051 |   0.0127094013931 |     0.03174815005 |   1.49810568745 |   3.06376176304 |              -- |    8.4526876233 |   19.197631935 |     -- |  7.80958929382 | 5.50346199011 | 7.70120947917 | 6.07360611486 | 3.49736724288 |               -- |      -- |              -- |      U |      U |       U |       N |       U |       U |       U |        N |        N |       N |        N |        N |       N |        N |         N |         N |         N |         N |         U |          N |          U |           0.0 |           0.0 |              0.0 |              0.0 |            0.0 |  0.0 |           0.0 |              0.0 |              0.0 |       0.0 |           0.0 |          0.0 |             0.0 |       0.0 |            0.0 |     0.0 |            0.0 |            0.0 |       0.0 |           0.0 |          0.0 |             0.0 |     0.0 |           0.0 |     0.0 |            0.0 |           0.0 |              0.0 |              0.0 |               0.0 |                0.0 |              0.0 |               0.0 |               0.0 |              0.0 |              0.0 |     0.0 |  66.3684467503 | 16.9597140933 |
|   NGC2071.7 |   NGC2071 |  86.770544 | 0.36287845 | Total_Cluster |     16.170324 |     11.381929 | 5.68481335942 | 6.20371588998 | 6.42399261178 | 2.34071028209 | 2.68509867083 | 3.50798748323 |               -- |               -- |               -- |               -- |           -- |           -- |            -- |            -- |       86.7686 |        0.3623 |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |             -- |             -- |            0.0007 |           0.0009 |           0.0015 |   0.0613461429993 |    0.18210616658 |   0.418807373893 |    0.97979262388 |   13.5228216967 |    94.154576921 |             -- |  280.140579597 |   362.99011201 |      -- |   504.506831563 | 1049.98748382 | 634.519012801 |  323.423488963 |  129.924382517 |    -- |    -- |    -- |    3.33499529968 |    4.25998074222 |            0.0007 |            0.0009 |            0.0015 |  0.00613461429993 |    0.018210616658 |   0.0418807373893 |    0.097979262388 |  0.958085507443 |   6.59221833589 |              -- |   19.6106638636 |   25.413823364 |     -- |  50.4506831563 | 104.998748382 | 63.4519012801 | 32.3423488963 | 12.9924382517 |               -- |      -- |              -- |      U |      U |       U |       N |       N |       N |       N |        N |        N |       N |        N |        N |       N |        N |         N |         N |         N |         N |         U |          N |          U |           0.0 |           0.0 |              0.0 |              0.0 |            0.0 |  0.0 |           0.0 |              0.0 |              0.0 |       0.0 |           0.0 |          0.0 |             0.0 |       0.0 |            0.0 |     0.0 |            0.0 |            0.0 |       0.0 |           0.0 |          0.0 |             0.0 |     0.0 |           0.0 |     0.0 |            0.0 |           0.0 |              0.0 |              0.0 |               0.0 |                0.0 |              0.0 |               0.0 |               0.0 |              0.0 |              0.0 |     0.0 |  328.959269249 | 8.72192805654 |
|   NGC2264.1 |   NGC2264 |  100.26858 |  9.6056809 |      Isolated |         3.072 |         3.072 | 3.01543457004 | 2.91952637553 | 2.80343982134 | 2.75348525452 | 3.15278863856 | 3.19123762712 |       100.268829 |         9.605904 |               -- |               -- |           -- |           -- |            -- |            -- |            -- |            -- |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |             -- |             -- |            0.0007 |           0.0009 |           0.0015 |                -- |               -- |               -- |               -- | 0.0863159947435 |   1.07208621402 |             -- |  5.93424690178 |  9.12408142905 |      -- |              -- |            -- |            -- |             -- |             -- |    -- |    -- |    -- |    2.05511549085 |    19.2973667868 |            0.0007 |            0.0009 |            0.0015 |                -- |                -- |                -- |                -- | 0.0646734650105 | 0.0979859000733 |              -- |  0.426526615369 | 0.688968025907 |     -- |             -- |            -- |            -- |            -- |            -- |               -- |      -- |              -- |      U |      U |       U |       N |       N |       N |       N |        U |        N |       N |        N |        N |       N |       -- |        -- |        -- |        -- |        -- |         U |          N |          U | 43.7000007629 | 43.7000035263 |   0.171000003815 |   0.170999998329 |            1.0 | 14.0 | 18.6717185974 |   0.196526546031 |    0.35520279179 |   4.43484 | 1.10317925819 |    0.0548116 |   1.37169562923 |  0.115291 |  3.11414625605 | 13.1162 | 0.527557955571 |   4.1438728128 |   7.04236 | 1.16530295109 |    0.0845083 |   1.81893401516 | 0.22239 | 2.96520443701 | 11.6438 | 0.793363299016 |  5.8888534252 |  -0.633610963821 |  -0.690835475922 |    0.469278544188 |    0.0214393027127 |   0.060036867857 |    -0.18164006783 |    0.319741785526 |  -0.601184308823 |  -0.297442975084 |   15.18 |  8.14325064412 | 17.2020381227 |
|  NGC2264.10 |   NGC2264 |  100.28599 |  9.5950216 |      Isolated |         3.072 |         3.072 |           0.0 | 4.25498867356 | 4.15985152794 | 2.75348525452 | 3.15278863856 | 3.19123762712 |       100.286372 |         9.595501 |               -- |               -- |           -- |           -- |            -- |            -- |            -- |            -- |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |             -- |             -- |            0.0007 |           0.0009 |           0.0015 |                -- |               -- |               -- |               -- | 0.0863159947435 |  0.255849064968 |             -- |  1.13064982945 |  1.70210904551 |      -- |              -- |            -- |            -- |             -- |             -- |    -- |    -- |    -- |    1.41213027121 |    19.2973667868 |            0.0007 |            0.0009 |            0.0015 |                -- |                -- |                -- |                -- | 0.0633546931663 |  0.125073657146 |              -- |  0.265034633975 | 0.276005187845 |     -- |             -- |            -- |            -- |            -- |            -- |               -- |      -- |              -- |      U |      U |       U |       N |       N |       N |       N |        U |        U |       N |        N |        N |       N |       -- |        -- |        -- |        -- |        -- |         U |          N |          U |          17.5 | 17.5000003866 |  0.0219999998808 |  0.0220000021756 | 0.850000023842 | 14.0 | 18.6717185974 | 0.00357482838444 |   0.001128577278 |   6.07546 | 1.42421668732 |     0.298773 |   7.11704599788 |  0.117223 |  4.03400736845 | 21.3007 | 0.507779831576 |  2.30841226316 |   6.81997 | 1.56494522579 |    0.0281694 |   6.28375878635 | 0.22239 | 4.44780665552 | 27.6827 | 0.757492182971 | 3.18606183893 |   0.203574852942 | -0.0876402074367 |       1.407768355 |     0.195069613699 |  -0.307248165037 |  -0.0146977064079 |     -0.6063779377 |  -0.676153310763 |  -0.185199100687 |     0.0 |  2.18385700498 |  26.092013449 |
|  NGC2264.11 |   NGC2264 |  100.29716 |  9.4848931 |      Isolated |         3.072 |         3.072 | 4.48564198681 | 3.40260583168 | 3.63313846232 | 2.75348525452 | 3.15278863856 | 3.39771888649 |               -- |               -- |               -- |               -- |           -- |           -- |            -- |            -- |            -- |            -- |             -- |             -- |                -- |                -- |               -- |               -- |               -- |               -- |                  -- |                  -- |             -- |             -- |            0.0007 |           0.0009 |           0.0015 |                -- |               -- |               -- |               -- | 0.0863159947435 |   0.26496941097 |             -- |   2.7996757531 |  4.07865059107 |      -- |              -- |            -- |            -- |             -- |             -- |    -- |    -- |    -- |    1.70279373748 |    19.2973667868 |            0.0007 |            0.0009 |            0.0015 |                -- |                -- |                -- |                -- | 0.0431498466788 |   0.11415632223 |              -- |  0.314061242478 |  0.33395540711 |     -- |             -- |            -- |            -- |            -- |            -- |               -- |      -- |              -- |      U |      U |       U |       N |       N |       N |       N |        U |        N |       N |        N |        N |       N |       -- |        -- |        -- |        -- |        -- |         U |          N |          U | 26.6000003815 | 26.6000036792 |   0.256000012159 |   0.255999997264 | 0.699999988079 | 14.0 | 18.6717185974 |  0.0436163004488 |  0.0415686819082 |   4.78185 | 1.19881643853 |     0.199183 |   2.30194677842 |   0.16136 |   3.5552815623 | 17.1321 | 0.600272137053 |  3.42349707336 |   7.93192 | 1.33356497585 |     0.266868 |   3.33628755232 | 0.22239 | 4.44780665552 | 20.7048 | 0.920465812508 | 5.00481464282 |  -0.274397392538 |  -0.243804779891 |     1.00717652318 |    -0.478413503667 |    0.37317465106 |  -0.0176099852098 |    -0.40841021008 |  -0.880622235373 |     -0.435224976 |   11.62 |  3.57029587118 | 20.7034705821 |
